Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058066.1:17643970-17644914	Cluster_387	N	11515	5	2	2	1
NC_058066.1:17652104-17652791	Cluster_388	N	311	1323	290	382	895
NC_058066.1:17659927-17660660	Cluster_389	N	647	3448	4	711	925
NC_058066.1:17664480-17664908	Cluster_390	N	53	60	98	21	4
NC_058066.1:17665710-17666430	Cluster_391	N	81	53	222	62	166
NC_058066.1:17666528-17666976	Cluster_392	N	97	115	174	47	115
NC_058066.1:17667749-17668176	Cluster_393	N	31	2	7	89	2
NC_058066.1:17669696-17670141	Cluster_394	N	38	35	232	88	22
NC_058066.1:17673438-17673871	Cluster_395	N	522	275	180	4	16
NC_058066.1:17677060-17677559	Cluster_396	N	247	247	168	87	113
NC_058066.1:17688402-17688979	Cluster_397	N	64	129	388	62	70
NC_058066.1:17694120-17694993	Cluster_398	N	104	148	407	70	92
NC_058066.1:17697184-17697604	Cluster_399	N	108	5	58	61	8
NC_058066.1:17697639-17698618	Cluster_400	N	435	127	646	1214	255
NC_058066.1:17698896-17699324	Cluster_401	N	17	4	40	137	8
NC_058066.1:17701100-17701987	Cluster_402	N	39	107	1001	18	214
NC_058066.1:17715482-17715914	Cluster_403	N	40	24	184	39	45
NC_058066.1:17719521-17720147	Cluster_404	N	158	177	267	117	84
NC_058066.1:17722086-17722934	Cluster_405	N	75	119	106	1061	49
NC_058066.1:17723178-17723606	Cluster_406	N	21	109	55	137	22
NC_058066.1:17723688-17724136	Cluster_407	N	18	31	43	253	17
NC_058066.1:17724556-17725036	Cluster_408	N	30	48	149	17	23
NC_058066.1:17729634-17732864	Cluster_409	N	4698	593	9413	438	9003
NC_058066.1:17733922-17734659	Cluster_410	N	684	45	202	35	50
NC_058066.1:17750463-17751626	Cluster_411	N	28	84	411	69	514
NC_058066.1:17751811-17752240	Cluster_412	N	7	115	44	11	80
NC_058066.1:17757317-17757791	Cluster_413	N	11	439	348	73	59
NC_058066.1:17838709-17839230	Cluster_414	N	10	0	13	0	307
NC_058066.1:17841995-17842421	Cluster_415	N	16	72	2	5	2
NC_058066.1:17858511-17858935	Cluster_416	N	0	63	0	0	56
NC_058066.1:17937006-17937434	Cluster_417	N	0	36	123	62	0
NC_058066.1:17937509-17937920	Cluster_418	N	4	8	55	89	0
NC_058066.1:17939317-17939893	Cluster_419	N	0	0	0	2382	592
NC_058066.1:18202164-18202761	Cluster_420	N	0	8	0	1032	15
NC_058066.1:18307935-18308620	Cluster_421	N	8131	1310	2192	221	3303
NC_058066.1:18311966-18312562	Cluster_422	N	126	89	55	29	68
NC_058066.1:18312800-18313227	Cluster_423	N	64	47	89	18	1
NC_058066.1:18385636-18386045	Cluster_424	N	9	37	27	67	48
NC_058066.1:18468426-18468853	Cluster_425	N	0	32	1	1	124
NC_058066.1:18548065-18548594	Cluster_426	N	363	3	1	1	43
NC_058066.1:18560758-18561234	Cluster_427	N	1959	21	182	27	267
NC_058066.1:18561590-18561999	Cluster_428	N	151	1	58	1	38
NC_058066.1:18565284-18565712	Cluster_429	N	306	0	0	0	2
NC_058066.1:18684492-18684910	Cluster_430	N	2	2	103	2	9
NC_058066.1:18685466-18685895	Cluster_431	N	5	4	186	36	0
NC_058066.1:18715843-18716248	Cluster_432	N	59	34	110	13	22
NC_058066.1:18722071-18722502	Cluster_433	N	52	376	280	1597	158
NC_058066.1:18741075-18741504	Cluster_434	N	47	24	181	15	23
NC_058066.1:18743562-18744953	Cluster_435	N	414	1174	1655	321	2288
NC_058066.1:18745321-18745841	Cluster_436	N	114	78	136	27	26
NC_058066.1:18750146-18750589	Cluster_437	N	130	111	170	144	222
NC_058066.1:18760950-18761506	Cluster_438	N	117	876	9	0	15
NC_058066.1:18762200-18762732	Cluster_439	N	1403	768	464	0	1661
NC_058066.1:18769259-18769683	Cluster_440	N	31	8	61	14	25
NC_058066.1:18770891-18771320	Cluster_441	N	92	64	134	36	158
NC_058066.1:18772500-18773783	Cluster_442	N	871	584	666	1170	3055
NC_058066.1:18776923-18777348	Cluster_443	N	42	12	59	38	9
NC_058066.1:18779939-18780352	Cluster_444	N	44	35	46	26	15
NC_058066.1:18780974-18781402	Cluster_445	N	86	41	70	7	34
NC_058066.1:18781677-18782113	Cluster_446	N	72	42	128	57	53
NC_058066.1:18782703-18784072	Cluster_447	N	458	295	454	220	294
NC_058066.1:18784162-18784748	Cluster_448	N	143	60	132	58	45
NC_058066.1:18785150-18785574	Cluster_449	N	35	12	50	16	30
NC_058066.1:18788849-18789278	Cluster_450	N	106	0	3	0	0
NC_058066.1:18798647-18799075	Cluster_451	N	119	59	90	16	43
NC_058066.1:18801047-18801473	Cluster_452	N	0	196	0	0	0
NC_058066.1:18801675-18802409	Cluster_453	N	3	15	3479	0	0
NC_058066.1:18803356-18803784	Cluster_454	N	1	4	191	0	0
NC_058066.1:18806371-18806796	Cluster_455	N	1	18	0	170	0
NC_058066.1:18809251-18809695	Cluster_456	N	228	17	54	136	96
NC_058066.1:18814940-18815384	Cluster_457	N	224	16	56	139	115
NC_058066.1:18823646-18824071	Cluster_458	N	1	0	14	3	107
NC_058066.1:18835700-18836947	Cluster_459	N	196	34	3048	83	80
NC_058066.1:18838797-18839739	Cluster_460	N	609	1115	744	6039	2
NC_058066.1:18840124-18840717	Cluster_461	N	2953	2578	2289	2579	5
NC_058066.1:18841388-18842042	Cluster_462	N	431	62	246	1234	2
NC_058066.1:18842491-18843001	Cluster_463	N	644	6	596	826	0
NC_058066.1:18853862-18854288	Cluster_464	N	51	29	135	26	30
NC_058066.1:18856441-18856856	Cluster_465	N	62	12	69	25	23
NC_058066.1:18863368-18863815	Cluster_466	N	172	37	174	113	88
NC_058066.1:18874846-18875648	Cluster_467	N	22	13	32	110	188
NC_058066.1:18885745-18886173	Cluster_468	N	185	0	1	1	18
NC_058066.1:18887916-18888344	Cluster_469	N	46	7	30	29	39
NC_058066.1:18888892-18889304	Cluster_470	N	51	8	18	22	20
NC_058066.1:18910483-18910910	Cluster_471	N	2	99	29	1	1
NC_058066.1:18913827-18914253	Cluster_472	N	11	0	23	37	90
NC_058066.1:18914516-18914962	Cluster_473	N	25	0	44	216	20
NC_058066.1:18916409-18916837	Cluster_474	N	73	23	2	0	1
NC_058066.1:18933485-18934099	Cluster_475	N	247	16	172	34	19
NC_058066.1:18938660-18939223	Cluster_476	N	808	27	967	24	20
NC_058066.1:18939601-18940606	Cluster_477	N	1670	114	622	534	45
NC_058066.1:18947352-18948853	Cluster_478	N	977	814	2856	730	49
NC_058066.1:18955458-18956219	Cluster_479	N	113	101	199	78	7
NC_058066.1:18957969-18958395	Cluster_480	N	75	59	42	15	10
NC_058066.1:18963513-18964026	Cluster_481	N	540	370	213	38	69
NC_058066.1:18964419-18965082	Cluster_482	N	221	372	38	26	31
NC_058066.1:18966199-18966639	Cluster_483	N	1	145	159	2	292
NC_058066.1:18968251-18969047	Cluster_484	N	1250	988	208	115	27
NC_058066.1:18974923-18975350	Cluster_485	N	33	62	39	0	1
NC_058066.1:18978306-18979456	Cluster_486	N	224	5272	4251	60	3460
NC_058066.1:18979669-18980298	Cluster_487	N	375	32	107	1	194
NC_058066.1:18996092-18997047	Cluster_488	N	424	644	448	391	1545
NC_058066.1:18997165-18997592	Cluster_489	N	78	3	3	18	34
NC_058066.1:18999432-19000157	Cluster_490	N	700	50	516	5	30
NC_058066.1:19002024-19002618	Cluster_491	N	19	54	561	7	121
NC_058066.1:19007918-19008344	Cluster_492	N	23	115	8	6	15
NC_058066.1:19009955-19010444	Cluster_493	N	7	162	10	8	469
NC_058066.1:19010479-19011067	Cluster_494	N	46	1937	23	16	1250
NC_058066.1:19028727-19029538	Cluster_495	N	4	0	1	348	0
NC_058066.1:19030691-19031558	Cluster_496	N	2033	1045	774	1536	898
NC_058066.1:19036582-19036983	Cluster_497	N	6	70	84	42	6
NC_058066.1:19131947-19132501	Cluster_498	N	123	49	177	1	240
NC_058066.1:19157731-19158160	Cluster_499	N	68	3	21	0	167
NC_058066.1:19282451-19282991	Cluster_500	N	1	37	403	29	761
NC_058066.1:19288300-19288730	Cluster_501	N	3524	0	0	0	0
NC_058066.1:19292038-19292460	Cluster_502	N	24	111	31	15	0
NC_058066.1:19342179-19342608	Cluster_503	N	49	11	34	10	35
NC_058066.1:19358404-19358835	Cluster_504	N	7	70	216	33	168
NC_058066.1:19370266-19370703	Cluster_505	N	474	837	512	723	937
NC_058066.1:19405224-19405653	Cluster_506	N	103	1	6	4	6
NC_058066.1:19451484-19451956	Cluster_507	N	0	22	45	27	534
NC_058066.1:19498676-19499121	Cluster_508	N	126	1	96	15	9
NC_058066.1:19603478-19603906	Cluster_509	N	26	92	42	80	106
NC_058066.1:19661430-19661912	Cluster_510	N	149	125	78	122	432
NC_058066.1:19662700-19663547	Cluster_511	N	59	67	102	176	218
NC_058066.1:19879754-19880181	Cluster_512	N	84	19	47	4	8
NC_058066.1:19885171-19885826	Cluster_513	N	296	1989	327	842	299
NC_058066.1:19902567-19902991	Cluster_514	N	0	2	10	80	0
NC_058066.1:19909114-19909630	Cluster_515	N	51	9	309	5	8
NC_058066.1:19918162-19918571	Cluster_516	N	63	130	69	18	51
NC_058066.1:19952952-19953464	Cluster_517	N	411	302	265	192	398
NC_058066.1:20088630-20088720	Cluster_518	Y	42	33	20	39	14
NC_058066.1:20104508-20104937	Cluster_519	N	0	48	97	0	6
NC_058066.1:20110122-20110604	Cluster_520	N	0	18	220	1	5
NC_058066.1:20112137-20112565	Cluster_521	N	0	44	111	28	39
NC_058066.1:20115567-20115994	Cluster_522	N	3	21	66	16	13
NC_058066.1:20117304-20117735	Cluster_523	N	0	38	144	59	25
NC_058066.1:20118022-20118659	Cluster_524	N	3	183	307	150	166
NC_058066.1:20119263-20120446	Cluster_525	N	3	1119	794	376	572
NC_058066.1:20120598-20121250	Cluster_526	N	1	103	233	79	92
NC_058066.1:20122429-20124083	Cluster_527	N	977	471	34	342	1412
NC_058066.1:20124512-20125071	Cluster_528	N	2	100	290	122	143
NC_058066.1:20126144-20126573	Cluster_529	N	0	124	268	28	81
NC_058066.1:20145604-20146331	Cluster_530	N	539	458	408	431	2138
NC_058066.1:20147578-20148635	Cluster_531	N	1042	8468	3966	5593	5845
NC_058066.1:20149212-20149750	Cluster_532	N	11	584	34	333	5
NC_058066.1:20160857-20161283	Cluster_533	N	110	95	43	4	5
NC_058066.1:20163033-20163559	Cluster_534	N	9	207	43	42	187
NC_058066.1:20164932-20165359	Cluster_535	N	10	15	114	12	56
NC_058066.1:20172861-20173736	Cluster_536	N	103	2191	2276	3849	11611
NC_058066.1:20174516-20175090	Cluster_537	N	2	81	66	110	66
NC_058066.1:20186292-20186724	Cluster_538	N	1	0	0	9	403
NC_058066.1:20188862-20189579	Cluster_539	N	83	239	24	15	62
NC_058066.1:20190989-20191413	Cluster_540	N	61	2	22	4	10
NC_058066.1:20191538-20191954	Cluster_541	N	4	116	73	38	5
NC_058066.1:20193572-20194005	Cluster_542	N	3	19	23	1330	0
NC_058066.1:20199506-20200410	Cluster_543	N	331	350	2102	279	4034
NC_058066.1:20200481-20201407	Cluster_544	N	18	20	3739	36	381
NC_058066.1:20227477-20227910	Cluster_545	N	36	74	85	62	88
NC_058066.1:20232417-20232843	Cluster_546	N	0	0	0	139	3
NC_058066.1:20232966-20233622	Cluster_547	N	199	190	251	92	108
NC_058066.1:20234128-20234587	Cluster_548	N	122	160	280	70	66
NC_058066.1:20238153-20238591	Cluster_549	N	9	0	4	2	363
NC_058066.1:20238602-20239784	Cluster_550	N	40	0	17	9	982
NC_058066.1:20239982-20240511	Cluster_551	N	15	1	12	1	721
NC_058066.1:20346229-20346321	Cluster_552	Y	36432	47768	80222	30730	54060
NC_058066.1:20431529-20432189	Cluster_553	N	221	153	185	137	195
NC_058066.1:20439612-20440039	Cluster_554	N	0	106	2	4	0
NC_058066.1:20444181-20444611	Cluster_555	N	65	41	59	150	25
NC_058066.1:20445069-20445494	Cluster_556	N	131	24	32	10	46
NC_058066.1:20455762-20456260	Cluster_557	N	47	169	67	0	29
NC_058066.1:20549935-20550363	Cluster_558	N	120	72	44	24	18
NC_058066.1:20553716-20554164	Cluster_559	N	7	314	1	326	116
NC_058066.1:20613534-20613955	Cluster_560	N	22	10	15	73	8
NC_058066.1:20623327-20623831	Cluster_561	N	181	0	1	101	288
NC_058066.1:20666368-20666817	Cluster_562	N	65	427	100	1	0
NC_058066.1:20667788-20668234	Cluster_563	N	0	179	68	1	36
NC_058066.1:20734973-20735811	Cluster_564	N	406	691	334	78	112
NC_058066.1:20741429-20742217	Cluster_565	N	7	90	65	402	473
NC_058066.1:20742255-20742779	Cluster_566	N	0	382	3081	212	4186
NC_058066.1:20744412-20744838	Cluster_567	N	2	7	61	58	0
NC_058066.1:20776768-20777374	Cluster_568	N	254	411	144	140	64
NC_058066.1:20784948-20785382	Cluster_569	N	34	52	89	250	240
NC_058066.1:20843923-20844341	Cluster_570	N	60	115	24	7	1
NC_058066.1:20895641-20896070	Cluster_571	N	0	10	131	13	1
NC_058066.1:20908006-20908439	Cluster_572	N	326	385	501	692	569
NC_058066.1:20950911-20951339	Cluster_573	N	10	284	349	25	33
NC_058066.1:20959212-20959641	Cluster_574	N	4	25	7	429	15
NC_058066.1:20984801-20985436	Cluster_575	N	207	76	27	158	64
NC_058066.1:20985452-20985882	Cluster_576	N	124	25	45	26	53
NC_058066.1:20999819-21000244	Cluster_577	N	13	19	16	69	70
NC_058066.1:21000782-21002046	Cluster_578	N	43	152	45	287	778
NC_058066.1:21002166-21003199	Cluster_579	N	9	17	42	1227	893
NC_058066.1:21026119-21026545	Cluster_580	N	74	32	516	0	583
NC_058066.1:21026666-21027130	Cluster_581	N	625	11	49	1	136
NC_058066.1:21027705-21028359	Cluster_582	N	0	10	70	258	39
NC_058066.1:21041851-21042280	Cluster_583	N	917	27	0	0	0
NC_058066.1:21084174-21084605	Cluster_584	N	104	58	62	122	45
NC_058066.1:21140265-21140693	Cluster_585	N	1504	5	5	4	2
NC_058066.1:21140714-21141151	Cluster_586	N	958	906	24	1	2
NC_058066.1:21398626-21399389	Cluster_587	N	0	4	1906	27	3
NC_058066.1:21407910-21408542	Cluster_588	N	30	3	970	18	13
NC_058066.1:21408618-21409263	Cluster_589	N	418	1352	2352	1735	294
NC_058066.1:21409326-21409755	Cluster_590	N	8	4	45	66	27
NC_058066.1:21412845-21413584	Cluster_591	N	74	92	230	376	78
NC_058066.1:21455800-21456240	Cluster_592	N	1	258	0	1	756
NC_058066.1:21456253-21456665	Cluster_593	N	1	114	0	0	136
NC_058066.1:21465884-21466308	Cluster_594	N	16	23	46	5	13
NC_058066.1:21482735-21483382	Cluster_595	N	1521	0	1	1	0
NC_058066.1:21519685-21520111	Cluster_596	N	0	18	108	0	0
NC_058066.1:21587354-21587808	Cluster_597	N	474	53	4	1	250
NC_058066.1:21588129-21589472	Cluster_598	N	2002	60	107	423	47
NC_058066.1:21589753-21590182	Cluster_599	N	169	28	82	21	8
NC_058066.1:21590569-21591061	Cluster_600	N	233	46	0	0	56
NC_058066.1:21593622-21594048	Cluster_601	N	177	2	27	0	27
NC_058066.1:21597256-21597684	Cluster_602	N	262	3	1	0	87
NC_058066.1:21597697-21598146	Cluster_603	N	1316	5208	24	69	472
NC_058066.1:21598298-21599009	Cluster_604	N	414	1436	18	34	426
NC_058066.1:21603848-21604278	Cluster_605	N	641	0	0	0	0
NC_058066.1:21624465-21624890	Cluster_606	N	7	7	121	12	13
NC_058066.1:21661673-21662094	Cluster_607	N	0	42	33	2	56
NC_058066.1:21753309-21754272	Cluster_608	N	1051	1354	7509	724	76
NC_058066.1:21775409-21775830	Cluster_609	N	91	0	10	1	1
NC_058066.1:21777658-21778087	Cluster_610	N	5	1391	432	3	0
NC_058066.1:21783749-21784495	Cluster_611	N	5	100	388	42	23
NC_058066.1:21790914-21791322	Cluster_612	N	93	0	1	0	8
NC_058066.1:21809874-21810301	Cluster_613	N	40	140	23	17	11
NC_058066.1:21848307-21848981	Cluster_614	N	185	0	42	170	20
NC_058066.1:21852411-21853366	Cluster_615	N	73	1511	17	0	906
NC_058066.1:21865186-21865615	Cluster_616	N	96	670	1	1	477
NC_058066.1:21878523-21878924	Cluster_617	N	14	0	0	0	86
NC_058066.1:21888448-21888872	Cluster_618	N	1	1	36	64	60
NC_058066.1:21900680-21901347	Cluster_619	N	12	157	88	109	4
NC_058066.1:21981169-21981599	Cluster_620	N	630	153	40	113	14
NC_058066.1:22007388-22007797	Cluster_621	N	0	0	0	0	121
NC_058066.1:22075559-22075988	Cluster_622	N	56	5	80	0	0
NC_058066.1:22108182-22108609	Cluster_623	N	0	766	171	0	43
NC_058066.1:22109961-22110403	Cluster_624	N	1048	85	37	12	31
NC_058066.1:22128195-22128612	Cluster_625	N	0	109	81	91	31
NC_058066.1:22131108-22131537	Cluster_626	N	2	6	991	1429	224
NC_058066.1:22134681-22135091	Cluster_627	N	36	2	7	38	1
NC_058066.1:22156809-22157236	Cluster_628	N	0	1	98	1	6
NC_058066.1:22162822-22163266	Cluster_629	N	1	84	23	161	157
NC_058066.1:22169778-22170187	Cluster_630	N	12	44	26	10	15
NC_058066.1:22200108-22200537	Cluster_631	N	7	138	0	1	0
NC_058066.1:22224614-22225043	Cluster_632	N	51	2	161	30	0
NC_058066.1:22240024-22240453	Cluster_633	N	1	3	163	0	1
NC_058066.1:22283045-22283874	Cluster_634	N	467	10	18	100	60
NC_058066.1:22341565-22342106	Cluster_635	N	56	23	119	99	55
NC_058066.1:22343626-22344052	Cluster_636	N	66	2	74	111	19
NC_058066.1:22344572-22345178	Cluster_637	N	350	161	359	165	141
NC_058066.1:22426213-22426638	Cluster_638	N	0	5	62	54	1
NC_058066.1:22427349-22427777	Cluster_639	N	9	11	141	3	4
NC_058066.1:22428755-22429530	Cluster_640	N	176	47	305	38	90
NC_058066.1:22440703-22441137	Cluster_641	N	3400	3540	106	122	728
NC_058066.1:22510311-22510737	Cluster_642	N	0	41	1	84	0
NC_058066.1:22516867-22517294	Cluster_643	N	34	147	67	42	1
NC_058066.1:22517661-22518083	Cluster_644	N	10	81	21	66	3
NC_058066.1:22518152-22520256	Cluster_645	N	2102	1923	2446	2761	818
NC_058066.1:22527517-22528045	Cluster_646	N	333	466	485	512	331
NC_058066.1:22564994-22566266	Cluster_647	N	206	368	449	344	340
NC_058066.1:22566464-22566987	Cluster_648	N	0	0	238	0	357
NC_058066.1:22601575-22602753	Cluster_649	N	25	563	1	712	352
NC_058066.1:22610555-22611146	Cluster_650	N	1121	602	899	970	700
NC_058066.1:22646306-22646711	Cluster_651	N	11	28	18	21	18
NC_058066.1:22744041-22745175	Cluster_652	N	543	410	30	13	372
NC_058066.1:22748631-22749059	Cluster_653	N	272	78	0	39	698
NC_058066.1:22754290-22754706	Cluster_654	N	108	68	0	0	37
NC_058066.1:22756577-22757004	Cluster_655	N	4	119	0	2	1
NC_058066.1:22757471-22758086	Cluster_656	N	7	398	0	11	2
NC_058066.1:22763336-22763768	Cluster_657	N	149	80	1791	2	3
NC_058066.1:22764014-22764439	Cluster_658	N	7	77	12	105	14
NC_058066.1:22769693-22770117	Cluster_659	N	74	34	36	16	56
NC_058066.1:22770797-22772566	Cluster_660	N	21	36	24	8062	8
NC_058066.1:22777332-22777758	Cluster_661	N	81	51	64	27	1
NC_058066.1:22777915-22778344	Cluster_662	N	35	27	91	2	8
NC_058066.1:22792165-22792592	Cluster_663	N	36	56	45	25	40
NC_058066.1:22792866-22793331	Cluster_664	N	50	106	116	33	21
NC_058066.1:22793352-22793779	Cluster_665	N	45	25	56	26	20
NC_058066.1:22797027-22797449	Cluster_666	N	53	31	64	26	9
NC_058066.1:22797907-22798388	Cluster_667	N	208	87	272	101	21
NC_058066.1:22804772-22805201	Cluster_668	N	64	39	168	58	26
NC_058066.1:22810221-22810748	Cluster_669	N	26	45	31	13	1141
NC_058066.1:22810862-22811303	Cluster_670	N	66	61	121	41	36
NC_058066.1:22817435-22817863	Cluster_671	N	21	28	40	21	90
NC_058066.1:22820526-22821029	Cluster_672	N	789	1358	8806	1627	1816
NC_058066.1:22821833-22822263	Cluster_673	N	62	36	44	550	127
NC_058066.1:22827717-22828148	Cluster_674	N	0	310	231	0	0
NC_058066.1:22911369-22911793	Cluster_675	N	0	8	1	73	91
NC_058066.1:22926924-22927350	Cluster_676	N	1	2	91	0	15
NC_058066.1:23059522-23059972	Cluster_677	N	97	183	39	61	55
NC_058066.1:23064073-23064500	Cluster_678	N	15	85	16	21	8
NC_058066.1:23065300-23065897	Cluster_679	N	91	115	872	34	38
NC_058066.1:23075145-23080363	Cluster_680	N	5140	7563	1423	1837	569
NC_058066.1:23093030-23093844	Cluster_681	N	153	64	32	33	96
NC_058066.1:23095301-23095727	Cluster_682	N	16	259	0	5	22
NC_058066.1:23096089-23096743	Cluster_683	N	76	1162	15	4	163
NC_058066.1:23096859-23097279	Cluster_684	N	11	184	3	5	29
NC_058066.1:23125410-23125829	Cluster_685	N	58	6	24	65	23
NC_058066.1:23245518-23246118	Cluster_686	N	179	16	96	47	65
NC_058066.1:23363976-23364389	Cluster_687	N	10	0	12	0	75
NC_058066.1:23419304-23419733	Cluster_688	N	47	19	73	29	53
NC_058066.1:23488662-23489090	Cluster_689	N	48	2	53	43	11
NC_058066.1:23489742-23490366	Cluster_690	N	80	101	412	113	166
NC_058066.1:23490973-23491403	Cluster_691	N	54	9	691	43	5
NC_058066.1:23559716-23560129	Cluster_692	N	16	51	59	9	22
NC_058066.1:23586592-23587558	Cluster_693	N	2	739	271	233	226
NC_058066.1:23612935-23613357	Cluster_694	N	11	27	44	39	35
NC_058066.1:23649792-23650221	Cluster_695	N	0	70	38	20	1
NC_058066.1:23656774-23657196	Cluster_696	N	16	156	50	10	25
NC_058066.1:23765494-23765908	Cluster_697	N	0	218	2	0	0
NC_058066.1:23785642-23786070	Cluster_698	N	8	18	6	136	2
NC_058066.1:23808147-23808574	Cluster_699	N	62	32	33	25	11
NC_058066.1:23809359-23809831	Cluster_700	N	308	15	107	20	42
NC_058066.1:23831008-23831437	Cluster_701	N	1	23	17	14	97
NC_058066.1:23886037-23886456	Cluster_702	N	27	65	7	0	0
NC_058066.1:23944184-23944716	Cluster_703	N	18	682	3	1	0
NC_058066.1:23947519-23947946	Cluster_704	N	14	130	9	5	6
NC_058066.1:23951660-23952066	Cluster_705	N	50	90	33	21	9
NC_058066.1:23953387-23953815	Cluster_706	N	67	65	51	0	9
NC_058066.1:23957033-23957458	Cluster_707	N	144	15	16	8	0
NC_058066.1:23958905-23959334	Cluster_708	N	41	0	137	17	45
NC_058066.1:23959831-23960259	Cluster_709	N	70	54	65	23	28
NC_058066.1:23965516-23966077	Cluster_710	N	23	243	58	24	66
NC_058066.1:23966136-23966568	Cluster_711	N	16	249	43	11	27
NC_058066.1:23970030-23970448	Cluster_712	N	67	140	46	21	12
NC_058066.1:23973588-23974017	Cluster_713	N	81	35	65	36	56
NC_058066.1:23975764-23976192	Cluster_714	N	335	0	2	0	3
NC_058066.1:24002816-24003239	Cluster_715	N	29	22	43	8	37
NC_058066.1:24008885-24009294	Cluster_716	N	13	75	27	13	18
NC_058066.1:24017977-24018404	Cluster_717	N	13	166	1	12	0
NC_058066.1:24041412-24041835	Cluster_718	N	129	0	4	0	2
NC_058066.1:24050826-24051491	Cluster_719	N	579	3	248	1628	68
NC_058066.1:24059145-24059554	Cluster_720	N	17	82	13	1	8
NC_058066.1:24060256-24060682	Cluster_721	N	51	49	77	4	21
NC_058066.1:24081966-24082388	Cluster_722	N	75	35	6	11	32
NC_058066.1:24084769-24085198	Cluster_723	N	30	120	9	11	30
NC_058066.1:24085517-24085950	Cluster_724	N	41	99	34	126	171
NC_058066.1:24086773-24087364	Cluster_725	N	29	18	43	368	335
NC_058066.1:24088114-24088534	Cluster_726	N	8	36	0	127	4
NC_058066.1:24098250-24098735	Cluster_727	N	1	804	0	3	0
NC_058066.1:24104091-24104521	Cluster_728	N	68	457	0	10	6
NC_058066.1:24127519-24128411	Cluster_729	N	33	1012	326	105	366
NC_058066.1:24129148-24129569	Cluster_730	N	99	137	25	39	5
NC_058066.1:24130110-24131100	Cluster_731	N	5504	6994	3591	545	71
NC_058066.1:24144680-24145168	Cluster_732	N	8	2	1	828	71
NC_058066.1:24151842-24152283	Cluster_733	N	25	337	80	25	41
NC_058066.1:24153583-24154014	Cluster_734	N	77	167	0	7	0
NC_058066.1:24157051-24158013	Cluster_735	N	40	388	52	15	860
NC_058066.1:24159156-24159583	Cluster_736	N	2	3	0	716	0
NC_058066.1:24166586-24167014	Cluster_737	N	57	9	36	23	126
NC_058066.1:24191374-24191998	Cluster_738	N	1355	11	60	969	3056
NC_058066.1:24192126-24192544	Cluster_739	N	86	2	1	35	11
NC_058066.1:24201266-24201666	Cluster_740	N	47	41	13	7	67
NC_058066.1:24206030-24206900	Cluster_741	N	484	1	87	939	2440
NC_058066.1:24216399-24216828	Cluster_742	N	8	3	36	68	19
NC_058066.1:24218221-24218962	Cluster_743	N	27	1	957	78	222
NC_058066.1:24224001-24224931	Cluster_744	N	802	2427	1180	615	2299
NC_058066.1:24229996-24230405	Cluster_745	N	14	16	12	47	9
NC_058066.1:24279529-24280652	Cluster_746	N	10	1151	23	20	11
NC_058066.1:24283193-24283617	Cluster_747	N	3	25	0	6	220
NC_058066.1:24284510-24285164	Cluster_748	N	6	48	1	47	393
NC_058066.1:24287400-24287816	Cluster_749	N	12	56	4	23	124
NC_058066.1:24289051-24289478	Cluster_750	N	1	0	0	0	232
NC_058066.1:24290223-24290651	Cluster_751	N	0	0	0	1	277
NC_058066.1:24294724-24295154	Cluster_752	N	19	57	5	88	48
NC_058066.1:24327435-24327857	Cluster_753	N	25	100	125	17	11
NC_058066.1:24352673-24353089	Cluster_754	N	28	15	79	2	8
NC_058066.1:24357649-24358077	Cluster_755	N	64	56	75	214	10
NC_058066.1:24364222-24364650	Cluster_756	N	71	53	71	242	9
NC_058066.1:24371630-24372059	Cluster_757	N	123	48	147	69	42
NC_058066.1:24372155-24372568	Cluster_758	N	102	66	63	37	22
NC_058066.1:24403803-24405328	Cluster_759	N	142	11378	15	24	41
NC_058066.1:24418345-24418768	Cluster_760	N	1	243	1853	15	39
NC_058066.1:24436549-24436983	Cluster_761	N	85	51	43	60	0
NC_058066.1:24440097-24440787	Cluster_762	N	189	3493	9	24	43
