"","X","gene_name","GeneOntologyIDs","Term","Annotated","Significant","Expected","Fisher","ontology","pi_chrom","pi_start","pi_end","gf_chrom","gf_type","gf_start","gf_end","gf_attr","overlap","prop.sig.genes","Species"
"206",144,"Pocillopora_meandrina_HIv1___RNAseq.g7292.t1","GO:0003676","nucleic acid binding",3267,20,7,1.4e-09,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",11007008,11012024,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",11007082,11012466,"ID=Pocillopora_meandrina_HIv1___RNAseq.g7292.t1",4942,0.00612182430364249,"Pocillopora tuahiniensis"
"207",145,"Pocillopora_meandrina_HIv1___RNAseq.g7292.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",11007008,11012024,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",11007082,11012466,"ID=Pocillopora_meandrina_HIv1___RNAseq.g7292.t1",4942,0.0113085621970921,"Pocillopora tuahiniensis"
"208",152,"Pocillopora_meandrina_HIv1___RNAseq.g21904.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000000",10376955,10381586,"Pocillopora_meandrina_HIv1___Sc0000000","transcript",10377338,10381414,"ID=Pocillopora_meandrina_HIv1___RNAseq.g21904.t1",4076,0.0113085621970921,"Pocillopora tuahiniensis"
"209",155,"Pocillopora_meandrina_HIv1___RNAseq.g27272.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000006",5858169,5869011,"Pocillopora_meandrina_HIv1___Sc0000006","transcript",5860388,5861878,"ID=Pocillopora_meandrina_HIv1___RNAseq.g27272.t1",1490,0.0113085621970921,"Pocillopora tuahiniensis"
"210",156,"Pocillopora_meandrina_HIv1___RNAseq.g6730.t1","GO:0008270","zinc ion binding",1238,14,2.65,9.1e-08,"Molecular Functions","Pocillopora_meandrina_HIv1___Sc0000002",3703340,3711345,"Pocillopora_meandrina_HIv1___Sc0000002","transcript",3708356,3710821,"ID=Pocillopora_meandrina_HIv1___RNAseq.g6730.t1",2465,0.0113085621970921,"Pocillopora tuahiniensis"
"211",24,"Peve_00014408","GO:0000724","double-strand break repair via homologous recombina...",260,2,0.21,0.0181,"Biological Processes","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,"ID=Peve_00014408;Name=Peve_00014408;start=1;stop=0;cds_size=624",716,0.00769230769230769,"Porites evermanni"
"212",25,"Peve_00014408","GO:0006268","DNA unwinding involved in DNA replication",85,2,0.07,0.0021,"Biological Processes","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,"ID=Peve_00014408;Name=Peve_00014408;start=1;stop=0;cds_size=624",716,0.0235294117647059,"Porites evermanni"
"213",27,"Peve_00015625","GO:0000723","telomere maintenance",186,1,0.15,0.1394,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,"ID=Peve_00015625;Name=Peve_00015625;start=1;stop=1;cds_size=615",614,0.00537634408602151,"Porites evermanni"
"214",28,"Peve_00015625","GO:0000724","double-strand break repair via homologous recombina...",260,2,0.21,0.0181,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,"ID=Peve_00015625;Name=Peve_00015625;start=1;stop=1;cds_size=615",614,0.00769230769230769,"Porites evermanni"
"215",29,"Peve_00015625","GO:0006268","DNA unwinding involved in DNA replication",85,2,0.07,0.0021,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,"ID=Peve_00015625;Name=Peve_00015625;start=1;stop=1;cds_size=615",614,0.0235294117647059,"Porites evermanni"
"216",30,"Peve_00015625","GO:0044806","G-quadruplex DNA unwinding",38,1,0.03,0.0301,"Biological Processes","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,"ID=Peve_00015625;Name=Peve_00015625;start=1;stop=1;cds_size=615",614,0.0263157894736842,"Porites evermanni"
"217",81,"Peve_00006468","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1417",59120,65893,"Porites_evermani_scaffold_1417","mRNA",66265,83267,"ID=Peve_00006468;Name=Peve_00006468;start=1;stop=0;cds_size=3147",-372,0.00149253731343284,"Porites evermanni"
"218",83,"Peve_00008728","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1598",7683,11175,"Porites_evermani_scaffold_1598","mRNA",4611,17094,"ID=Peve_00008728;Name=Peve_00008728;start=1;stop=1;cds_size=1113",3492,0.00149253731343284,"Porites evermanni"
"219",85,"Peve_00008852","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_1602",23027,34437,"Porites_evermani_scaffold_1602","mRNA",25041,25662,"ID=Peve_00008852;Name=Peve_00008852;start=1;stop=1;cds_size=513",621,0.00149253731343284,"Porites evermanni"
"220",86,"Peve_00014408","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,"ID=Peve_00014408;Name=Peve_00014408;start=1;stop=0;cds_size=624",716,0.00149253731343284,"Porites evermanni"
"221",88,"Peve_00015625","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,"ID=Peve_00015625;Name=Peve_00015625;start=1;stop=1;cds_size=615",614,0.00149253731343284,"Porites evermanni"
"222",97,"Peve_00041449","GO:0005737","cytoplasm",14070,21,16.26,0.00047,"Cellular Components","Porites_evermani_scaffold_788",172143,174473,"Porites_evermani_scaffold_788","mRNA",113217,190147,"ID=Peve_00041449;Name=Peve_00041449;start=1;stop=1;cds_size=3813",2330,0.00149253731343284,"Porites evermanni"
"223",104,"Peve_00007985","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_154",61156,66974,"Porites_evermani_scaffold_154","mRNA",70155,106444,"ID=Peve_00007985;Name=Peve_00007985;start=1;stop=1;cds_size=5910",-3181,0.00113250283125708,"Porites evermanni"
"224",105,"Peve_00008374","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_157",260017,273024,"Porites_evermani_scaffold_157","mRNA",259179,260874,"ID=Peve_00008374;Name=Peve_00008374;start=0;stop=1;cds_size=726",857,0.00211608222490931,"Porites evermanni"
"225",106,"Peve_00008852","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_1602",23027,34437,"Porites_evermani_scaffold_1602","mRNA",25041,25662,"ID=Peve_00008852;Name=Peve_00008852;start=1;stop=1;cds_size=513",621,0.00211608222490931,"Porites evermanni"
"226",107,"Peve_00014408","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,"ID=Peve_00014408;Name=Peve_00014408;start=1;stop=0;cds_size=624",716,0.00113250283125708,"Porites evermanni"
"227",108,"Peve_00014408","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_209",138010,146332,"Porites_evermani_scaffold_209","mRNA",142487,143203,"ID=Peve_00014408;Name=Peve_00014408;start=1;stop=0;cds_size=624",716,0.00211608222490931,"Porites evermanni"
"228",110,"Peve_00015625","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_2205",31022,39613,"Porites_evermani_scaffold_2205","mRNA",33152,33766,"ID=Peve_00015625;Name=Peve_00015625;start=1;stop=1;cds_size=615",614,0.00113250283125708,"Porites evermanni"
"229",112,"Peve_00019489","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_2629",16435,21713,"Porites_evermani_scaffold_2629","mRNA",18971,21113,"ID=Peve_00019489;Name=Peve_00019489;start=1;stop=1;cds_size=1002",2142,0.00211608222490931,"Porites evermanni"
"230",114,"Peve_00034707","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_53",508011,520458,"Porites_evermani_scaffold_53","mRNA",515912,516831,"ID=Peve_00034707;Name=Peve_00034707;start=1;stop=1;cds_size=294",919,0.00211608222490931,"Porites evermanni"
"231",115,"Peve_00041449","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_788",172143,174473,"Porites_evermani_scaffold_788","mRNA",113217,190147,"ID=Peve_00041449;Name=Peve_00041449;start=1;stop=1;cds_size=3813",2330,0.00211608222490931,"Porites evermanni"
"232",116,"Peve_00043211","GO:0005524","ATP binding",2649,3,3.23,0.00274,"Molecular Functions","Porites_evermani_scaffold_873",95797,101848,"Porites_evermani_scaffold_873","mRNA",98755,100943,"ID=Peve_00043211;Name=Peve_00043211;start=1;stop=1;cds_size=1251",2188,0.00113250283125708,"Porites evermanni"
"233",117,"Peve_00043211","GO:0046872","metal ion binding",6616,14,8.06,7.4e-08,"Molecular Functions","Porites_evermani_scaffold_873",95797,101848,"Porites_evermani_scaffold_873","mRNA",98755,100943,"ID=Peve_00043211;Name=Peve_00043211;start=1;stop=1;cds_size=1251",2188,0.00211608222490931,"Porites evermanni"
