Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged
NC_058066.1:17665710-17666430	Cluster_387	N	81	53	222	62	170
NC_058066.1:17666528-17666976	Cluster_388	N	96	118	175	46	116
NC_058066.1:17667749-17668176	Cluster_389	N	31	2	6	87	1
NC_058066.1:17669697-17670141	Cluster_390	N	40	36	231	83	21
NC_058066.1:17673438-17673871	Cluster_391	N	523	276	179	4	16
NC_058066.1:17677060-17677559	Cluster_392	N	243	251	169	87	113
NC_058066.1:17688402-17688979	Cluster_393	N	77	130	369	56	67
NC_058066.1:17694120-17694697	Cluster_394	N	74	125	378	59	75
NC_058066.1:17697184-17697603	Cluster_395	N	107	6	62	51	9
NC_058066.1:17697639-17698618	Cluster_396	N	406	134	668	1224	258
NC_058066.1:17698896-17699324	Cluster_397	N	13	3	31	114	8
NC_058066.1:17701099-17701987	Cluster_398	N	40	101	1003	21	213
NC_058066.1:17715482-17715914	Cluster_399	N	39	23	183	39	45
NC_058066.1:17719521-17720147	Cluster_400	N	160	176	266	117	84
NC_058066.1:17722086-17722934	Cluster_401	N	79	115	110	1053	57
NC_058066.1:17723179-17723606	Cluster_402	N	24	95	63	113	27
NC_058066.1:17723688-17724136	Cluster_403	N	24	29	43	257	14
NC_058066.1:17724556-17724969	Cluster_404	N	32	41	142	16	20
NC_058066.1:17729634-17732864	Cluster_405	N	4698	593	9413	438	9003
NC_058066.1:17733922-17734660	Cluster_406	N	664	46	219	33	52
NC_058066.1:17750463-17751624	Cluster_407	N	41	83	402	73	566
NC_058066.1:17751811-17752240	Cluster_408	N	11	143	30	23	78
NC_058066.1:17757317-17757791	Cluster_409	N	9	422	370	67	65
NC_058066.1:17838710-17839230	Cluster_410	N	13	1	13	0	304
NC_058066.1:17841995-17842421	Cluster_411	N	16	81	1	5	1
NC_058066.1:17937006-17937434	Cluster_412	N	0	47	140	49	0
NC_058066.1:17937509-17937922	Cluster_413	N	6	11	60	97	0
NC_058066.1:17939319-17939893	Cluster_414	N	0	0	0	2312	618
NC_058066.1:18202164-18202761	Cluster_415	N	0	2	0	1025	16
NC_058066.1:18307935-18308620	Cluster_416	N	8270	1348	2131	217	3312
NC_058066.1:18311965-18312419	Cluster_417	N	108	74	47	27	82
NC_058066.1:18312800-18313227	Cluster_418	N	63	54	72	19	0
NC_058066.1:18385639-18386045	Cluster_419	N	9	42	30	67	41
NC_058066.1:18468426-18468851	Cluster_420	N	0	44	1	0	109
NC_058066.1:18548065-18548594	Cluster_421	N	364	3	1	2	43
NC_058066.1:18560758-18561234	Cluster_422	N	1962	20	184	24	272
NC_058066.1:18561591-18561997	Cluster_423	N	136	2	59	1	41
NC_058066.1:18565284-18565712	Cluster_424	N	306	0	0	0	2
NC_058066.1:18593497-18593906	Cluster_425	N	15	6	19	1	51
NC_058066.1:18685466-18685895	Cluster_426	N	8	1	166	62	0
NC_058066.1:18715843-18716248	Cluster_427	N	67	30	98	15	25
NC_058066.1:18716800-18717205	Cluster_428	N	21	20	75	2	3
NC_058066.1:18722071-18722502	Cluster_429	N	50	375	294	1590	157
NC_058066.1:18734519-18734942	Cluster_430	N	41	0	21	4	21
NC_058066.1:18741075-18741504	Cluster_431	N	48	25	188	19	23
NC_058066.1:18743562-18744953	Cluster_432	N	410	1192	1665	329	2276
NC_058066.1:18745321-18745841	Cluster_433	N	111	77	141	27	26
NC_058066.1:18750146-18750589	Cluster_434	N	143	117	175	145	223
NC_058066.1:18760950-18761506	Cluster_435	N	134	930	7	0	9
NC_058066.1:18762200-18762732	Cluster_436	N	1431	738	527	0	1641
NC_058066.1:18769259-18769683	Cluster_437	N	30	11	61	15	25
NC_058066.1:18770891-18771320	Cluster_438	N	92	65	134	37	159
NC_058066.1:18772500-18773783	Cluster_439	N	870	589	659	1169	3058
NC_058066.1:18776923-18777348	Cluster_440	N	42	12	59	38	8
NC_058066.1:18779930-18780355	Cluster_441	N	48	35	46	30	16
NC_058066.1:18780974-18781402	Cluster_442	N	89	45	71	11	32
NC_058066.1:18781677-18782113	Cluster_443	N	68	42	128	53	47
NC_058066.1:18782703-18784072	Cluster_444	N	458	296	458	221	297
NC_058066.1:18784162-18784636	Cluster_445	N	142	56	136	47	46
NC_058066.1:18785150-18785574	Cluster_446	N	35	13	53	17	35
NC_058066.1:18788849-18789278	Cluster_447	N	105	0	3	0	0
NC_058066.1:18798647-18799075	Cluster_448	N	114	59	90	15	43
NC_058066.1:18801047-18801473	Cluster_449	N	0	216	0	0	0
NC_058066.1:18801675-18802409	Cluster_450	N	1	12	3477	1	0
NC_058066.1:18803356-18803784	Cluster_451	N	0	3	212	1	0
NC_058066.1:18806370-18806796	Cluster_452	N	0	19	0	159	0
NC_058066.1:18809251-18809695	Cluster_453	N	226	15	63	136	109
NC_058066.1:18814942-18815384	Cluster_454	N	205	11	52	125	97
NC_058066.1:18823646-18824071	Cluster_455	N	2	0	17	3	110
NC_058066.1:18835700-18836947	Cluster_456	N	193	37	3029	80	82
NC_058066.1:18838797-18839739	Cluster_457	N	592	1065	705	5893	3
NC_058066.1:18840124-18840717	Cluster_458	N	2861	2578	2283	2528	4
NC_058066.1:18841389-18842042	Cluster_459	N	452	59	243	1218	1
NC_058066.1:18842491-18843001	Cluster_460	N	639	9	576	841	2
NC_058066.1:18853862-18854288	Cluster_461	N	51	26	133	22	32
NC_058066.1:18856441-18856857	Cluster_462	N	66	13	71	28	17
NC_058066.1:18863368-18863815	Cluster_463	N	172	37	172	113	88
NC_058066.1:18874846-18875648	Cluster_464	N	20	19	46	124	208
NC_058066.1:18885745-18886173	Cluster_465	N	187	0	1	1	17
NC_058066.1:18887916-18888344	Cluster_466	N	46	7	30	29	39
NC_058066.1:18888892-18889304	Cluster_467	N	51	8	18	22	20
NC_058066.1:18910483-18910910	Cluster_468	N	5	92	30	2	1
NC_058066.1:18913827-18914253	Cluster_469	N	10	0	23	37	92
NC_058066.1:18914516-18914961	Cluster_470	N	26	0	42	211	22
NC_058066.1:18916409-18916837	Cluster_471	N	78	25	1	0	0
NC_058066.1:18933485-18934099	Cluster_472	N	253	16	173	35	21
NC_058066.1:18938660-18939223	Cluster_473	N	822	32	952	25	20
NC_058066.1:18939601-18940606	Cluster_474	N	1666	114	625	534	46
NC_058066.1:18947352-18948853	Cluster_475	N	971	822	2848	736	55
NC_058066.1:18955458-18956219	Cluster_476	N	115	103	197	76	7
NC_058066.1:18957969-18958390	Cluster_477	N	74	57	40	17	12
NC_058066.1:18963101-18963503	Cluster_478	N	34	91	30	5	20
NC_058066.1:18963513-18964026	Cluster_479	N	543	378	213	36	71
NC_058066.1:18964419-18965082	Cluster_480	N	228	386	39	30	27
NC_058066.1:18966199-18966639	Cluster_481	N	0	142	182	2	248
NC_058066.1:18968251-18969047	Cluster_482	N	1277	1044	198	116	21
NC_058066.1:18974923-18975347	Cluster_483	N	21	59	58	0	0
NC_058066.1:18978306-18979596	Cluster_484	N	220	5331	4266	64	3458
NC_058066.1:18979669-18980298	Cluster_485	N	382	32	109	0	192
NC_058066.1:18996092-18997047	Cluster_486	N	424	640	442	404	1501
NC_058066.1:18997181-18997591	Cluster_487	N	77	3	3	17	32
NC_058066.1:18999432-19000157	Cluster_488	N	694	47	510	4	31
NC_058066.1:19002024-19002618	Cluster_489	N	13	61	558	7	123
NC_058066.1:19007918-19008344	Cluster_490	N	15	121	8	4	30
NC_058066.1:19009955-19010444	Cluster_491	N	7	190	14	8	471
NC_058066.1:19010479-19011067	Cluster_492	N	47	1937	24	16	1236
NC_058066.1:19028727-19029538	Cluster_493	N	4	2	1	340	1
NC_058066.1:19030691-19031558	Cluster_494	N	2007	1089	754	1572	914
NC_058066.1:19036582-19036986	Cluster_495	N	5	68	91	40	6
NC_058066.1:19131947-19132501	Cluster_496	N	125	51	175	1	246
NC_058066.1:19157731-19158160	Cluster_497	N	61	4	25	0	134
NC_058066.1:19282451-19282991	Cluster_498	N	2	40	461	31	800
NC_058066.1:19288300-19288730	Cluster_499	N	3447	0	0	0	0
NC_058066.1:19342179-19342608	Cluster_500	N	53	14	33	10	32
NC_058066.1:19358404-19358835	Cluster_501	N	7	70	215	33	167
NC_058066.1:19370266-19370703	Cluster_502	N	413	829	501	736	910
NC_058066.1:19405223-19405653	Cluster_503	N	106	3	6	5	6
NC_058066.1:19451484-19451957	Cluster_504	N	1	21	51	27	511
NC_058066.1:19498676-19499121	Cluster_505	N	122	1	90	15	16
NC_058066.1:19603478-19603906	Cluster_506	N	21	90	53	78	108
NC_058066.1:19661433-19661912	Cluster_507	N	156	124	75	120	437
NC_058066.1:19662700-19663548	Cluster_508	N	46	57	109	163	244
NC_058066.1:19879754-19880181	Cluster_509	N	83	19	48	3	8
NC_058066.1:19885171-19885826	Cluster_510	N	326	1959	332	898	278
NC_058066.1:19909114-19909630	Cluster_511	N	55	16	318	4	5
NC_058066.1:19918162-19918571	Cluster_512	N	59	114	68	22	49
NC_058066.1:19952952-19953464	Cluster_513	N	411	302	265	192	398
NC_058066.1:20088630-20088720	Cluster_514	Y	42	33	20	39	14
NC_058066.1:20104508-20104936	Cluster_515	N	0	33	90	0	5
NC_058066.1:20110122-20110604	Cluster_516	N	0	15	224	1	5
NC_058066.1:20112137-20112565	Cluster_517	N	0	44	111	28	39
NC_058066.1:20115567-20115994	Cluster_518	N	2	21	67	16	13
NC_058066.1:20117304-20117735	Cluster_519	N	0	38	143	59	25
NC_058066.1:20118022-20118659	Cluster_520	N	3	185	306	153	165
NC_058066.1:20119263-20120446	Cluster_521	N	3	1108	777	375	564
NC_058066.1:20120598-20121250	Cluster_522	N	1	103	233	79	92
NC_058066.1:20122429-20124083	Cluster_523	N	914	485	37	352	1451
NC_058066.1:20124512-20125071	Cluster_524	N	2	100	289	124	141
NC_058066.1:20126144-20126573	Cluster_525	N	0	123	267	27	81
NC_058066.1:20145604-20146331	Cluster_526	N	485	464	391	441	2165
NC_058066.1:20147578-20148635	Cluster_527	N	1041	8479	3972	5589	5812
NC_058066.1:20149212-20149750	Cluster_528	N	22	567	32	293	4
NC_058066.1:20160857-20161281	Cluster_529	N	102	91	37	2	4
NC_058066.1:20163033-20163559	Cluster_530	N	9	207	43	42	187
NC_058066.1:20164932-20165359	Cluster_531	N	9	16	119	12	46
NC_058066.1:20172862-20173702	Cluster_532	N	105	2192	2257	3861	11610
NC_058066.1:20174516-20175090	Cluster_533	N	2	81	66	111	66
NC_058066.1:20186292-20186724	Cluster_534	N	0	0	1	2	440
NC_058066.1:20188862-20189290	Cluster_535	N	0	247	22	13	13
NC_058066.1:20190996-20191413	Cluster_536	N	45	8	28	5	6
NC_058066.1:20191538-20191956	Cluster_537	N	1	117	81	37	3
NC_058066.1:20193572-20194005	Cluster_538	N	3	21	23	1330	0
NC_058066.1:20199506-20200410	Cluster_539	N	334	348	2102	279	4034
NC_058066.1:20200481-20201406	Cluster_540	N	17	20	3739	36	380
NC_058066.1:20227477-20227910	Cluster_541	N	41	70	89	77	77
NC_058066.1:20232418-20232843	Cluster_542	N	0	0	3	126	2
NC_058066.1:20232966-20233622	Cluster_543	N	193	186	253	93	101
NC_058066.1:20234128-20234587	Cluster_544	N	125	161	285	71	70
NC_058066.1:20238153-20238591	Cluster_545	N	13	0	3	0	356
NC_058066.1:20238602-20239784	Cluster_546	N	32	0	16	11	953
NC_058066.1:20239982-20240511	Cluster_547	N	23	0	14	1	723
NC_058066.1:20346227-20346321	Cluster_548	Y	36432	47768	80222	30730	54060
NC_058066.1:20431529-20432187	Cluster_549	N	220	165	187	150	198
NC_058066.1:20439612-20440039	Cluster_550	N	0	106	2	2	0
NC_058066.1:20444181-20444612	Cluster_551	N	66	41	62	153	25
NC_058066.1:20445069-20445495	Cluster_552	N	121	27	45	11	45
NC_058066.1:20455762-20456260	Cluster_553	N	47	168	66	0	29
NC_058066.1:20545369-20545796	Cluster_554	N	0	0	0	90	0
NC_058066.1:20549935-20550363	Cluster_555	N	108	71	46	20	20
NC_058066.1:20553716-20554164	Cluster_556	N	3	312	2	316	109
NC_058066.1:20613534-20613955	Cluster_557	N	24	10	12	71	14
NC_058066.1:20623322-20623831	Cluster_558	N	170	0	1	103	293
NC_058066.1:20666368-20666817	Cluster_559	N	61	455	92	0	0
NC_058066.1:20667788-20668234	Cluster_560	N	0	177	78	0	30
NC_058066.1:20734973-20735811	Cluster_561	N	428	694	327	87	122
NC_058066.1:20741429-20742216	Cluster_562	N	10	86	68	396	536
NC_058066.1:20742255-20742779	Cluster_563	N	0	355	3096	207	4138
NC_058066.1:20744412-20744837	Cluster_564	N	2	6	59	55	2
NC_058066.1:20776768-20777374	Cluster_565	N	243	413	158	146	68
NC_058066.1:20784948-20785382	Cluster_566	N	34	52	89	250	240
NC_058066.1:20843923-20844341	Cluster_567	N	59	117	25	5	1
NC_058066.1:20895641-20896070	Cluster_568	N	0	6	132	5	2
NC_058066.1:20908006-20908439	Cluster_569	N	325	390	518	693	559
NC_058066.1:20950911-20951339	Cluster_570	N	10	297	350	20	36
NC_058066.1:20959212-20959641	Cluster_571	N	7	28	15	415	9
NC_058066.1:20984800-20985436	Cluster_572	N	199	76	30	161	74
NC_058066.1:20985452-20985882	Cluster_573	N	130	25	36	31	56
NC_058066.1:20999819-21000244	Cluster_574	N	6	28	16	85	53
NC_058066.1:21000785-21002048	Cluster_575	N	42	132	34	265	754
NC_058066.1:21002166-21003198	Cluster_576	N	18	23	54	1244	891
NC_058066.1:21025346-21025773	Cluster_577	N	35	8	21	51	27
NC_058066.1:21026119-21026545	Cluster_578	N	78	31	517	0	582
NC_058066.1:21026666-21027226	Cluster_579	N	669	8	39	0	151
NC_058066.1:21027705-21028359	Cluster_580	N	1	9	81	265	34
NC_058066.1:21041851-21042280	Cluster_581	N	965	24	0	0	0
NC_058066.1:21084174-21084605	Cluster_582	N	124	59	78	123	45
NC_058066.1:21140265-21140693	Cluster_583	N	1507	3	3	3	1
NC_058066.1:21140714-21141151	Cluster_584	N	971	921	32	0	4
NC_058066.1:21398626-21399389	Cluster_585	N	0	3	1915	29	4
NC_058066.1:21407910-21408542	Cluster_586	N	42	2	898	21	10
NC_058066.1:21408618-21409260	Cluster_587	N	402	1375	2352	1714	293
NC_058066.1:21409326-21409752	Cluster_588	N	10	2	52	65	27
NC_058066.1:21412845-21413584	Cluster_589	N	69	88	233	402	71
NC_058066.1:21455800-21456240	Cluster_590	N	1	283	0	1	759
NC_058066.1:21456253-21456665	Cluster_591	N	6	113	0	1	142
NC_058066.1:21464872-21465298	Cluster_592	N	120	7	5	0	40
NC_058066.1:21482735-21483382	Cluster_593	N	1549	1	0	1	1
NC_058066.1:21519685-21520111	Cluster_594	N	0	20	123	0	0
NC_058066.1:21587354-21587808	Cluster_595	N	473	54	4	0	250
NC_058066.1:21588129-21589472	Cluster_596	N	2002	60	107	423	47
NC_058066.1:21589753-21590182	Cluster_597	N	169	28	82	21	8
NC_058066.1:21590569-21591061	Cluster_598	N	233	54	0	1	55
NC_058066.1:21593622-21594048	Cluster_599	N	177	1	27	0	19
NC_058066.1:21597256-21598146	Cluster_600	N	1575	5195	24	52	549
NC_058066.1:21598298-21599009	Cluster_601	N	408	1432	18	33	431
NC_058066.1:21603848-21604278	Cluster_602	N	612	0	0	2	0
NC_058066.1:21624465-21624891	Cluster_603	N	5	8	122	10	13
NC_058066.1:21661673-21662094	Cluster_604	N	1	43	30	1	44
NC_058066.1:21753309-21754272	Cluster_605	N	1032	1375	7523	785	80
NC_058066.1:21775408-21775830	Cluster_606	N	86	0	9	2	2
NC_058066.1:21777658-21778086	Cluster_607	N	5	1435	415	2	0
NC_058066.1:21784063-21784495	Cluster_608	N	1	55	297	24	11
NC_058066.1:21790914-21791322	Cluster_609	N	93	0	1	0	7
NC_058066.1:21809874-21810301	Cluster_610	N	44	160	13	18	10
NC_058066.1:21848307-21848981	Cluster_611	N	181	0	50	158	21
NC_058066.1:21852409-21853366	Cluster_612	N	73	1513	24	2	913
NC_058066.1:21865186-21865615	Cluster_613	N	84	718	2	1	488
NC_058066.1:21878516-21878928	Cluster_614	N	15	1	0	0	95
NC_058066.1:21888452-21888872	Cluster_615	N	0	1	30	54	63
NC_058066.1:21900674-21901347	Cluster_616	N	16	167	87	115	3
NC_058066.1:21981169-21981602	Cluster_617	N	630	155	41	113	15
NC_058066.1:22075559-22075984	Cluster_618	N	57	2	81	0	1
NC_058066.1:22108182-22108609	Cluster_619	N	1	766	169	0	40
NC_058066.1:22109961-22110403	Cluster_620	N	1066	76	39	17	32
NC_058066.1:22128195-22128612	Cluster_621	N	0	96	86	110	28
NC_058066.1:22131108-22131537	Cluster_622	N	5	1	937	1428	210
NC_058066.1:22156820-22157229	Cluster_623	N	0	0	98	0	5
NC_058066.1:22162822-22163266	Cluster_624	N	3	86	21	158	153
NC_058066.1:22169778-22170187	Cluster_625	N	15	30	22	14	17
NC_058066.1:22200108-22200537	Cluster_626	N	3	150	0	0	2
NC_058066.1:22224614-22225042	Cluster_627	N	36	3	160	26	0
NC_058066.1:22240024-22240453	Cluster_628	N	3	2	163	0	1
NC_058066.1:22283445-22283874	Cluster_629	N	438	8	13	38	7
NC_058066.1:22341565-22342106	Cluster_630	N	66	19	131	88	50
NC_058066.1:22343626-22344052	Cluster_631	N	64	1	59	112	16
NC_058066.1:22344572-22345178	Cluster_632	N	363	162	346	152	141
NC_058066.1:22426213-22426639	Cluster_633	N	0	3	60	50	0
NC_058066.1:22427349-22427777	Cluster_634	N	17	7	128	8	7
NC_058066.1:22428755-22429530	Cluster_635	N	186	50	295	36	113
NC_058066.1:22440702-22441137	Cluster_636	N	3482	3548	103	120	722
NC_058066.1:22510311-22510737	Cluster_637	N	0	41	0	77	0
NC_058066.1:22516866-22517294	Cluster_638	N	31	153	71	59	3
NC_058066.1:22517662-22518081	Cluster_639	N	11	79	22	62	5
NC_058066.1:22518152-22520256	Cluster_640	N	2141	1883	2487	2779	802
NC_058066.1:22527517-22528045	Cluster_641	N	311	502	501	526	342
NC_058066.1:22564994-22566266	Cluster_642	N	198	373	467	356	342
NC_058066.1:22566464-22566981	Cluster_643	N	1	0	221	0	356
NC_058066.1:22601574-22602753	Cluster_644	N	27	557	2	717	369
NC_058066.1:22610555-22611146	Cluster_645	N	1131	609	906	954	714
NC_058066.1:22744041-22745175	Cluster_646	N	543	410	30	13	372
NC_058066.1:22748631-22749059	Cluster_647	N	272	78	0	39	698
NC_058066.1:22754290-22754707	Cluster_648	N	109	69	0	0	34
NC_058066.1:22757455-22758086	Cluster_649	N	6	385	0	13	2
NC_058066.1:22763336-22763768	Cluster_650	N	151	75	1807	5	5
NC_058066.1:22764014-22764439	Cluster_651	N	7	77	12	105	13
NC_058066.1:22769693-22770117	Cluster_652	N	74	33	34	16	57
NC_058066.1:22770797-22772566	Cluster_653	N	20	36	20	8045	9
NC_058066.1:22777915-22778344	Cluster_654	N	37	23	91	2	3
NC_058066.1:22792165-22792592	Cluster_655	N	36	56	45	25	40
NC_058066.1:22792866-22793331	Cluster_656	N	50	102	113	34	22
NC_058066.1:22793353-22793762	Cluster_657	N	42	27	51	25	17
NC_058066.1:22797027-22797454	Cluster_658	N	56	29	69	27	12
NC_058066.1:22797907-22798388	Cluster_659	N	202	82	275	102	26
NC_058066.1:22804772-22805201	Cluster_660	N	64	40	168	58	26
NC_058066.1:22810221-22810748	Cluster_661	N	26	47	30	13	1143
NC_058066.1:22810862-22811304	Cluster_662	N	68	55	119	40	31
NC_058066.1:22817435-22817863	Cluster_663	N	25	32	40	23	89
NC_058066.1:22820526-22821029	Cluster_664	N	789	1356	8806	1627	1815
NC_058066.1:22821833-22822263	Cluster_665	N	62	36	44	550	127
NC_058066.1:22827717-22828148	Cluster_666	N	0	328	246	0	0
NC_058066.1:22911369-22911793	Cluster_667	N	0	7	1	80	98
NC_058066.1:22926924-22927350	Cluster_668	N	0	1	104	0	9
NC_058066.1:23059522-23059972	Cluster_669	N	101	186	36	60	49
NC_058066.1:23064073-23064500	Cluster_670	N	16	80	11	17	9
NC_058066.1:23065300-23065897	Cluster_671	N	94	125	888	32	32
NC_058066.1:23075146-23080364	Cluster_672	N	5156	7574	1418	1849	550
NC_058066.1:23093027-23093844	Cluster_673	N	154	59	31	29	107
NC_058066.1:23095301-23095812	Cluster_674	N	37	281	8	7	23
NC_058066.1:23096084-23096743	Cluster_675	N	78	1142	8	5	170
NC_058066.1:23096859-23097279	Cluster_676	N	6	188	3	10	24
NC_058066.1:23125410-23125829	Cluster_677	N	62	7	29	62	25
NC_058066.1:23245518-23246118	Cluster_678	N	180	17	105	52	64
NC_058066.1:23363976-23364393	Cluster_679	N	13	1	22	0	75
NC_058066.1:23419304-23419733	Cluster_680	N	46	18	71	30	55
NC_058066.1:23488662-23489090	Cluster_681	N	60	2	63	37	4
NC_058066.1:23489742-23490366	Cluster_682	N	78	96	382	110	166
NC_058066.1:23490973-23491403	Cluster_683	N	50	15	692	50	3
NC_058066.1:23559716-23560129	Cluster_684	N	16	51	59	9	22
NC_058066.1:23586592-23587558	Cluster_685	N	2	790	283	241	230
NC_058066.1:23612935-23613357	Cluster_686	N	11	27	44	39	35
NC_058066.1:23649792-23650221	Cluster_687	N	0	63	35	14	3
NC_058066.1:23656774-23657196	Cluster_688	N	17	152	44	7	23
NC_058066.1:23765494-23765913	Cluster_689	N	1	203	1	0	0
NC_058066.1:23785642-23786070	Cluster_690	N	4	12	5	169	1
NC_058066.1:23808147-23808574	Cluster_691	N	61	32	35	25	11
NC_058066.1:23809359-23809831	Cluster_692	N	304	13	116	18	43
NC_058066.1:23831008-23831437	Cluster_693	N	2	30	9	19	92
NC_058066.1:23886035-23886463	Cluster_694	N	27	69	5	0	0
NC_058066.1:23944184-23944714	Cluster_695	N	16	683	4	0	0
NC_058066.1:23947519-23947946	Cluster_696	N	14	130	9	5	6
NC_058066.1:23951660-23952066	Cluster_697	N	50	90	33	21	9
NC_058066.1:23953387-23953815	Cluster_698	N	67	65	53	0	9
NC_058066.1:23957033-23957458	Cluster_699	N	143	15	16	8	0
NC_058066.1:23958905-23959334	Cluster_700	N	41	0	137	17	45
NC_058066.1:23959831-23960259	Cluster_701	N	70	54	65	23	28
NC_058066.1:23965516-23966077	Cluster_702	N	23	243	58	24	69
NC_058066.1:23966136-23966568	Cluster_703	N	16	250	44	11	28
NC_058066.1:23970030-23970448	Cluster_704	N	67	140	46	21	12
NC_058066.1:23973588-23974017	Cluster_705	N	82	35	65	36	56
NC_058066.1:23975764-23976192	Cluster_706	N	335	0	2	0	2
NC_058066.1:23981666-23982077	Cluster_707	N	0	27	1	0	80
NC_058066.1:24002816-24003239	Cluster_708	N	25	22	44	8	32
NC_058066.1:24008885-24009294	Cluster_709	N	13	75	27	13	18
NC_058066.1:24017977-24018404	Cluster_710	N	12	159	1	12	0
NC_058066.1:24041412-24041835	Cluster_711	N	140	1	2	0	1
NC_058066.1:24050826-24051491	Cluster_712	N	638	2	236	1633	67
NC_058066.1:24059145-24059554	Cluster_713	N	17	82	13	1	8
NC_058066.1:24060256-24060682	Cluster_714	N	51	49	77	4	21
NC_058066.1:24081966-24082386	Cluster_715	N	62	48	7	11	26
NC_058066.1:24084769-24085198	Cluster_716	N	30	120	9	11	30
NC_058066.1:24085517-24085950	Cluster_717	N	41	99	34	126	171
NC_058066.1:24086767-24087364	Cluster_718	N	28	18	38	378	304
NC_058066.1:24088114-24088534	Cluster_719	N	5	35	0	127	4
NC_058066.1:24098250-24098735	Cluster_720	N	1	792	0	3	0
NC_058066.1:24104091-24104521	Cluster_721	N	68	457	0	10	6
NC_058066.1:24127519-24128411	Cluster_722	N	34	1008	324	94	365
NC_058066.1:24129149-24129569	Cluster_723	N	101	136	23	42	5
NC_058066.1:24130110-24131100	Cluster_724	N	5502	6990	3602	547	71
NC_058066.1:24144680-24145168	Cluster_725	N	4	1	1	830	61
NC_058066.1:24151842-24152278	Cluster_726	N	27	325	80	26	36
NC_058066.1:24153583-24154014	Cluster_727	N	75	178	2	8	0
NC_058066.1:24157051-24158012	Cluster_728	N	25	370	43	19	886
NC_058066.1:24159156-24159583	Cluster_729	N	2	2	0	716	1
NC_058066.1:24166586-24167014	Cluster_730	N	57	9	36	23	126
NC_058066.1:24191374-24191998	Cluster_731	N	1388	10	61	978	3065
NC_058066.1:24192125-24192544	Cluster_732	N	84	0	2	38	9
NC_058066.1:24201266-24201666	Cluster_733	N	46	42	14	13	66
NC_058066.1:24206030-24206900	Cluster_734	N	523	1	81	951	2435
NC_058066.1:24216399-24216828	Cluster_735	N	10	4	41	63	20
NC_058066.1:24218227-24218963	Cluster_736	N	19	0	1060	61	233
NC_058066.1:24224001-24224931	Cluster_737	N	801	2423	1183	615	2302
NC_058066.1:24229996-24230418	Cluster_738	N	15	18	13	49	7
NC_058066.1:24267498-24267901	Cluster_739	N	82	5	15	10	8
NC_058066.1:24279529-24280652	Cluster_740	N	6	1170	22	29	13
NC_058066.1:24283196-24283617	Cluster_741	N	3	24	1	2	209
NC_058066.1:24284510-24285164	Cluster_742	N	5	49	0	48	432
NC_058066.1:24289051-24289478	Cluster_743	N	0	0	0	1	219
NC_058066.1:24290223-24290651	Cluster_744	N	0	0	0	0	283
NC_058066.1:24294724-24295154	Cluster_745	N	11	56	7	92	50
NC_058066.1:24327429-24327858	Cluster_746	N	23	118	125	17	12
NC_058066.1:24352673-24353089	Cluster_747	N	27	15	79	1	9
NC_058066.1:24357649-24358077	Cluster_748	N	83	47	80	197	16
NC_058066.1:24364222-24364650	Cluster_749	N	69	64	74	239	11
NC_058066.1:24371630-24372059	Cluster_750	N	123	48	147	69	42
NC_058066.1:24372155-24372568	Cluster_751	N	102	66	63	37	22
NC_058066.1:24403803-24405328	Cluster_752	N	143	11306	16	26	41
NC_058066.1:24418345-24418768	Cluster_753	N	1	250	1833	14	49
NC_058066.1:24436550-24436984	Cluster_754	N	62	54	30	59	0
NC_058066.1:24440097-24440787	Cluster_755	N	197	3489	9	26	46
NC_058066.1:24445984-24446409	Cluster_756	N	65	124	3	0	27
NC_058066.1:24447200-24447640	Cluster_757	N	163	131	3	6	15
NC_058066.1:24454691-24455118	Cluster_758	N	1	0	1	200	0
NC_058066.1:24463669-24464680	Cluster_759	N	604	712	189	845	195
NC_058066.1:24466282-24467640	Cluster_760	N	17	7	19	5710	4
NC_058066.1:24468337-24469394	Cluster_761	N	606	787	80	254	38
