Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000000:12448980-12450060	Cluster_266	N	850	183	203	429	96
Pocillopora_meandrina_HIv1___Sc0000000:12682298-12682725	Cluster_267	N	106	53	40	9	4
Pocillopora_meandrina_HIv1___Sc0000000:12684025-12684445	Cluster_268	N	27	2	4	48	1
Pocillopora_meandrina_HIv1___Sc0000000:12687759-12688641	Cluster_269	N	101	78	155	161	46
Pocillopora_meandrina_HIv1___Sc0000000:12688689-12689097	Cluster_270	N	48	13	19	26	13
Pocillopora_meandrina_HIv1___Sc0000000:12691009-12691535	Cluster_271	N	103	35	55	232	28
Pocillopora_meandrina_HIv1___Sc0000000:12762833-12763259	Cluster_272	N	0	1	1	306	0
Pocillopora_meandrina_HIv1___Sc0000000:12777774-12778197	Cluster_273	N	5	17	127	24	0
Pocillopora_meandrina_HIv1___Sc0000000:12951425-12951935	Cluster_274	N	15	3	459	232	7
Pocillopora_meandrina_HIv1___Sc0000000:13015507-13015928	Cluster_275	N	2	2	36	25	17
Pocillopora_meandrina_HIv1___Sc0000000:13269363-13269787	Cluster_276	N	10	22	28	83	4
Pocillopora_meandrina_HIv1___Sc0000000:13278878-13279297	Cluster_277	N	1	270	0	1	0
Pocillopora_meandrina_HIv1___Sc0000000:13335663-13336113	Cluster_278	N	12	59	53	270	231
Pocillopora_meandrina_HIv1___Sc0000000:13337548-13338139	Cluster_279	N	33	79	45	124	196
Pocillopora_meandrina_HIv1___Sc0000000:13607264-13607690	Cluster_280	N	1	125	0	0	0
Pocillopora_meandrina_HIv1___Sc0000000:13714447-13714873	Cluster_281	N	1	5	362	1	1
Pocillopora_meandrina_HIv1___Sc0000000:13752128-13752978	Cluster_282	N	348	324	497	408	12
Pocillopora_meandrina_HIv1___Sc0000000:13753533-13755105	Cluster_283	N	538	316	759	620	30
Pocillopora_meandrina_HIv1___Sc0000000:13777450-13777874	Cluster_284	N	0	30	195	2	0
Pocillopora_meandrina_HIv1___Sc0000000:13793624-13794060	Cluster_285	N	224	57	117	57	62
Pocillopora_meandrina_HIv1___Sc0000000:13795205-13795634	Cluster_286	N	0	1	0	2250	106
Pocillopora_meandrina_HIv1___Sc0000000:13888862-13889287	Cluster_287	N	3	6	1	62	36
Pocillopora_meandrina_HIv1___Sc0000000:13932415-13932822	Cluster_288	N	30	6	26	37	8
Pocillopora_meandrina_HIv1___Sc0000000:14041335-14042284	Cluster_289	N	958	315	737	39	169
Pocillopora_meandrina_HIv1___Sc0000000:14042286-14043154	Cluster_290	N	196	71	211	62	32
Pocillopora_meandrina_HIv1___Sc0000000:14043355-14045670	Cluster_291	N	1081	405	2388	473	184
Pocillopora_meandrina_HIv1___Sc0000000:14069210-14069627	Cluster_292	N	22	7	32	45	9
Pocillopora_meandrina_HIv1___Sc0000000:14199236-14199664	Cluster_293	N	0	1	277	0	0
Pocillopora_meandrina_HIv1___Sc0000000:14564110-14564538	Cluster_294	N	0	0	299	2	1
Pocillopora_meandrina_HIv1___Sc0000000:14751024-14751456	Cluster_295	N	7	35	5	257	1
Pocillopora_meandrina_HIv1___Sc0000000:14751993-14752696	Cluster_296	N	91	48	67	33	17
Pocillopora_meandrina_HIv1___Sc0000000:14753926-14754355	Cluster_297	N	96	45	32	89	8
Pocillopora_meandrina_HIv1___Sc0000000:14917731-14918157	Cluster_298	N	3	33	1	0	126
Pocillopora_meandrina_HIv1___Sc0000000:15297104-15297532	Cluster_299	N	66	35	16	41	13
Pocillopora_meandrina_HIv1___Sc0000000:15361997-15362422	Cluster_300	N	48	80	52	62	65
Pocillopora_meandrina_HIv1___Sc0000000:15365853-15366280	Cluster_301	N	27	30	21	23	57
Pocillopora_meandrina_HIv1___Sc0000000:15682027-15682444	Cluster_302	N	7	0	155	35	0
Pocillopora_meandrina_HIv1___Sc0000000:15838639-15839444	Cluster_303	N	690	2	552	1	3
Pocillopora_meandrina_HIv1___Sc0000000:15877485-15877913	Cluster_304	N	0	0	219	0	0
Pocillopora_meandrina_HIv1___Sc0000000:16151379-16151857	Cluster_305	N	19	55	26	57	211
Pocillopora_meandrina_HIv1___Sc0000000:16197870-16198683	Cluster_306	N	3523	4898	4821	2509	1428
Pocillopora_meandrina_HIv1___Sc0000000:16218376-16218794	Cluster_307	N	2	64	196	257	939
Pocillopora_meandrina_HIv1___Sc0000000:16370090-16370520	Cluster_308	N	462	224	332	693	108
Pocillopora_meandrina_HIv1___Sc0000000:16388395-16388993	Cluster_309	N	211	385	706	177	412
Pocillopora_meandrina_HIv1___Sc0000000:16449057-16449477	Cluster_310	N	25	28	37	18	17
Pocillopora_meandrina_HIv1___Sc0000000:16450615-16451050	Cluster_311	N	63	50	81	100	27
Pocillopora_meandrina_HIv1___Sc0000000:16480308-16481760	Cluster_312	N	776	199	189	969	574
Pocillopora_meandrina_HIv1___Sc0000000:16481861-16482708	Cluster_313	N	4578	69	2069	244	185
Pocillopora_meandrina_HIv1___Sc0000000:16482875-16483301	Cluster_314	N	52	2	79	59	26
Pocillopora_meandrina_HIv1___Sc0000000:16918087-16918514	Cluster_315	N	12	40	28	29	95
Pocillopora_meandrina_HIv1___Sc0000000:17062895-17064293	Cluster_316	N	814	67	83	524	46
Pocillopora_meandrina_HIv1___Sc0000000:17091980-17092429	Cluster_317	N	23	17	71	76	9
Pocillopora_meandrina_HIv1___Sc0000000:17582770-17583201	Cluster_318	N	362	8	0	95	18
Pocillopora_meandrina_HIv1___Sc0000000:17858000-17858429	Cluster_319	N	15	6	97	59	10
Pocillopora_meandrina_HIv1___Sc0000000:17927790-17928217	Cluster_320	N	24	53	15	24	0
Pocillopora_meandrina_HIv1___Sc0000000:18139302-18139735	Cluster_321	N	190	7	4	66	4
Pocillopora_meandrina_HIv1___Sc0000000:18537549-18537976	Cluster_322	N	1	0	76	4	1
Pocillopora_meandrina_HIv1___Sc0000000:18555063-18555627	Cluster_323	N	94	127	213	234	35
Pocillopora_meandrina_HIv1___Sc0000000:18562801-18563455	Cluster_324	N	138	36	45	191	219
Pocillopora_meandrina_HIv1___Sc0000000:18563602-18564819	Cluster_325	N	543	71	133	392	84
Pocillopora_meandrina_HIv1___Sc0000000:18585347-18586585	Cluster_326	N	78	92	126	939	57
Pocillopora_meandrina_HIv1___Sc0000000:18586632-18588144	Cluster_327	N	254	252	403	400	106
Pocillopora_meandrina_HIv1___Sc0000000:18589062-18589489	Cluster_328	N	0	0	6	361	4
Pocillopora_meandrina_HIv1___Sc0000000:19104877-19105303	Cluster_329	N	64	3	87	56	34
Pocillopora_meandrina_HIv1___Sc0000000:19105541-19106198	Cluster_330	N	419	53	255	238	176
Pocillopora_meandrina_HIv1___Sc0000000:19106418-19107082	Cluster_331	N	89	157	102	200	82
Pocillopora_meandrina_HIv1___Sc0000000:19107222-19107874	Cluster_332	N	127	33	31	178	234
Pocillopora_meandrina_HIv1___Sc0000000:19172834-19173259	Cluster_333	N	43	15	24	33	47
Pocillopora_meandrina_HIv1___Sc0000000:19548879-19549664	Cluster_334	N	11	565	1422	1286	175
Pocillopora_meandrina_HIv1___Sc0000000:19550612-19551039	Cluster_335	N	0	1	0	0	86
Pocillopora_meandrina_HIv1___Sc0000000:19551966-19552391	Cluster_336	N	104	11	34	0	0
Pocillopora_meandrina_HIv1___Sc0000000:19670489-19670916	Cluster_337	N	2	98	30	4	1
Pocillopora_meandrina_HIv1___Sc0000000:19726198-19726622	Cluster_338	N	0	4	179	3	7
Pocillopora_meandrina_HIv1___Sc0000000:19749024-19749440	Cluster_339	N	21	5	93	22	16
Pocillopora_meandrina_HIv1___Sc0000000:19758301-19758732	Cluster_340	N	3	45	2	0	125
Pocillopora_meandrina_HIv1___Sc0000000:19791285-19791992	Cluster_341	N	98	124	190	85	119
Pocillopora_meandrina_HIv1___Sc0000000:19799557-19800086	Cluster_342	N	133	564	310	809	1185
Pocillopora_meandrina_HIv1___Sc0000000:19800614-19801084	Cluster_343	N	233	666	374	927	292
Pocillopora_meandrina_HIv1___Sc0000000:19802252-19802723	Cluster_344	N	122	282	222	368	513
Pocillopora_meandrina_HIv1___Sc0000000:19809696-19810174	Cluster_345	N	90	105	111	87	187
Pocillopora_meandrina_HIv1___Sc0000000:19813053-19813480	Cluster_346	N	24	33	15	72	211
Pocillopora_meandrina_HIv1___Sc0000000:19813596-19814046	Cluster_347	N	25	32	12	69	97
Pocillopora_meandrina_HIv1___Sc0000000:19856455-19856872	Cluster_348	N	27	40	25	45	12
Pocillopora_meandrina_HIv1___Sc0000000:19934098-19934520	Cluster_349	N	1145	11	3689	1975	9
Pocillopora_meandrina_HIv1___Sc0000000:19970946-19971368	Cluster_350	N	17	53	31	46	30
Pocillopora_meandrina_HIv1___Sc0000000:19971632-19972106	Cluster_351	N	1788	3027	1581	3984	5499
Pocillopora_meandrina_HIv1___Sc0000000:19974441-19974974	Cluster_352	N	38	73	52	121	349
Pocillopora_meandrina_HIv1___Sc0000000:19977738-19978273	Cluster_353	N	84	151	133	288	329
Pocillopora_meandrina_HIv1___Sc0000000:20051814-20052242	Cluster_354	N	18	1	214	36	10
Pocillopora_meandrina_HIv1___Sc0000000:20238800-20239217	Cluster_355	N	140	53	5	108	20
Pocillopora_meandrina_HIv1___Sc0000000:20372416-20372510	Cluster_356	Y	142599	101636	141199	84760	52034
Pocillopora_meandrina_HIv1___Sc0000000:20455492-20455956	Cluster_357	N	81	108	36	3	81
Pocillopora_meandrina_HIv1___Sc0000000:20487173-20487823	Cluster_358	N	373	237	219	427	934
Pocillopora_meandrina_HIv1___Sc0000000:20534016-20535106	Cluster_359	N	1208	579	973	1086	64
Pocillopora_meandrina_HIv1___Sc0000000:20554496-20554926	Cluster_360	N	110	22	93	42	107
Pocillopora_meandrina_HIv1___Sc0000000:20557163-20557593	Cluster_361	N	427	1846	927	3	2497
Pocillopora_meandrina_HIv1___Sc0000000:20559748-20560165	Cluster_362	N	7	24	7	39	266
Pocillopora_meandrina_HIv1___Sc0000000:20665499-20665929	Cluster_363	N	399	0	1	0	3
Pocillopora_meandrina_HIv1___Sc0000000:20681229-20681643	Cluster_364	N	14	38	14	29	51
Pocillopora_meandrina_HIv1___Sc0000000:20703269-20703749	Cluster_365	N	396	598	76	684	1048
Pocillopora_meandrina_HIv1___Sc0000000:21034486-21034968	Cluster_366	N	17	758	459	5	195
Pocillopora_meandrina_HIv1___Sc0000000:21157049-21157468	Cluster_367	N	66	7	2	2	3
Pocillopora_meandrina_HIv1___Sc0000000:21409875-21410303	Cluster_368	N	220	19	72	110	41
Pocillopora_meandrina_HIv1___Sc0000000:21554832-21555299	Cluster_369	N	212	94	29	0	0
Pocillopora_meandrina_HIv1___Sc0000001:69798-71462	Cluster_370	N	3529	3211	4004	3983	388
Pocillopora_meandrina_HIv1___Sc0000001:244651-245089	Cluster_371	N	106	122	99	186	92
Pocillopora_meandrina_HIv1___Sc0000001:411937-413609	Cluster_372	N	625	320	344	295	209
Pocillopora_meandrina_HIv1___Sc0000001:425523-426000	Cluster_373	N	472	1	1	20	6
Pocillopora_meandrina_HIv1___Sc0000001:556066-556476	Cluster_374	N	4	28	8	77	92
Pocillopora_meandrina_HIv1___Sc0000001:818096-818530	Cluster_375	N	77	55	132	112	10
Pocillopora_meandrina_HIv1___Sc0000001:868705-869126	Cluster_376	N	13	63	11	76	133
Pocillopora_meandrina_HIv1___Sc0000001:891761-892186	Cluster_377	N	1	29	0	2	130
Pocillopora_meandrina_HIv1___Sc0000001:911186-911649	Cluster_378	N	11	8	276	175	0
Pocillopora_meandrina_HIv1___Sc0000001:912096-912578	Cluster_379	N	1	40	19	206	0
Pocillopora_meandrina_HIv1___Sc0000001:914054-914481	Cluster_380	N	14	18	0	117	9
Pocillopora_meandrina_HIv1___Sc0000001:917426-917858	Cluster_381	N	17	17	138	135	8
Pocillopora_meandrina_HIv1___Sc0000001:968471-969485	Cluster_382	N	12	140	1008	549	110
Pocillopora_meandrina_HIv1___Sc0000001:974682-975142	Cluster_383	N	668	278	712	325	130
Pocillopora_meandrina_HIv1___Sc0000001:1051944-1052372	Cluster_384	N	12	25	67	25	3
Pocillopora_meandrina_HIv1___Sc0000001:1354659-1355144	Cluster_385	N	331	1168	947	1438	2368
Pocillopora_meandrina_HIv1___Sc0000001:1459253-1459676	Cluster_386	N	744	612	739	873	355
Pocillopora_meandrina_HIv1___Sc0000001:1587809-1588303	Cluster_387	N	219	11	54	18	2
Pocillopora_meandrina_HIv1___Sc0000001:1588893-1589316	Cluster_388	N	34	28	28	58	5
Pocillopora_meandrina_HIv1___Sc0000001:1589392-1589818	Cluster_389	N	40	18	12	54	12
Pocillopora_meandrina_HIv1___Sc0000001:1590307-1590710	Cluster_390	N	62	18	23	28	4
Pocillopora_meandrina_HIv1___Sc0000001:1591154-1591564	Cluster_391	N	56	24	19	29	14
Pocillopora_meandrina_HIv1___Sc0000001:1606008-1606599	Cluster_392	N	33	9	81	303	21
Pocillopora_meandrina_HIv1___Sc0000001:1639234-1639676	Cluster_393	N	0	2	0	202	0
Pocillopora_meandrina_HIv1___Sc0000001:1689513-1689966	Cluster_394	N	7	37	14	163	97
Pocillopora_meandrina_HIv1___Sc0000001:1690274-1690785	Cluster_395	N	2	22	15	280	89
Pocillopora_meandrina_HIv1___Sc0000001:1691388-1691808	Cluster_396	N	0	2	9	158	43
Pocillopora_meandrina_HIv1___Sc0000001:1692256-1693064	Cluster_397	N	20	44	27	574	273
Pocillopora_meandrina_HIv1___Sc0000001:1723121-1723549	Cluster_398	N	2	27	332	17	1
Pocillopora_meandrina_HIv1___Sc0000001:1981097-1981526	Cluster_399	N	46	4	47	4	15
Pocillopora_meandrina_HIv1___Sc0000001:2046484-2047786	Cluster_400	N	386	71	452	142	138
Pocillopora_meandrina_HIv1___Sc0000001:2047895-2048655	Cluster_401	N	92	15	127	119	74
Pocillopora_meandrina_HIv1___Sc0000001:2049667-2051838	Cluster_402	N	1050	133	967	599	207
Pocillopora_meandrina_HIv1___Sc0000001:2051958-2052443	Cluster_403	N	142	38	199	87	66
Pocillopora_meandrina_HIv1___Sc0000001:2233397-2233817	Cluster_404	N	79	0	18	0	4
Pocillopora_meandrina_HIv1___Sc0000001:2235738-2236162	Cluster_405	N	9	35	6	91	1
Pocillopora_meandrina_HIv1___Sc0000001:2237617-2238340	Cluster_406	N	994	526	859	389	351
Pocillopora_meandrina_HIv1___Sc0000001:2243710-2244293	Cluster_407	N	2163	4	190	7	12
Pocillopora_meandrina_HIv1___Sc0000001:2254606-2255281	Cluster_408	N	142	19	19	43	11
Pocillopora_meandrina_HIv1___Sc0000001:2275231-2275660	Cluster_409	N	56	0	2	386	17
Pocillopora_meandrina_HIv1___Sc0000001:2276928-2277360	Cluster_410	N	171	45	1	167	1
Pocillopora_meandrina_HIv1___Sc0000001:2285037-2285666	Cluster_411	N	108	212	0	529	83
Pocillopora_meandrina_HIv1___Sc0000001:2286291-2287142	Cluster_412	N	965	50	4	195	36
Pocillopora_meandrina_HIv1___Sc0000001:2288505-2288931	Cluster_413	N	19	86	3	57	52
Pocillopora_meandrina_HIv1___Sc0000001:2289110-2289517	Cluster_414	N	4	28	0	48	15
Pocillopora_meandrina_HIv1___Sc0000001:2289525-2289963	Cluster_415	N	1	132	1	101	64
Pocillopora_meandrina_HIv1___Sc0000001:2290080-2290503	Cluster_416	N	98	3	9	11	0
Pocillopora_meandrina_HIv1___Sc0000001:2303037-2303468	Cluster_417	N	168	152	176	41	6
Pocillopora_meandrina_HIv1___Sc0000001:2305358-2305786	Cluster_418	N	88	12	0	16	0
Pocillopora_meandrina_HIv1___Sc0000001:2324994-2325422	Cluster_419	N	0	56	14	134	4
Pocillopora_meandrina_HIv1___Sc0000001:2327372-2327799	Cluster_420	N	47	9	1	75	2
Pocillopora_meandrina_HIv1___Sc0000001:2328890-2329314	Cluster_421	N	143	1	13	10	0
Pocillopora_meandrina_HIv1___Sc0000001:2348008-2348432	Cluster_422	N	1	9	0	79	1
Pocillopora_meandrina_HIv1___Sc0000001:2368290-2368717	Cluster_423	N	82	10	10	0	0
Pocillopora_meandrina_HIv1___Sc0000001:2487165-2487774	Cluster_424	N	24	95	16	49	83
Pocillopora_meandrina_HIv1___Sc0000001:2537226-2537644	Cluster_425	N	20	52	24	83	82
Pocillopora_meandrina_HIv1___Sc0000001:2731349-2731771	Cluster_426	N	50	56	32	28	45
Pocillopora_meandrina_HIv1___Sc0000001:2746252-2746672	Cluster_427	N	92	105	67	37	41
Pocillopora_meandrina_HIv1___Sc0000001:2774475-2774897	Cluster_428	N	158	53	82	41	36
Pocillopora_meandrina_HIv1___Sc0000001:2801084-2801513	Cluster_429	N	170	1	7	0	2
Pocillopora_meandrina_HIv1___Sc0000001:2839815-2840245	Cluster_430	N	207	11	46	20	13
Pocillopora_meandrina_HIv1___Sc0000001:2842056-2842485	Cluster_431	N	163	0	8	0	0
Pocillopora_meandrina_HIv1___Sc0000001:2858484-2858998	Cluster_432	N	138	13	27	17	43
Pocillopora_meandrina_HIv1___Sc0000001:2862246-2862675	Cluster_433	N	465	0	28	8	32
Pocillopora_meandrina_HIv1___Sc0000001:2868049-2868506	Cluster_434	N	111	82	274	119	31
Pocillopora_meandrina_HIv1___Sc0000001:2881477-2881912	Cluster_435	N	82	25	2	134	46
Pocillopora_meandrina_HIv1___Sc0000001:2903040-2903512	Cluster_436	N	114	28	92	39	7
Pocillopora_meandrina_HIv1___Sc0000001:2905338-2905767	Cluster_437	N	295	1	2	4	0
Pocillopora_meandrina_HIv1___Sc0000001:2983017-2983446	Cluster_438	N	43	0	34	22	27
Pocillopora_meandrina_HIv1___Sc0000001:3114844-3115375	Cluster_439	N	175	201	128	531	689
Pocillopora_meandrina_HIv1___Sc0000001:3115989-3116533	Cluster_440	N	60	102	63	91	132
Pocillopora_meandrina_HIv1___Sc0000001:3380068-3380495	Cluster_441	N	0	118	1	1	12
Pocillopora_meandrina_HIv1___Sc0000001:3428051-3428455	Cluster_442	N	40	9	0	0	72
Pocillopora_meandrina_HIv1___Sc0000001:3434623-3435032	Cluster_443	N	141	0	42	3	0
Pocillopora_meandrina_HIv1___Sc0000001:3536699-3537118	Cluster_444	N	4	57	6	19	7
Pocillopora_meandrina_HIv1___Sc0000001:3656409-3656832	Cluster_445	N	9	9	27	41	13
Pocillopora_meandrina_HIv1___Sc0000001:3883545-3883976	Cluster_446	N	10	42	17	79	104
Pocillopora_meandrina_HIv1___Sc0000001:3998764-3999467	Cluster_447	N	192804	242117	72997	225818	357389
Pocillopora_meandrina_HIv1___Sc0000001:4021711-4022206	Cluster_448	N	357	382	208	1258	314
Pocillopora_meandrina_HIv1___Sc0000001:4023278-4023700	Cluster_449	N	0	12	0	3	78
Pocillopora_meandrina_HIv1___Sc0000001:4053472-4054172	Cluster_450	N	3085	5138	4372	16230	40883
Pocillopora_meandrina_HIv1___Sc0000001:4062957-4064325	Cluster_451	N	2658	60	303	3003	191
Pocillopora_meandrina_HIv1___Sc0000001:4064498-4065026	Cluster_452	N	31	100	176	315	53
Pocillopora_meandrina_HIv1___Sc0000001:4118827-4119298	Cluster_453	N	81	63	62	164	181
Pocillopora_meandrina_HIv1___Sc0000001:4229586-4230014	Cluster_454	N	12	37	23	251	163
Pocillopora_meandrina_HIv1___Sc0000001:4298315-4298771	Cluster_455	N	321	887	1317	1542	4211
Pocillopora_meandrina_HIv1___Sc0000001:4313479-4313894	Cluster_456	N	5	10	40	20	84
Pocillopora_meandrina_HIv1___Sc0000001:4315116-4315571	Cluster_457	N	14	13	50	82	91
Pocillopora_meandrina_HIv1___Sc0000001:4316894-4317370	Cluster_458	N	17	28	41	65	116
Pocillopora_meandrina_HIv1___Sc0000001:4317598-4318009	Cluster_459	N	10	13	29	31	73
Pocillopora_meandrina_HIv1___Sc0000001:4345268-4345692	Cluster_460	N	0	0	108	0	0
Pocillopora_meandrina_HIv1___Sc0000001:4361244-4364034	Cluster_461	N	4502	1131	1317	20	724
Pocillopora_meandrina_HIv1___Sc0000001:4364284-4365035	Cluster_462	N	4	133	285	724	15
Pocillopora_meandrina_HIv1___Sc0000001:4428344-4428761	Cluster_463	N	1	4	81	14	20
Pocillopora_meandrina_HIv1___Sc0000001:4445438-4445866	Cluster_464	N	14	5	81	0	0
Pocillopora_meandrina_HIv1___Sc0000001:4479223-4479714	Cluster_465	N	124	33	175	77	71
Pocillopora_meandrina_HIv1___Sc0000001:4479833-4480826	Cluster_466	N	310	92	237	361	129
Pocillopora_meandrina_HIv1___Sc0000001:4480959-4482069	Cluster_467	N	1135	39	285	226	92
Pocillopora_meandrina_HIv1___Sc0000001:4483238-4485189	Cluster_468	N	736	76	561	227	174
Pocillopora_meandrina_HIv1___Sc0000001:4593126-4593549	Cluster_469	N	38	22	33	23	21
Pocillopora_meandrina_HIv1___Sc0000001:4872395-4873265	Cluster_470	N	89	276	158	213	15
Pocillopora_meandrina_HIv1___Sc0000001:5026269-5026686	Cluster_471	N	0	26	62	39	0
Pocillopora_meandrina_HIv1___Sc0000001:5036295-5036724	Cluster_472	N	17	6	163	101	13
Pocillopora_meandrina_HIv1___Sc0000001:5073837-5074560	Cluster_473	N	84	118	108	231	69
Pocillopora_meandrina_HIv1___Sc0000001:5093741-5094167	Cluster_474	N	23	79	41	182	40
Pocillopora_meandrina_HIv1___Sc0000001:5129936-5130336	Cluster_475	N	60	40	13	21	32
Pocillopora_meandrina_HIv1___Sc0000001:5134576-5135003	Cluster_476	N	25	10	181	5	1
Pocillopora_meandrina_HIv1___Sc0000001:5144023-5145106	Cluster_477	N	1689	644	1577	597	10
Pocillopora_meandrina_HIv1___Sc0000001:5204084-5204505	Cluster_478	N	3	37	0	47	46
Pocillopora_meandrina_HIv1___Sc0000001:5482791-5483217	Cluster_479	N	22	10	19	26	52
Pocillopora_meandrina_HIv1___Sc0000001:5590662-5591125	Cluster_480	N	111	206	28	331	1181
Pocillopora_meandrina_HIv1___Sc0000001:5600400-5600827	Cluster_481	N	0	0	0	155	0
Pocillopora_meandrina_HIv1___Sc0000001:5608179-5608632	Cluster_482	N	62	101	68	75	81
Pocillopora_meandrina_HIv1___Sc0000001:5619912-5620337	Cluster_483	N	6	25	5	15	33
Pocillopora_meandrina_HIv1___Sc0000001:5625745-5626172	Cluster_484	N	4	26	16	166	30
Pocillopora_meandrina_HIv1___Sc0000001:5635582-5636009	Cluster_485	N	66	169	40	86	252
Pocillopora_meandrina_HIv1___Sc0000001:5637924-5638351	Cluster_486	N	4	22	18	145	26
Pocillopora_meandrina_HIv1___Sc0000001:5669304-5669731	Cluster_487	N	5	20	10	159	24
Pocillopora_meandrina_HIv1___Sc0000001:5689306-5689769	Cluster_488	N	23	69	37	56	442
Pocillopora_meandrina_HIv1___Sc0000001:5693899-5694317	Cluster_489	N	104	26	189	118	49
Pocillopora_meandrina_HIv1___Sc0000001:5746164-5746597	Cluster_490	N	511	544	391	234	92
Pocillopora_meandrina_HIv1___Sc0000001:5758933-5759355	Cluster_491	N	0	9	12	0	53
Pocillopora_meandrina_HIv1___Sc0000001:5795956-5796536	Cluster_492	N	37	127	67	140	223
Pocillopora_meandrina_HIv1___Sc0000001:5796550-5797171	Cluster_493	N	25	113	29	64	156
Pocillopora_meandrina_HIv1___Sc0000001:5801163-5801729	Cluster_494	N	19	52	14	100	147
Pocillopora_meandrina_HIv1___Sc0000001:5839178-5839672	Cluster_495	N	347	465	467	132	128
Pocillopora_meandrina_HIv1___Sc0000001:6251647-6253384	Cluster_496	N	695	424	815	627	251
Pocillopora_meandrina_HIv1___Sc0000001:6367471-6367896	Cluster_497	N	1	34	5	1	106
Pocillopora_meandrina_HIv1___Sc0000001:6400836-6401347	Cluster_498	N	13	0	217	26	1
Pocillopora_meandrina_HIv1___Sc0000001:6419212-6419640	Cluster_499	N	230	132	0	26	2
Pocillopora_meandrina_HIv1___Sc0000001:6511512-6512099	Cluster_500	N	23	180	342	28	5
Pocillopora_meandrina_HIv1___Sc0000001:6593781-6594210	Cluster_501	N	56	186	174	373	50
Pocillopora_meandrina_HIv1___Sc0000001:6853842-6854260	Cluster_502	N	66	33	10	26	2
Pocillopora_meandrina_HIv1___Sc0000001:6854403-6854831	Cluster_503	N	0	79	2	15	58
Pocillopora_meandrina_HIv1___Sc0000001:6984277-6984706	Cluster_504	N	1	1	4	660	1
Pocillopora_meandrina_HIv1___Sc0000001:6989290-6989711	Cluster_505	N	88	5	5	3	3
Pocillopora_meandrina_HIv1___Sc0000001:7006569-7007371	Cluster_506	N	675	64	6	16	11
Pocillopora_meandrina_HIv1___Sc0000001:7068685-7069113	Cluster_507	N	84	8	6	33	1
Pocillopora_meandrina_HIv1___Sc0000001:7069393-7070084	Cluster_508	N	289	81	141	250	38
Pocillopora_meandrina_HIv1___Sc0000001:7070254-7071042	Cluster_509	N	223	84	434	71	69
Pocillopora_meandrina_HIv1___Sc0000001:7075985-7076412	Cluster_510	N	0	3	0	3	93
Pocillopora_meandrina_HIv1___Sc0000001:7279602-7280015	Cluster_511	N	8	4	0	28	64
Pocillopora_meandrina_HIv1___Sc0000001:7467089-7467519	Cluster_512	N	253	47	53	48	2
Pocillopora_meandrina_HIv1___Sc0000001:7469649-7470757	Cluster_513	N	1127	189	428	56	176
Pocillopora_meandrina_HIv1___Sc0000001:7472170-7472935	Cluster_514	N	445	382	251	11	25
Pocillopora_meandrina_HIv1___Sc0000001:7487307-7488525	Cluster_515	N	17	2	1272	7	10
Pocillopora_meandrina_HIv1___Sc0000001:7491752-7493066	Cluster_516	N	1052	880	1407	2115	713
Pocillopora_meandrina_HIv1___Sc0000001:7494153-7495445	Cluster_517	N	144	365	15	1044	379
Pocillopora_meandrina_HIv1___Sc0000001:7498871-7499301	Cluster_518	N	3	1	32	60	4
Pocillopora_meandrina_HIv1___Sc0000001:7508339-7508769	Cluster_519	N	17	28	387	32	125
Pocillopora_meandrina_HIv1___Sc0000001:7509029-7510081	Cluster_520	N	8	36	504	75	134
Pocillopora_meandrina_HIv1___Sc0000001:7511925-7512333	Cluster_521	N	99	16	10	10	151
Pocillopora_meandrina_HIv1___Sc0000001:7512925-7513351	Cluster_522	N	76	11	16	51	16
