Orthogroup	GCF_013753865.1_Amil_v2.1.protein	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0000020	XP_029181818.2, XP_029198811.2, XP_029206169.2, XP_044165619.1, XP_044165638.1, XP_044165639.1, XP_044165894.1, XP_044165899.1, XP_044166216.1, XP_044166226.1, XP_044166229.1, XP_044166232.1, XP_044166235.1, XP_044166250.1, XP_044166255.1, XP_044166260.1, XP_044166263.1, XP_044167745.1, XP_044167747.1, XP_044167750.1, XP_044167795.1, XP_044167870.1, XP_044168066.1, XP_044168142.1, XP_044168143.1, XP_044168679.1, XP_044170040.1, XP_044170139.1, XP_044170142.1, XP_044170143.1, XP_044170144.1, XP_044170581.1, XP_044170582.1, XP_044170583.1, XP_044173461.1, XP_044176716.1, XP_044177292.1, XP_044177348.1, XP_044178645.1, XP_044179401.1, XP_044180609.1, XP_044180610.1, XP_044180891.1, XP_044181796.1, XP_044183124.1, XP_044183534.1, XP_044183593.1, XP_044183620.1, XP_044183701.1		
OG0000021	XP_029182088.2, XP_029189191.2, XP_029203483.2, XP_029205914.2, XP_029208303.2, XP_029209996.2, XP_044164793.1, XP_044166078.1, XP_044166580.1, XP_044167487.1, XP_044167680.1, XP_044168324.1, XP_044169499.1, XP_044169510.1, XP_044171144.1, XP_044171879.1, XP_044171995.1, XP_044174441.1, XP_044175377.1, XP_044176211.1, XP_044178023.1, XP_044178569.1, XP_044180065.1, XP_044180661.1, XP_044181902.1, XP_044182502.1, XP_044182983.1, XP_044183223.1, XP_044183776.1, XP_044184935.1		Peve_00001399, Peve_00005917, Peve_00007158, Peve_00007228, Peve_00008833, Peve_00017309, Peve_00018249, Peve_00018994, Peve_00019024, Peve_00020016, Peve_00021746, Peve_00022270, Peve_00024964, Peve_00024965, Peve_00027196, Peve_00036407, Peve_00040570, Peve_00042359, Peve_00043376
OG0000022	XP_029180091.2, XP_029183165.2, XP_029205457.2, XP_029205820.2, XP_029205830.2, XP_029206700.2, XP_029207000.2, XP_029208029.2, XP_029208900.2, XP_029209219.1, XP_029209263.2, XP_044167454.1, XP_044167804.1, XP_044167810.1, XP_044168299.1, XP_044168471.1, XP_044169775.1, XP_044169776.1, XP_044169778.1, XP_044169779.1, XP_044169783.1, XP_044170782.1, XP_044170880.1, XP_044170881.1, XP_044170882.1, XP_044170923.1, XP_044170958.1, XP_044170971.1, XP_044171432.1, XP_044171871.1, XP_044171928.1, XP_044174794.1, XP_044174795.1, XP_044174796.1, XP_044174797.1, XP_044175553.1, XP_044175586.1, XP_044175592.1, XP_044175597.1, XP_044175910.1, XP_044180113.1, XP_044180470.1, XP_044180474.1, XP_044180534.1, XP_044180641.1, XP_044180696.1, XP_044180760.1, XP_044183570.1		
OG0000023	XP_044174637.1		Peve_00000353, Peve_00001171, Peve_00001175, Peve_00003405, Peve_00003411, Peve_00004602, Peve_00004604, Peve_00004607, Peve_00004613, Peve_00004614, Peve_00004616, Peve_00004618, Peve_00004621, Peve_00004623, Peve_00004629, Peve_00004677, Peve_00006595, Peve_00006596, Peve_00006597, Peve_00006598, Peve_00007566, Peve_00007720, Peve_00007724, Peve_00009582, Peve_00009585, Peve_00011808, Peve_00012169, Peve_00012170, Peve_00012171, Peve_00012885, Peve_00013895, Peve_00014135, Peve_00016334, Peve_00018047, Peve_00019913, Peve_00022802, Peve_00024279, Peve_00026663, Peve_00026664, Peve_00028964, Peve_00028985, Peve_00030737, Peve_00030917, Peve_00031105, Peve_00033641, Peve_00041234, Peve_00041266
OG0000024		Pocillopora_meandrina_HIv1___RNAseq.g13816.t1	Peve_00002754, Peve_00011788, Peve_00013059, Peve_00013060, Peve_00013061, Peve_00013062, Peve_00017127, Peve_00017128, Peve_00017129, Peve_00017311, Peve_00017312, Peve_00017316, Peve_00017317, Peve_00017318, Peve_00017319, Peve_00017320, Peve_00017322, Peve_00017323, Peve_00017324, Peve_00017328, Peve_00022262, Peve_00024080, Peve_00024082, Peve_00024083, Peve_00024086, Peve_00024087, Peve_00024089, Peve_00024500, Peve_00024765, Peve_00024767, Peve_00025002, Peve_00025828, Peve_00027934, Peve_00028876, Peve_00035260, Peve_00036857, Peve_00036858, Peve_00038267, Peve_00042026, Peve_00042027, Peve_00042028, Peve_00042031, Peve_00042033, Peve_00042037, Peve_00042038, Peve_00042741, Peve_00042766
OG0000025		Pocillopora_meandrina_HIv1___TS.g28748.t1, Pocillopora_meandrina_HIv1___TS.g5095.t1c, Pocillopora_meandrina_HIv1___TS.g9718.t1	Peve_00000306, Peve_00001566, Peve_00003095, Peve_00004138, Peve_00004427, Peve_00004999, Peve_00007023, Peve_00008142, Peve_00009456, Peve_00011943, Peve_00012200, Peve_00015851, Peve_00016392, Peve_00016787, Peve_00019280, Peve_00020882, Peve_00020910, Peve_00021153, Peve_00023629, Peve_00024265, Peve_00025366, Peve_00027450, Peve_00027926, Peve_00028636, Peve_00029830, Peve_00030796, Peve_00030948, Peve_00033011, Peve_00033014, Peve_00034653, Peve_00035825, Peve_00036220, Peve_00037385, Peve_00039344, Peve_00039441, Peve_00041626, Peve_00042207, Peve_00042446, Peve_00042613, Peve_00042827, Peve_00042957, Peve_00043198, Peve_00043458, Peve_00044253, Peve_00044800
OG0000026			Peve_00000303, Peve_00000736, Peve_00001564, Peve_00004996, Peve_00005030, Peve_00005331, Peve_00006566, Peve_00007925, Peve_00008611, Peve_00010212, Peve_00010617, Peve_00012199, Peve_00013143, Peve_00013304, Peve_00016411, Peve_00018813, Peve_00018917, Peve_00019192, Peve_00019200, Peve_00019389, Peve_00019813, Peve_00020284, Peve_00020738, Peve_00021964, Peve_00022711, Peve_00024128, Peve_00030337, Peve_00030946, Peve_00031197, Peve_00034461, Peve_00034462, Peve_00035471, Peve_00036221, Peve_00036318, Peve_00036414, Peve_00036521, Peve_00037438, Peve_00037756, Peve_00039346, Peve_00040117, Peve_00040241, Peve_00040262, Peve_00041625, Peve_00041645, Peve_00041667, Peve_00042959, Peve_00044802, Peve_00045116
OG0000027	XP_029180800.2, XP_029210625.2, XP_029210626.2, XP_029210627.1, XP_029210628.2, XP_029210630.2, XP_044165059.1, XP_044165068.1, XP_044165069.1, XP_044165070.1, XP_044165071.1, XP_044165095.1, XP_044165096.1, XP_044165097.1, XP_044165098.1, XP_044165099.1, XP_044165100.1, XP_044165101.1, XP_044165102.1, XP_044165103.1, XP_044165104.1, XP_044165105.1, XP_044165106.1, XP_044165107.1, XP_044165109.1, XP_044165119.1, XP_044165120.1, XP_044165121.1, XP_044165134.1, XP_044165142.1, XP_044167055.1, XP_044167056.1, XP_044167057.1, XP_044167063.1, XP_044169860.1, XP_044169861.1, XP_044169862.1, XP_044169863.1, XP_044169864.1, XP_044169865.1, XP_044169866.1, XP_044169867.1, XP_044169868.1, XP_044169870.1, XP_044169871.1, XP_044169872.1		
OG0000028	XP_044163113.1	Pocillopora_meandrina_HIv1___TS.g25175.t1	Peve_00002479, Peve_00002481, Peve_00007718, Peve_00008309, Peve_00019078, Peve_00019081, Peve_00022350, Peve_00022352, Peve_00024703, Peve_00026692, Peve_00026696, Peve_00030073, Peve_00030829, Peve_00034869, Peve_00037121, Peve_00037124, Peve_00037126, Peve_00037127, Peve_00037678, Peve_00037842, Peve_00037844, Peve_00037848, Peve_00037850, Peve_00037851, Peve_00037861, Peve_00037865, Peve_00037870, Peve_00037873, Peve_00037874, Peve_00037875, Peve_00037877, Peve_00037879, Peve_00037880, Peve_00037881, Peve_00039480, Peve_00039483, Peve_00039485, Peve_00039488, Peve_00039490, Peve_00039492, Peve_00039493, Peve_00039495, Peve_00039498, Peve_00044466
OG0000029			Peve_00001123, Peve_00001124, Peve_00001144, Peve_00001149, Peve_00010176, Peve_00010632, Peve_00010732, Peve_00010733, Peve_00011407, Peve_00011409, Peve_00011410, Peve_00011412, Peve_00011414, Peve_00011416, Peve_00011946, Peve_00011950, Peve_00015536, Peve_00015539, Peve_00015544, Peve_00016153, Peve_00016178, Peve_00018201, Peve_00018203, Peve_00020957, Peve_00020960, Peve_00021825, Peve_00022166, Peve_00022167, Peve_00022168, Peve_00024397, Peve_00029244, Peve_00029246, Peve_00030514, Peve_00032868, Peve_00032869, Peve_00032871, Peve_00032874, Peve_00037452, Peve_00037453, Peve_00037456, Peve_00037458, Peve_00037461, Peve_00039799, Peve_00040945, Peve_00041009, Peve_00041010
OG0000030	XP_029184375.2, XP_029208112.2, XP_044166644.1, XP_044175939.1, XP_044175940.1	Pocillopora_meandrina_HIv1___RNAseq.g27580.t1, Pocillopora_meandrina_HIv1___TS.g14930.t1	Peve_00010252, Peve_00010253, Peve_00010254, Peve_00010266, Peve_00010267, Peve_00010269, Peve_00010716, Peve_00010718, Peve_00010722, Peve_00021032, Peve_00021040, Peve_00021041, Peve_00024411, Peve_00024413, Peve_00027477, Peve_00028428, Peve_00031333, Peve_00032051, Peve_00032052, Peve_00032556, Peve_00034408, Peve_00035440, Peve_00036674, Peve_00036675, Peve_00037442, Peve_00037443, Peve_00037531, Peve_00037535, Peve_00037536, Peve_00044144, Peve_00044145, Peve_00044146, Peve_00044150, Peve_00044155, Peve_00045132, Peve_00045135, Peve_00045136, Peve_00045142
OG0000031	XP_029204453.2, XP_029204454.2, XP_029204455.2, XP_044162718.1, XP_044162719.1, XP_044162720.1, XP_044164608.1, XP_044164609.1, XP_044164857.1, XP_044164896.1, XP_044165494.1, XP_044166207.1, XP_044166208.1, XP_044169753.1, XP_044169754.1, XP_044169755.1, XP_044169756.1, XP_044169757.1, XP_044169758.1, XP_044171823.1, XP_044173585.1, XP_044173586.1, XP_044174324.1, XP_044174325.1, XP_044174418.1, XP_044174419.1, XP_044174420.1, XP_044176858.1, XP_044176859.1, XP_044178776.1, XP_044178777.1, XP_044178778.1, XP_044178779.1, XP_044181049.1, XP_044181123.1, XP_044181800.1, XP_044181801.1, XP_044182187.1, XP_044182532.1, XP_044182534.1, XP_044182535.1, XP_044182536.1, XP_044184399.1, XP_044184401.1, XP_044184402.1		
OG0000032	XP_029204168.2, XP_044165072.1, XP_044165073.1, XP_044165074.1, XP_044165075.1, XP_044166395.1, XP_044166396.1, XP_044166707.1, XP_044166708.1, XP_044166715.1, XP_044166716.1, XP_044166717.1, XP_044166718.1, XP_044170453.1, XP_044171255.1, XP_044171256.1, XP_044171257.1, XP_044171259.1, XP_044171264.1, XP_044171266.1, XP_044171270.1, XP_044175035.1, XP_044175037.1, XP_044175038.1, XP_044175041.1, XP_044175042.1, XP_044175044.1, XP_044175056.1, XP_044175057.1, XP_044175058.1, XP_044175067.1, XP_044175068.1, XP_044175069.1, XP_044175070.1, XP_044175071.1, XP_044175072.1, XP_044175075.1, XP_044175076.1, XP_044175078.1, XP_044175081.1, XP_044175082.1, XP_044175091.1, XP_044175484.1, XP_044175488.1		
OG0000033		Pocillopora_meandrina_HIv1___RNAseq.g24933.t1a, Pocillopora_meandrina_HIv1___RNAseq.g2874.t1	Peve_00001804, Peve_00005751, Peve_00007749, Peve_00007750, Peve_00007844, Peve_00008162, Peve_00009190, Peve_00010230, Peve_00010356, Peve_00011291, Peve_00012332, Peve_00012353, Peve_00012635, Peve_00017167, Peve_00017168, Peve_00019056, Peve_00019878, Peve_00020679, Peve_00021523, Peve_00021636, Peve_00021637, Peve_00022694, Peve_00023062, Peve_00023440, Peve_00024892, Peve_00028157, Peve_00029057, Peve_00029101, Peve_00029973, Peve_00029974, Peve_00030730, Peve_00030732, Peve_00031130, Peve_00031132, Peve_00031133, Peve_00031510, Peve_00035855, Peve_00036116, Peve_00038902, Peve_00041181, Peve_00042182, Peve_00045109
OG0000034			Peve_00003443, Peve_00003480, Peve_00004606, Peve_00005658, Peve_00007815, Peve_00010045, Peve_00010737, Peve_00010860, Peve_00012040, Peve_00012850, Peve_00013010, Peve_00013727, Peve_00014178, Peve_00014221, Peve_00014316, Peve_00014821, Peve_00016303, Peve_00017399, Peve_00017919, Peve_00020718, Peve_00022127, Peve_00022325, Peve_00023749, Peve_00026180, Peve_00027819, Peve_00028342, Peve_00028610, Peve_00029096, Peve_00030937, Peve_00031565, Peve_00032999, Peve_00033993, Peve_00035236, Peve_00036269, Peve_00036607, Peve_00037479, Peve_00038908, Peve_00039347, Peve_00040440, Peve_00041659, Peve_00041765, Peve_00042467, Peve_00042770, Peve_00042900
OG0000035	XP_044170897.1		Peve_00004857, Peve_00004865, Peve_00005450, Peve_00006911, Peve_00006912, Peve_00008531, Peve_00010234, Peve_00011841, Peve_00011843, Peve_00015602, Peve_00015603, Peve_00021388, Peve_00022893, Peve_00023526, Peve_00024438, Peve_00024768, Peve_00024769, Peve_00025961, Peve_00025962, Peve_00027038, Peve_00027991, Peve_00029413, Peve_00030267, Peve_00030616, Peve_00030632, Peve_00030790, Peve_00030794, Peve_00030801, Peve_00030811, Peve_00033311, Peve_00033362, Peve_00034443, Peve_00035324, Peve_00035326, Peve_00036170, Peve_00038504, Peve_00038506, Peve_00038508, Peve_00038510, Peve_00038889, Peve_00041360, Peve_00044140
OG0000036	XP_044162816.1, XP_044162817.1, XP_044162818.1, XP_044162820.1, XP_044162902.1, XP_044163476.1, XP_044165207.1, XP_044165211.1, XP_044165214.1, XP_044165219.1, XP_044165225.1, XP_044165230.1, XP_044165236.1, XP_044165247.1, XP_044166741.1, XP_044167559.1, XP_044167567.1, XP_044167570.1, XP_044168214.1, XP_044170361.1, XP_044170362.1, XP_044170363.1, XP_044170744.1, XP_044170789.1, XP_044170790.1, XP_044170915.1, XP_044171176.1, XP_044171177.1, XP_044171180.1, XP_044171183.1, XP_044171189.1, XP_044171190.1, XP_044171440.1, XP_044171454.1, XP_044171782.1, XP_044171783.1, XP_044171786.1, XP_044175567.1, XP_044175569.1, XP_044182270.1, XP_044182272.1, XP_044184849.1		
OG0000037			Peve_00000363, Peve_00001017, Peve_00002262, Peve_00003500, Peve_00004582, Peve_00004851, Peve_00004852, Peve_00005518, Peve_00009119, Peve_00010455, Peve_00011998, Peve_00012472, Peve_00012589, Peve_00016251, Peve_00016779, Peve_00017670, Peve_00017947, Peve_00020815, Peve_00021721, Peve_00023212, Peve_00024018, Peve_00026775, Peve_00026859, Peve_00026883, Peve_00028123, Peve_00028892, Peve_00029889, Peve_00030512, Peve_00030513, Peve_00032487, Peve_00034220, Peve_00038591, Peve_00039539, Peve_00039767, Peve_00040293, Peve_00040294, Peve_00040590, Peve_00040815, Peve_00041543, Peve_00041785, Peve_00043535, Peve_00044435
OG0000038			Peve_00000477, Peve_00000485, Peve_00000486, Peve_00003413, Peve_00003421, Peve_00003761, Peve_00005618, Peve_00005620, Peve_00005628, Peve_00007336, Peve_00011770, Peve_00011879, Peve_00012986, Peve_00014182, Peve_00015173, Peve_00016673, Peve_00016674, Peve_00019933, Peve_00019936, Peve_00019938, Peve_00020539, Peve_00020540, Peve_00028029, Peve_00028030, Peve_00032008, Peve_00032587, Peve_00032792, Peve_00033024, Peve_00042117, Peve_00042120, Peve_00042121, Peve_00042122, Peve_00042123, Peve_00042242, Peve_00042247, Peve_00042248, Peve_00042459, Peve_00042461, Peve_00042462, Peve_00042463, Peve_00042783, Peve_00042785
OG0000039			Peve_00001626, Peve_00004439, Peve_00005137, Peve_00005357, Peve_00005359, Peve_00006443, Peve_00007026, Peve_00008140, Peve_00008220, Peve_00009842, Peve_00010738, Peve_00012201, Peve_00013301, Peve_00014093, Peve_00016760, Peve_00018109, Peve_00019008, Peve_00021154, Peve_00022216, Peve_00022421, Peve_00024267, Peve_00025368, Peve_00025680, Peve_00026417, Peve_00027082, Peve_00028508, Peve_00028642, Peve_00029862, Peve_00032810, Peve_00033180, Peve_00033338, Peve_00033405, Peve_00034465, Peve_00038798, Peve_00039360, Peve_00040231, Peve_00041276, Peve_00041629, Peve_00041808, Peve_00043361, Peve_00045076, Peve_00045117
OG0000040			Peve_00005551, Peve_00007563, Peve_00007564, Peve_00007571, Peve_00010904, Peve_00014127, Peve_00017356, Peve_00017357, Peve_00017358, Peve_00017359, Peve_00022760, Peve_00022769, Peve_00024055, Peve_00024073, Peve_00026031, Peve_00027565, Peve_00027566, Peve_00027737, Peve_00028290, Peve_00028291, Peve_00028374, Peve_00028375, Peve_00028376, Peve_00031614, Peve_00031812, Peve_00032598, Peve_00033072, Peve_00033166, Peve_00033167, Peve_00035677, Peve_00035950, Peve_00036749, Peve_00036750, Peve_00036756, Peve_00039906, Peve_00039907, Peve_00039908, Peve_00040626, Peve_00042298, Peve_00043408, Peve_00045242, Peve_00045253
OG0000041	XP_029181745.2, XP_029213353.2, XP_029213361.1, XP_029213385.2, XP_029213387.1, XP_044163045.1, XP_044163046.1, XP_044163047.1, XP_044163048.1, XP_044163049.1, XP_044163050.1, XP_044163051.1, XP_044163052.1, XP_044163053.1, XP_044163054.1, XP_044163055.1, XP_044163056.1, XP_044163057.1, XP_044163059.1, XP_044163060.1, XP_044163061.1, XP_044163066.1, XP_044163067.1, XP_044163486.1, XP_044163674.1, XP_044163675.1, XP_044163676.1, XP_044168222.1, XP_044168223.1, XP_044168224.1, XP_044168226.1, XP_044170831.1, XP_044170832.1, XP_044170835.1, XP_044176012.1, XP_044177017.1, XP_044177063.1, XP_044177077.1, XP_044177089.1, XP_044179290.1, XP_044179292.1		
OG0000042		Pocillopora_meandrina_HIv1___RNAseq.g22475.t1	Peve_00006282, Peve_00008307, Peve_00010284, Peve_00010285, Peve_00010286, Peve_00010291, Peve_00010949, Peve_00013000, Peve_00013004, Peve_00015330, Peve_00016786, Peve_00016793, Peve_00017177, Peve_00017178, Peve_00017908, Peve_00025169, Peve_00025172, Peve_00026063, Peve_00026439, Peve_00026440, Peve_00028253, Peve_00029240, Peve_00029952, Peve_00034250, Peve_00035225, Peve_00035425, Peve_00035695, Peve_00035702, Peve_00035704, Peve_00035706, Peve_00035707, Peve_00035714, Peve_00035718, Peve_00038342, Peve_00038344, Peve_00039018, Peve_00039372, Peve_00042621, Peve_00042888, Peve_00042892
OG0000043			Peve_00001073, Peve_00001153, Peve_00001154, Peve_00001980, Peve_00003083, Peve_00003087, Peve_00003410, Peve_00005824, Peve_00007524, Peve_00007952, Peve_00008827, Peve_00010038, Peve_00010498, Peve_00010623, Peve_00010823, Peve_00011355, Peve_00016372, Peve_00018236, Peve_00019333, Peve_00019340, Peve_00019466, Peve_00019909, Peve_00022698, Peve_00022719, Peve_00023207, Peve_00023237, Peve_00024331, Peve_00025593, Peve_00029832, Peve_00029833, Peve_00032257, Peve_00034659, Peve_00035735, Peve_00036639, Peve_00037824, Peve_00038029, Peve_00040049, Peve_00041117, Peve_00044227, Peve_00044903, Peve_00045038
OG0000044	XP_029182320.2, XP_029183712.1, XP_029183713.1, XP_029183714.1, XP_029193024.2, XP_029202711.2, XP_029202712.2, XP_029202741.2, XP_029202742.2, XP_044169930.1, XP_044170736.1, XP_044170737.1, XP_044170738.1, XP_044179510.1, XP_044179511.1, XP_044181044.1, XP_044181050.1, XP_044181051.1, XP_044181093.1, XP_044181094.1, XP_044181096.1, XP_044181097.1, XP_044181099.1, XP_044181100.1, XP_044181101.1, XP_044181102.1, XP_044181103.1, XP_044181105.1, XP_044181106.1, XP_044181107.1, XP_044181112.1, XP_044181113.1, XP_044181115.1, XP_044181116.1, XP_044181117.1, XP_044181118.1, XP_044181450.1, XP_044183230.1, XP_044183801.1, XP_044183809.1		
OG0000045	XP_029208953.2, XP_044163342.1, XP_044163362.1, XP_044164131.1, XP_044164834.1, XP_044165117.1, XP_044165855.1, XP_044165856.1, XP_044166835.1, XP_044166858.1, XP_044167282.1, XP_044168357.1, XP_044168459.1, XP_044168468.1, XP_044169341.1, XP_044170076.1, XP_044170309.1, XP_044170315.1, XP_044170323.1, XP_044170607.1, XP_044170618.1, XP_044170674.1, XP_044170735.1, XP_044170751.1, XP_044170783.1, XP_044171859.1, XP_044171895.1, XP_044172394.1, XP_044173169.1, XP_044173231.1, XP_044174375.1, XP_044174753.1, XP_044175114.1, XP_044176917.1, XP_044177015.1, XP_044177269.1, XP_044178417.1, XP_044178486.1, XP_044179806.1		Peve_00021990
OG0000046	XP_044162712.1, XP_044162713.1, XP_044162716.1, XP_044162717.1, XP_044162721.1, XP_044162722.1, XP_044162723.1, XP_044162725.1, XP_044162957.1, XP_044162958.1, XP_044162962.1, XP_044162963.1, XP_044162965.1, XP_044162975.1, XP_044162984.1, XP_044162994.1, XP_044163287.1, XP_044163288.1, XP_044163289.1, XP_044163290.1, XP_044163294.1, XP_044163295.1, XP_044163496.1, XP_044163507.1, XP_044163508.1, XP_044163678.1, XP_044163679.1, XP_044163681.1, XP_044163740.1, XP_044163741.1, XP_044163742.1, XP_044163743.1, XP_044163761.1, XP_044163762.1, XP_044163763.1, XP_044163764.1, XP_044169743.1, XP_044171367.1	Pocillopora_meandrina_HIv1___TS.g23872.t1	
OG0000047	XP_044166252.1		Peve_00003268, Peve_00004063, Peve_00004183, Peve_00006999, Peve_00009531, Peve_00011232, Peve_00011233, Peve_00014777, Peve_00016551, Peve_00016552, Peve_00016565, Peve_00016566, Peve_00016571, Peve_00016573, Peve_00016574, Peve_00021491, Peve_00023874, Peve_00026149, Peve_00028385, Peve_00028545, Peve_00029506, Peve_00030056, Peve_00030510, Peve_00031424, Peve_00034100, Peve_00034239, Peve_00034427, Peve_00034431, Peve_00034434, Peve_00034435, Peve_00034870, Peve_00037733, Peve_00038859, Peve_00039774, Peve_00040200, Peve_00040202, Peve_00043898, Peve_00044216
OG0000048	XP_044166492.1, XP_044166493.1, XP_044167198.1, XP_044167199.1, XP_044167200.1, XP_044167390.1, XP_044167760.1, XP_044167765.1, XP_044167766.1, XP_044168304.1, XP_044169397.1, XP_044169403.1, XP_044169651.1, XP_044169653.1, XP_044170313.1, XP_044170697.1, XP_044171406.1, XP_044171806.1, XP_044172062.1, XP_044172064.1, XP_044172197.1, XP_044172208.1, XP_044172222.1, XP_044172395.1, XP_044176060.1, XP_044176479.1, XP_044176851.1, XP_044176852.1, XP_044176853.1, XP_044176854.1, XP_044176855.1, XP_044176921.1, XP_044177110.1, XP_044178437.1, XP_044180582.1, XP_044182061.1		Peve_00013972, Peve_00023750, Peve_00043468
OG0000049	XP_044171237.1		Peve_00002107, Peve_00006019, Peve_00006822, Peve_00006925, Peve_00007848, Peve_00009376, Peve_00009901, Peve_00009962, Peve_00010873, Peve_00011279, Peve_00014170, Peve_00014380, Peve_00014857, Peve_00015098, Peve_00015671, Peve_00016291, Peve_00017330, Peve_00017859, Peve_00019812, Peve_00020396, Peve_00022096, Peve_00022426, Peve_00029167, Peve_00030335, Peve_00033884, Peve_00034229, Peve_00034642, Peve_00035616, Peve_00037497, Peve_00037767, Peve_00038535, Peve_00039223, Peve_00039786, Peve_00040625, Peve_00041232, Peve_00041347, Peve_00041582, Peve_00044194
