Orthogroup	GCF_013753865.1_Amil_v2.1.protein	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep	Total
OG0000989	10	0	1	11
OG0000990	5	1	5	11
OG0000991	9	1	1	11
OG0000992	8	2	1	11
OG0000993	8	2	1	11
OG0000994	2	1	8	11
OG0000995	11	0	0	11
OG0000996	11	0	0	11
OG0000997	1	7	3	11
OG0000998	8	1	2	11
OG0000999	11	0	0	11
OG0001000	11	0	0	11
OG0001001	6	3	2	11
OG0001002	1	1	9	11
OG0001003	2	1	8	11
OG0001004	11	0	0	11
OG0001005	3	1	7	11
OG0001006	7	3	1	11
OG0001007	6	4	1	11
OG0001008	2	9	0	11
OG0001009	5	0	6	11
OG0001010	6	1	4	11
OG0001011	4	1	6	11
OG0001012	4	2	5	11
OG0001013	1	3	7	11
OG0001014	5	1	5	11
OG0001015	2	9	0	11
OG0001016	2	7	2	11
OG0001017	8	2	1	11
OG0001018	9	1	1	11
OG0001019	7	2	2	11
OG0001020	1	1	9	11
OG0001021	10	0	1	11
OG0001022	8	2	1	11
OG0001023	11	0	0	11
OG0001024	9	0	2	11
OG0001025	1	10	0	11
OG0001026	11	0	0	11
OG0001027	6	4	1	11
OG0001028	1	1	9	11
OG0001029	4	1	6	11
OG0001030	1	0	10	11
OG0001031	1	0	10	11
OG0001032	3	0	8	11
OG0001033	5	5	1	11
OG0001034	8	1	2	11
OG0001035	9	0	2	11
OG0001036	9	0	2	11
OG0001037	7	1	3	11
OG0001038	5	5	1	11
OG0001039	11	0	0	11
OG0001040	8	0	3	11
OG0001041	3	5	3	11
OG0001042	2	7	2	11
OG0001043	6	3	2	11
OG0001044	4	1	6	11
OG0001045	9	1	1	11
OG0001046	8	1	2	11
OG0001047	6	1	4	11
OG0001048	11	0	0	11
OG0001049	7	0	4	11
OG0001050	1	8	2	11
OG0001051	1	1	9	11
OG0001052	1	6	4	11
OG0001053	4	7	0	11
OG0001054	6	1	4	11
OG0001055	2	8	1	11
OG0001056	8	1	2	11
OG0001057	7	3	1	11
OG0001058	6	3	2	11
OG0001059	2	6	3	11
OG0001060	8	1	2	11
OG0001061	1	6	4	11
OG0001062	6	4	1	11
OG0001063	1	3	7	11
OG0001064	1	8	2	11
OG0001065	4	1	6	11
OG0001066	4	6	1	11
OG0001067	1	0	10	11
OG0001068	3	2	6	11
OG0001069	1	4	6	11
OG0001070	10	0	1	11
OG0001071	11	0	0	11
OG0001072	1	6	4	11
OG0001073	0	11	0	11
OG0001074	0	11	0	11
OG0001075	0	11	0	11
OG0001076	0	11	0	11
OG0001077	0	11	0	11
OG0001078	0	11	0	11
OG0001079	0	11	0	11
OG0001080	0	7	4	11
OG0001081	0	11	0	11
OG0001082	0	9	2	11
OG0001083	0	11	0	11
OG0001084	0	11	0	11
OG0001085	0	11	0	11
OG0001086	0	11	0	11
OG0001087	0	11	0	11
OG0001088	0	10	1	11
OG0001089	0	7	4	11
OG0001090	0	11	0	11
OG0001091	0	11	0	11
OG0001092	0	9	2	11
OG0001093	0	1	10	11
OG0001094	0	11	0	11
OG0001095	0	10	1	11
OG0001096	0	11	0	11
OG0001097	0	1	10	11
OG0001098	0	0	11	11
OG0001099	0	0	11	11
OG0001100	0	0	11	11
OG0001101	0	0	11	11
OG0001102	0	0	11	11
OG0001103	0	0	11	11
OG0001104	0	0	11	11
OG0001105	0	0	11	11
OG0001106	0	0	11	11
OG0001107	0	0	11	11
OG0001108	0	0	11	11
OG0001109	0	0	11	11
OG0001110	0	0	11	11
OG0001111	0	0	11	11
OG0001112	0	0	11	11
OG0001113	0	0	11	11
OG0001114	9	0	1	10
OG0001115	7	1	2	10
OG0001116	6	3	1	10
OG0001117	10	0	0	10
OG0001118	2	1	7	10
OG0001119	9	1	0	10
OG0001120	10	0	0	10
OG0001121	8	1	1	10
OG0001122	10	0	0	10
OG0001123	7	2	1	10
OG0001124	9	0	1	10
OG0001125	6	2	2	10
OG0001126	6	2	2	10
OG0001127	8	1	1	10
OG0001128	7	1	2	10
OG0001129	10	0	0	10
OG0001130	9	1	0	10
OG0001131	3	4	3	10
OG0001132	2	7	1	10
OG0001133	10	0	0	10
OG0001134	5	4	1	10
OG0001135	8	1	1	10
OG0001136	7	1	2	10
OG0001137	8	1	1	10
OG0001138	9	1	0	10
OG0001139	2	2	6	10
OG0001140	8	1	1	10
OG0001141	7	2	1	10
OG0001142	5	1	4	10
OG0001143	5	1	4	10
OG0001144	4	0	6	10
OG0001145	8	1	1	10
OG0001146	8	1	1	10
OG0001147	5	1	4	10
OG0001148	8	1	1	10
OG0001149	10	0	0	10
OG0001150	8	1	1	10
OG0001151	5	2	3	10
OG0001152	3	2	5	10
OG0001153	8	1	1	10
OG0001154	4	3	3	10
OG0001155	8	1	1	10
OG0001156	6	4	0	10
OG0001157	1	3	6	10
OG0001158	7	1	2	10
OG0001159	4	4	2	10
OG0001160	7	1	2	10
OG0001161	5	3	2	10
OG0001162	7	2	1	10
OG0001163	8	1	1	10
OG0001164	8	1	1	10
OG0001165	2	1	7	10
OG0001166	7	1	2	10
OG0001167	10	0	0	10
OG0001168	4	1	5	10
OG0001169	6	1	3	10
OG0001170	8	1	1	10
OG0001171	3	1	6	10
OG0001172	1	0	9	10
OG0001173	4	1	5	10
OG0001174	7	1	2	10
OG0001175	4	2	4	10
OG0001176	8	1	1	10
OG0001177	4	3	3	10
OG0001178	5	2	3	10
OG0001179	8	1	1	10
OG0001180	6	2	2	10
OG0001181	8	1	1	10
OG0001182	8	1	1	10
OG0001183	9	0	1	10
OG0001184	9	0	1	10
OG0001185	7	2	1	10
OG0001186	10	0	0	10
OG0001187	8	1	1	10
OG0001188	7	1	2	10
OG0001189	9	1	0	10
OG0001190	2	7	1	10
OG0001191	5	2	3	10
OG0001192	2	3	5	10
OG0001193	2	3	5	10
OG0001194	3	6	1	10
OG0001195	3	6	1	10
OG0001196	10	0	0	10
OG0001197	1	4	5	10
OG0001198	7	2	1	10
OG0001199	2	4	4	10
OG0001200	1	2	7	10
OG0001201	4	4	2	10
OG0001202	8	1	1	10
OG0001203	6	3	1	10
OG0001204	9	0	1	10
OG0001205	1	1	8	10
OG0001206	8	1	1	10
OG0001207	5	3	2	10
OG0001208	10	0	0	10
OG0001209	3	1	6	10
OG0001210	9	0	1	10
OG0001211	8	1	1	10
OG0001212	5	1	4	10
OG0001213	1	4	5	10
OG0001214	10	0	0	10
OG0001215	6	3	1	10
OG0001216	8	1	1	10
OG0001217	10	0	0	10
OG0001218	1	2	7	10
OG0001219	3	1	6	10
OG0001220	1	0	9	10
OG0001221	2	5	3	10
OG0001222	5	4	1	10
OG0001223	6	2	2	10
OG0001224	10	0	0	10
OG0001225	6	3	1	10
OG0001226	4	1	5	10
OG0001227	10	0	0	10
OG0001228	1	6	3	10
OG0001229	10	0	0	10
OG0001230	1	9	0	10
OG0001231	6	3	1	10
OG0001232	1	6	3	10
OG0001233	1	1	8	10
OG0001234	8	1	1	10
OG0001235	8	1	1	10
OG0001236	10	0	0	10
OG0001237	3	5	2	10
OG0001238	10	0	0	10
OG0001239	5	5	0	10
OG0001240	10	0	0	10
OG0001241	7	2	1	10
OG0001242	8	1	1	10
OG0001243	1	0	9	10
OG0001244	10	0	0	10
OG0001245	9	0	1	10
OG0001246	8	1	1	10
OG0001247	6	2	2	10
OG0001248	2	4	4	10
OG0001249	5	3	2	10
OG0001250	1	7	2	10
OG0001251	6	2	2	10
OG0001252	10	0	0	10
OG0001253	1	0	9	10
OG0001254	1	8	1	10
OG0001255	9	0	1	10
OG0001256	1	8	1	10
OG0001257	2	7	1	10
OG0001258	10	0	0	10
OG0001259	7	0	3	10
OG0001260	3	4	3	10
OG0001261	9	0	1	10
OG0001262	1	9	0	10
OG0001263	6	1	3	10
OG0001264	2	0	8	10
OG0001265	8	1	1	10
OG0001266	10	0	0	10
OG0001267	9	0	1	10
OG0001268	10	0	0	10
OG0001269	8	1	1	10
OG0001270	3	4	3	10
OG0001271	8	1	1	10
OG0001272	10	0	0	10
OG0001273	2	8	0	10
OG0001274	2	0	8	10
OG0001275	3	1	6	10
OG0001276	1	9	0	10
OG0001277	1	9	0	10
OG0001278	1	7	2	10
OG0001279	1	8	1	10
OG0001280	2	1	7	10
OG0001281	1	1	8	10
OG0001282	4	4	2	10
OG0001283	8	1	1	10
OG0001284	6	3	1	10
OG0001285	1	1	8	10
OG0001286	3	4	3	10
OG0001287	1	0	9	10
OG0001288	2	6	2	10
OG0001289	6	1	3	10
OG0001290	4	1	5	10
OG0001291	9	1	0	10
OG0001292	1	4	5	10
OG0001293	8	1	1	10
OG0001294	7	1	2	10
OG0001295	2	1	7	10
OG0001296	4	1	5	10
OG0001297	1	7	2	10
OG0001298	1	1	8	10
OG0001299	1	8	1	10
OG0001300	10	0	0	10
OG0001301	1	9	0	10
OG0001302	1	7	2	10
OG0001303	8	1	1	10
OG0001304	2	6	2	10
OG0001305	10	0	0	10
OG0001306	7	1	2	10
OG0001307	1	7	2	10
OG0001308	5	2	3	10
OG0001309	9	1	0	10
OG0001310	0	8	2	10
OG0001311	0	10	0	10
OG0001312	0	10	0	10
OG0001313	0	10	0	10
OG0001314	0	10	0	10
OG0001315	0	4	6	10
OG0001316	0	10	0	10
OG0001317	0	3	7	10
OG0001318	0	10	0	10
OG0001319	0	10	0	10
OG0001320	0	10	0	10
OG0001321	0	10	0	10
OG0001322	0	10	0	10
OG0001323	0	9	1	10
OG0001324	0	9	1	10
OG0001325	0	10	0	10
OG0001326	0	9	1	10
OG0001327	0	10	0	10
OG0001328	0	10	0	10
OG0001329	0	6	4	10
OG0001330	0	10	0	10
OG0001331	0	9	1	10
OG0001332	0	10	0	10
OG0001333	0	1	9	10
OG0001334	0	9	1	10
OG0001335	0	9	1	10
OG0001336	0	10	0	10
OG0001337	0	10	0	10
OG0001338	0	1	9	10
OG0001339	0	1	9	10
OG0001340	0	10	0	10
OG0001341	0	2	8	10
OG0001342	0	1	9	10
OG0001343	0	1	9	10
OG0001344	0	1	9	10
OG0001345	0	0	10	10
OG0001346	0	0	10	10
OG0001347	0	0	10	10
OG0001348	0	0	10	10
OG0001349	0	0	10	10
OG0001350	0	0	10	10
OG0001351	0	0	10	10
OG0001352	0	0	10	10
OG0001353	0	0	10	10
OG0001354	0	0	10	10
OG0001355	0	0	10	10
OG0001356	0	0	10	10
OG0001357	0	0	10	10
OG0001358	0	0	10	10
OG0001359	0	0	10	10
OG0001360	0	0	10	10
OG0001361	0	0	10	10
OG0001362	0	0	10	10
OG0001363	0	0	10	10
OG0001364	8	0	1	9
OG0001365	1	2	6	9
OG0001366	7	1	1	9
OG0001367	9	0	0	9
OG0001368	5	2	2	9
OG0001369	4	1	4	9
OG0001370	1	7	1	9
OG0001371	7	1	1	9
OG0001372	9	0	0	9
OG0001373	2	2	5	9
OG0001374	5	4	0	9
OG0001375	4	2	3	9
OG0001376	9	0	0	9
OG0001377	2	2	5	9
OG0001378	9	0	0	9
OG0001379	8	0	1	9
OG0001380	5	3	1	9
OG0001381	6	2	1	9
OG0001382	3	2	4	9
OG0001383	7	1	1	9
OG0001384	4	3	2	9
OG0001385	9	0	0	9
OG0001386	9	0	0	9
OG0001387	9	0	0	9
OG0001388	2	1	6	9
OG0001389	9	0	0	9
OG0001390	4	3	2	9
OG0001391	2	2	5	9
OG0001392	8	0	1	9
OG0001393	4	3	2	9
OG0001394	7	1	1	9
OG0001395	9	0	0	9
OG0001396	7	1	1	9
OG0001397	6	1	2	9
OG0001398	3	3	3	9
OG0001399	9	0	0	9
OG0001400	5	1	3	9
OG0001401	7	1	1	9
OG0001402	7	1	1	9
OG0001403	2	2	5	9
OG0001404	6	1	2	9
OG0001405	3	3	3	9
OG0001406	1	4	4	9
OG0001407	1	5	3	9
OG0001408	1	7	1	9
OG0001409	7	1	1	9
OG0001410	8	0	1	9
OG0001411	6	1	2	9
OG0001412	7	1	1	9
OG0001413	7	1	1	9
OG0001414	7	1	1	9
OG0001415	1	0	8	9
OG0001416	7	1	1	9
OG0001417	2	7	0	9
OG0001418	2	4	3	9
OG0001419	3	2	4	9
OG0001420	1	8	0	9
OG0001421	7	1	1	9
OG0001422	6	1	2	9
OG0001423	1	4	4	9
OG0001424	1	3	5	9
OG0001425	3	0	6	9
OG0001426	9	0	0	9
OG0001427	7	1	1	9
OG0001428	4	1	4	9
OG0001429	2	3	4	9
OG0001430	4	1	4	9
OG0001431	5	2	2	9
OG0001432	5	1	3	9
OG0001433	3	1	5	9
OG0001434	5	0	4	9
OG0001435	1	2	6	9
OG0001436	6	2	1	9
OG0001437	4	5	0	9
OG0001438	1	0	8	9
OG0001439	9	0	0	9
OG0001440	4	0	5	9
OG0001441	7	1	1	9
OG0001442	6	1	2	9
OG0001443	6	1	2	9
OG0001444	6	2	1	9
OG0001445	6	1	2	9
OG0001446	9	0	0	9
OG0001447	6	1	2	9
OG0001448	7	1	1	9
OG0001449	9	0	0	9
OG0001450	5	1	3	9
OG0001451	7	1	1	9
OG0001452	7	1	1	9
OG0001453	6	1	2	9
OG0001454	7	1	1	9
OG0001455	6	1	2	9
OG0001456	7	1	1	9
OG0001457	4	5	0	9
OG0001458	7	1	1	9
OG0001459	1	7	1	9
OG0001460	9	0	0	9
OG0001461	5	1	3	9
OG0001462	7	2	0	9
OG0001463	6	1	2	9
OG0001464	6	1	2	9
OG0001465	5	2	2	9
OG0001466	3	4	2	9
OG0001467	4	2	3	9
OG0001468	9	0	0	9
OG0001469	8	0	1	9
OG0001470	1	4	4	9
OG0001471	7	1	1	9
OG0001472	2	0	7	9
OG0001473	7	1	1	9
OG0001474	2	5	2	9
OG0001475	7	1	1	9
OG0001476	7	1	1	9
OG0001477	6	1	2	9
OG0001478	5	2	2	9
OG0001479	9	0	0	9
OG0001480	7	1	1	9
OG0001481	5	3	1	9
OG0001482	7	1	1	9
OG0001483	7	1	1	9
OG0001484	4	1	4	9
OG0001485	5	1	3	9
OG0001486	2	5	2	9
OG0001487	2	5	2	9
OG0001488	2	6	1	9
OG0001489	2	1	6	9
OG0001490	2	2	5	9
OG0001491	3	5	1	9
OG0001492	1	7	1	9
OG0001493	3	3	3	9
OG0001494	2	2	5	9
OG0001495	2	4	3	9
OG0001496	2	2	5	9
OG0001497	9	0	0	9
OG0001498	1	1	7	9
OG0001499	6	1	2	9
OG0001500	7	1	1	9
OG0001501	5	1	3	9
OG0001502	1	3	5	9
OG0001503	1	3	5	9
OG0001504	6	2	1	9
OG0001505	1	1	7	9
OG0001506	7	0	2	9
OG0001507	6	2	1	9
OG0001508	4	1	4	9
OG0001509	9	0	0	9
OG0001510	7	1	1	9
OG0001511	4	2	3	9
OG0001512	2	4	3	9
OG0001513	6	1	2	9
OG0001514	9	0	0	9
OG0001515	7	1	1	9
OG0001516	7	1	1	9
OG0001517	3	6	0	9
OG0001518	3	5	1	9
OG0001519	8	0	1	9
OG0001520	6	1	2	9
OG0001521	2	0	7	9
OG0001522	7	1	1	9
OG0001523	7	1	1	9
OG0001524	3	5	1	9
OG0001525	7	1	1	9
OG0001526	3	5	1	9
OG0001527	1	4	4	9
OG0001528	6	1	2	9
OG0001529	4	0	5	9
OG0001530	7	1	1	9
OG0001531	7	1	1	9
OG0001532	4	1	4	9
OG0001533	7	1	1	9
OG0001534	7	1	1	9
OG0001535	4	2	3	9
OG0001536	5	4	0	9
OG0001537	2	4	3	9
OG0001538	2	1	6	9
OG0001539	7	0	2	9
OG0001540	7	1	1	9
OG0001541	9	0	0	9
OG0001542	4	3	2	9
OG0001543	2	0	7	9
OG0001544	9	0	0	9
OG0001545	8	1	0	9
OG0001546	8	1	0	9
OG0001547	7	0	2	9
OG0001548	2	2	5	9
OG0001549	1	5	3	9
OG0001550	9	0	0	9
OG0001551	1	7	1	9
OG0001552	2	4	3	9
OG0001553	3	0	6	9
OG0001554	2	6	1	9
OG0001555	6	1	2	9
OG0001556	1	0	8	9
OG0001557	9	0	0	9
OG0001558	2	4	3	9
OG0001559	6	3	0	9
OG0001560	4	4	1	9
OG0001561	7	2	0	9
OG0001562	3	4	2	9
OG0001563	2	4	3	9
OG0001564	3	3	3	9
OG0001565	8	1	0	9
OG0001566	4	0	5	9
OG0001567	1	8	0	9
OG0001568	5	2	2	9
OG0001569	1	7	1	9
OG0001570	9	0	0	9
OG0001571	1	8	0	9
OG0001572	5	1	3	9
OG0001573	1	1	7	9
OG0001574	7	1	1	9
OG0001575	4	0	5	9
OG0001576	2	6	1	9
OG0001577	1	6	2	9
OG0001578	1	2	6	9
OG0001579	1	6	2	9
OG0001580	1	4	4	9
OG0001581	2	1	6	9
OG0001582	1	6	2	9
OG0001583	7	0	2	9
OG0001584	2	6	1	9
OG0001585	2	5	2	9
OG0001586	9	0	0	9
OG0001587	3	5	1	9
OG0001588	2	3	4	9
OG0001589	1	6	2	9
OG0001590	3	4	2	9
OG0001591	7	1	1	9
OG0001592	2	0	7	9
OG0001593	1	7	1	9
OG0001594	4	4	1	9
OG0001595	6	0	3	9
OG0001596	5	2	2	9
OG0001597	1	4	4	9
OG0001598	8	1	0	9
OG0001599	7	1	1	9
OG0001600	2	0	7	9
OG0001601	9	0	0	9
OG0001602	4	2	3	9
OG0001603	1	7	1	9
OG0001604	9	0	0	9
OG0001605	6	1	2	9
OG0001606	1	5	3	9
OG0001607	3	3	3	9
OG0001608	7	1	1	9
OG0001609	4	1	4	9
OG0001610	8	0	1	9
OG0001611	2	7	0	9
OG0001612	6	1	2	9
OG0001613	3	2	4	9
OG0001614	3	5	1	9
OG0001615	7	1	1	9
OG0001616	4	2	3	9
OG0001617	5	1	3	9
OG0001618	4	0	5	9
OG0001619	1	8	0	9
OG0001620	5	2	2	9
OG0001621	3	1	5	9
OG0001622	1	5	3	9
OG0001623	9	0	0	9
OG0001624	6	1	2	9
OG0001625	7	1	1	9
OG0001626	2	1	6	9
OG0001627	4	1	4	9
OG0001628	1	1	7	9
OG0001629	5	1	3	9
OG0001630	1	5	3	9
OG0001631	1	0	8	9
OG0001632	7	1	1	9
OG0001633	6	1	2	9
OG0001634	9	0	0	9
OG0001635	4	1	4	9
OG0001636	3	2	4	9
OG0001637	1	3	5	9
OG0001638	1	8	0	9
OG0001639	0	5	4	9
OG0001640	0	8	1	9
OG0001641	0	1	8	9
OG0001642	0	9	0	9
OG0001643	0	9	0	9
OG0001644	0	9	0	9
OG0001645	0	8	1	9
OG0001646	0	8	1	9
OG0001647	0	9	0	9
OG0001648	0	9	0	9
OG0001649	0	9	0	9
OG0001650	0	9	0	9
OG0001651	0	1	8	9
OG0001652	0	9	0	9
OG0001653	0	9	0	9
OG0001654	0	9	0	9
OG0001655	0	9	0	9
OG0001656	0	9	0	9
OG0001657	0	5	4	9
OG0001658	0	9	0	9
OG0001659	0	9	0	9
OG0001660	0	7	2	9
OG0001661	0	8	1	9
OG0001662	0	8	1	9
OG0001663	0	4	5	9
OG0001664	0	7	2	9
OG0001665	0	9	0	9
OG0001666	0	8	1	9
OG0001667	0	6	3	9
OG0001668	0	9	0	9
OG0001669	0	9	0	9
OG0001670	0	8	1	9
OG0001671	0	9	0	9
OG0001672	0	9	0	9
OG0001673	0	8	1	9
OG0001674	0	9	0	9
OG0001675	0	9	0	9
OG0001676	0	3	6	9
OG0001677	0	9	0	9
OG0001678	0	4	5	9
OG0001679	0	6	3	9
OG0001680	0	9	0	9
OG0001681	0	5	4	9
OG0001682	0	8	1	9
OG0001683	0	9	0	9
OG0001684	0	5	4	9
OG0001685	0	6	3	9
OG0001686	0	9	0	9
OG0001687	0	9	0	9
OG0001688	0	9	0	9
OG0001689	0	6	3	9
OG0001690	0	1	8	9
OG0001691	0	1	8	9
OG0001692	0	0	9	9
OG0001693	0	0	9	9
OG0001694	0	0	9	9
OG0001695	0	0	9	9
OG0001696	0	0	9	9
OG0001697	0	0	9	9
OG0001698	0	0	9	9
OG0001699	0	0	9	9
OG0001700	0	0	9	9
OG0001701	0	0	9	9
OG0001702	0	0	9	9
OG0001703	0	0	9	9
OG0001704	0	0	9	9
OG0001705	0	0	9	9
OG0001706	0	0	9	9
OG0001707	0	0	9	9
OG0001708	0	0	9	9
OG0001709	0	0	9	9
OG0001710	0	0	9	9
OG0001711	0	0	9	9
OG0001712	0	0	9	9
OG0001713	0	0	9	9
OG0001714	0	0	9	9
OG0001715	0	0	9	9
OG0001716	0	0	9	9
OG0001717	0	0	9	9
OG0001718	0	0	9	9
OG0001719	0	0	9	9
OG0001720	0	0	9	9
OG0001721	0	0	9	9
OG0001722	0	0	9	9
OG0001723	0	0	9	9
OG0001724	0	0	9	9
OG0001725	0	0	9	9
OG0001726	0	0	9	9
OG0001727	2	2	4	8
OG0001728	4	2	2	8
OG0001729	6	1	1	8
OG0001730	7	0	1	8
OG0001731	3	4	1	8
OG0001732	8	0	0	8
OG0001733	8	0	0	8
OG0001734	2	3	3	8
OG0001735	3	4	1	8
OG0001736	8	0	0	8
OG0001737	8	0	0	8
OG0001738	7	0	1	8
OG0001739	5	3	0	8
OG0001740	8	0	0	8
OG0001741	8	0	0	8
OG0001742	8	0	0	8
OG0001743	4	3	1	8
OG0001744	3	3	2	8
OG0001745	2	0	6	8
OG0001746	1	0	7	8
OG0001747	3	3	2	8
OG0001748	4	2	2	8
OG0001749	8	0	0	8
OG0001750	8	0	0	8
OG0001751	4	2	2	8
OG0001752	3	1	4	8
OG0001753	7	1	0	8
OG0001754	6	1	1	8
OG0001755	8	0	0	8
OG0001756	6	1	1	8
OG0001757	6	1	1	8
OG0001758	1	1	6	8
OG0001759	6	1	1	8
OG0001760	3	0	5	8
OG0001761	8	0	0	8
OG0001762	1	7	0	8
OG0001763	1	5	2	8
OG0001764	3	4	1	8
OG0001765	5	1	2	8
OG0001766	6	1	1	8
OG0001767	6	1	1	8
OG0001768	6	1	1	8
OG0001769	2	2	4	8
OG0001770	1	6	1	8
OG0001771	1	6	1	8
OG0001772	5	2	1	8
OG0001773	1	5	2	8
OG0001774	4	2	2	8
OG0001775	2	2	4	8
OG0001776	6	1	1	8
OG0001777	6	1	1	8
OG0001778	6	1	1	8
OG0001779	6	1	1	8
OG0001780	5	2	1	8
OG0001781	1	6	1	8
OG0001782	5	2	1	8
OG0001783	6	1	1	8
OG0001784	8	0	0	8
OG0001785	5	1	2	8
OG0001786	6	1	1	8
OG0001787	2	4	2	8
OG0001788	1	0	7	8
OG0001789	4	1	3	8
OG0001790	5	1	2	8
OG0001791	5	2	1	8
OG0001792	4	2	2	8
OG0001793	5	1	2	8
OG0001794	2	0	6	8
OG0001795	1	5	2	8
OG0001796	2	1	5	8
OG0001797	6	1	1	8
OG0001798	4	3	1	8
OG0001799	4	0	4	8
OG0001800	3	1	4	8
OG0001801	2	1	5	8
OG0001802	1	3	4	8
OG0001803	1	4	3	8
OG0001804	6	1	1	8
OG0001805	5	1	2	8
OG0001806	6	1	1	8
OG0001807	5	1	2	8
OG0001808	6	1	1	8
OG0001809	2	3	3	8
OG0001810	8	0	0	8
OG0001811	4	2	2	8
OG0001812	2	2	4	8
OG0001813	6	0	2	8
OG0001814	6	1	1	8
OG0001815	5	1	2	8
OG0001816	6	1	1	8
OG0001817	2	1	5	8
OG0001818	6	1	1	8
OG0001819	5	2	1	8
OG0001820	6	1	1	8
OG0001821	6	1	1	8
OG0001822	1	2	5	8
OG0001823	6	1	1	8
OG0001824	3	2	3	8
OG0001825	4	1	3	8
OG0001826	4	2	2	8
OG0001827	5	1	2	8
OG0001828	6	1	1	8
OG0001829	7	0	1	8
OG0001830	5	1	2	8
OG0001831	6	1	1	8
OG0001832	4	1	3	8
OG0001833	5	0	3	8
OG0001834	8	0	0	8
OG0001835	3	1	4	8
OG0001836	6	1	1	8
OG0001837	1	1	6	8
OG0001838	6	0	2	8
OG0001839	6	1	1	8
OG0001840	4	2	2	8
OG0001841	6	1	1	8
OG0001842	5	1	2	8
OG0001843	4	3	1	8
OG0001844	6	1	1	8
OG0001845	3	3	2	8
OG0001846	8	0	0	8
OG0001847	1	1	6	8
OG0001848	5	2	1	8
OG0001849	3	2	3	8
OG0001850	6	1	1	8
OG0001851	1	5	2	8
OG0001852	5	1	2	8
OG0001853	5	1	2	8
OG0001854	5	1	2	8
OG0001855	5	2	1	8
OG0001856	2	4	2	8
OG0001857	6	1	1	8
OG0001858	5	1	2	8
OG0001859	6	1	1	8
OG0001860	6	1	1	8
OG0001861	4	1	3	8
OG0001862	6	1	1	8
OG0001863	3	2	3	8
OG0001864	8	0	0	8
OG0001865	6	1	1	8
OG0001866	6	1	1	8
OG0001867	1	6	1	8
OG0001868	6	1	1	8
OG0001869	1	6	1	8
OG0001870	3	4	1	8
OG0001871	4	1	3	8
OG0001872	3	1	4	8
OG0001873	6	1	1	8
OG0001874	6	0	2	8
OG0001875	5	2	1	8
OG0001876	7	0	1	8
OG0001877	8	0	0	8
OG0001878	6	0	2	8
OG0001879	1	5	2	8
OG0001880	2	0	6	8
OG0001881	8	0	0	8
OG0001882	2	1	5	8
OG0001883	6	1	1	8
OG0001884	1	6	1	8
OG0001885	6	1	1	8
OG0001886	4	3	1	8
OG0001887	6	1	1	8
OG0001888	8	0	0	8
OG0001889	1	3	4	8
OG0001890	6	1	1	8
OG0001891	6	1	1	8
OG0001892	5	1	2	8
OG0001893	7	0	1	8
OG0001894	6	1	1	8
OG0001895	6	1	1	8
OG0001896	3	2	3	8
OG0001897	6	1	1	8
OG0001898	2	1	5	8
OG0001899	6	1	1	8
OG0001900	2	5	1	8
OG0001901	8	0	0	8
OG0001902	6	1	1	8
OG0001903	8	0	0	8
OG0001904	8	0	0	8
OG0001905	3	1	4	8
OG0001906	6	1	1	8
OG0001907	1	0	7	8
OG0001908	6	1	1	8
OG0001909	4	1	3	8
OG0001910	3	2	3	8
OG0001911	2	5	1	8
OG0001912	1	1	6	8
OG0001913	5	1	2	8
OG0001914	8	0	0	8
OG0001915	6	1	1	8
OG0001916	6	1	1	8
OG0001917	8	0	0	8
OG0001918	3	2	3	8
OG0001919	6	1	1	8
OG0001920	5	2	1	8
OG0001921	7	0	1	8
OG0001922	6	1	1	8
OG0001923	8	0	0	8
OG0001924	2	5	1	8
OG0001925	3	1	4	8
OG0001926	6	1	1	8
OG0001927	4	1	3	8
OG0001928	4	2	2	8
OG0001929	8	0	0	8
OG0001930	4	3	1	8
OG0001931	8	0	0	8
OG0001932	5	1	2	8
OG0001933	1	1	6	8
OG0001934	7	1	0	8
OG0001935	6	1	1	8
OG0001936	6	1	1	8
OG0001937	6	1	1	8
OG0001938	6	0	2	8
OG0001939	5	1	2	8
OG0001940	5	0	3	8
OG0001941	7	0	1	8
OG0001942	5	1	2	8
OG0001943	1	3	4	8
OG0001944	1	4	3	8
OG0001945	2	1	5	8
OG0001946	6	1	1	8
OG0001947	1	2	5	8
OG0001948	6	1	1	8
OG0001949	3	1	4	8
OG0001950	5	2	1	8
OG0001951	8	0	0	8
OG0001952	3	3	2	8
OG0001953	1	1	6	8
OG0001954	1	6	1	8
OG0001955	6	1	1	8
OG0001956	4	2	2	8
OG0001957	6	1	1	8
OG0001958	4	1	3	8
OG0001959	1	6	1	8
OG0001960	6	0	2	8
OG0001961	6	1	1	8
OG0001962	8	0	0	8
OG0001963	6	1	1	8
OG0001964	6	1	1	8
OG0001965	6	1	1	8
OG0001966	1	6	1	8
OG0001967	4	1	3	8
OG0001968	6	1	1	8
OG0001969	1	1	6	8
OG0001970	7	0	1	8
OG0001971	1	1	6	8
OG0001972	7	0	1	8
OG0001973	2	4	2	8
OG0001974	1	6	1	8
OG0001975	7	1	0	8
OG0001976	8	0	0	8
OG0001977	6	2	0	8
OG0001978	7	0	1	8
OG0001979	8	0	0	8
OG0001980	6	1	1	8
OG0001981	2	2	4	8
OG0001982	4	0	4	8
