# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Apul_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Apul_lncRNA_counts_matrix.txt" "RNA-ACR-140-S1-TP2.bam" "RNA-ACR-145-S1-TP2.bam" "RNA-ACR-150-S1-TP2.bam" "RNA-ACR-173-S1-TP2.bam" "RNA-ACR-178-S1-TP2.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-ACR-140-S1-TP2.bam	RNA-ACR-145-S1-TP2.bam	RNA-ACR-150-S1-TP2.bam	RNA-ACR-173-S1-TP2.bam	RNA-ACR-178-S1-TP2.bam
lncRNA_346	NC_058066.1	3865130	3865363	+	234	0	0	0	0	12
lncRNA_347	NC_058066.1	3886953	3887309	+	357	0	0	5	0	19
lncRNA_348	NC_058066.1	3890674	3890911	+	238	18	0	4	0	38
lncRNA_349	NC_058066.1	3994696	3995016	+	321	0	0	0	0	28
lncRNA_350	NC_058066.1	3998482	3998816	+	335	17	6	37	4	83
lncRNA_351	NC_058066.1	3999642	4000456	+	815	0	68	0	0	0
lncRNA_352	NC_058066.1	4019135	4019349	+	215	18	0	0	0	0
lncRNA_353	NC_058066.1	4032872	4033112	+	241	8	17	0	2	4
lncRNA_354	NC_058066.1	4034865	4035079	+	215	5	1	16	0	3
lncRNA_355	NC_058066.1	4050570	4050779	+	210	0	0	16	0	32
lncRNA_356	NC_058066.1	4056577	4057381	+	805	16	0	43	0	78
lncRNA_357	NC_058066.1	4065901	4066115	+	215	0	0	10	0	4
lncRNA_358	NC_058066.1	4067705	4068213	+	509	10	0	32	2	29
lncRNA_359	NC_058066.1	4084031	4084449	+	419	34	0	6	24	6
lncRNA_360	NC_058066.1	4091526	4091999	+	474	0	0	9	3	30
lncRNA_361	NC_058066.1	4125280	4125739	+	460	45	13	37	25	36
lncRNA_362	NC_058066.1	4168484	4168750	+	267	6	0	15	0	38
lncRNA_363	NC_058066.1	4203826	4204213	+	388	9	0	4	0	8
lncRNA_364	NC_058066.1	4204456	4204809	+	354	2	0	10	0	33
lncRNA_365	NC_058066.1	4205230	4205550	+	321	3	0	6	0	29
lncRNA_366	NC_058066.1	4224732	4225130	+	399	1	4	3	7	18
lncRNA_367	NC_058066.1	4228734	4229024	+	291	0	0	8	0	14
lncRNA_368	NC_058066.1	4261372	4261893	+	522	36	0	6	0	159
lncRNA_369	NC_058066.1	4294446	4294923	+	478	0	0	47	4	51
lncRNA_370	NC_058066.1	4315651	4316332	+	682	34	0	12	2	105
lncRNA_371	NC_058066.1	4340068	4340388	+	321	7	0	0	0	34
lncRNA_372	NC_058066.1	4428608	4428976	+	369	2	0	0	26	0
lncRNA_373	NC_058066.1	4441478	4441778	+	301	2	25	0	0	0
lncRNA_374	NC_058066.1	4472428	4472773	+	346	16	10	4	0	41
lncRNA_375	NC_058066.1	4559448	4560412	+	965	37	14	18	9	52
lncRNA_376	NC_058066.1	4592126	4592389	+	264	29	0	43	9	118
lncRNA_377	NC_058066.1	5097334	5097562	+	229	24	13	0	0	0
lncRNA_378	NC_058066.1	5101011	5101243	+	233	28	1	22	113	19
lncRNA_379	NC_058066.1	5277072	5277328	+	257	9	0	15	0	2
lncRNA_380	NC_058066.1	5313736	5314055	+	320	0	24	6	0	31
lncRNA_381	NC_058066.1	5315452	5315689	+	238	0	0	1	0	14
lncRNA_382	NC_058066.1	5419539	5419989	+	451	0	10	0	2	5
lncRNA_383	NC_058066.1	5469147	5469368	+	222	0	0	0	15	45
lncRNA_384	NC_058066.1	5489198	5489469	+	272	9	7	1	0	0
lncRNA_385	NC_058066.1	5490581	5490817	+	237	7	0	0	0	12
lncRNA_386	NC_058066.1	5491051	5491563	+	513	7	0	2	14	0
lncRNA_387	NC_058066.1	5524580	5525109	+	530	41	24	21	18	21
lncRNA_388	NC_058066.1	5529835	5530045	+	211	0	0	17	0	0
lncRNA_389	NC_058066.1	5532042	5532251	+	210	0	0	9	0	0
lncRNA_390	NC_058066.1	5632599	5632820	+	222	0	20	0	0	0
lncRNA_391	NC_058066.1	5635973	5636364	+	392	0	0	0	2	0
lncRNA_392	NC_058066.1	5647286	5647510	+	225	0	6	4	14	0
lncRNA_393	NC_058066.1	5651265	5652227	+	963	7	6	4	2	64
lncRNA_394	NC_058066.1	5858515	5859580	+	1066	57	38	52	38	54
lncRNA_395	NC_058066.1	6177565	6177803	+	239	5	0	0	17	2
lncRNA_396	NC_058066.1	6182430	6182651	+	222	0	0	9	0	0
lncRNA_397	NC_058066.1	6284665	6285052	+	388	0	56	9	0	9
lncRNA_398	NC_058066.1	6312600	6312898	+	299	1	0	22	1	74
lncRNA_399	NC_058066.1	6357960	6358628	+	669	65	33	5	41	54
lncRNA_400	NC_058066.1	6408710	6409477	+	768	59	12	53	8	142
lncRNA_401	NC_058066.1	6415628	6415953	+	326	6	20	10	2	0
lncRNA_402	NC_058066.1	6431814	6432269	+	456	6	28	0	0	2
lncRNA_403	NC_058066.1	6434554	6435705	+	1152	15	1	10	6	131
lncRNA_404	NC_058066.1	6449719	6450882	+	1164	18	4	22	22	77
lncRNA_405	NC_058066.1	6452644	6453250	+	607	36	0	38	3	216
lncRNA_406	NC_058066.1	6475364	6476408	+	1045	0	0	4	0	31
lncRNA_407	NC_058066.1	6477753	6478137	+	385	72	14	120	14	402
lncRNA_408	NC_058066.1	6509535	6510192	+	658	9	0	47	5	126
lncRNA_409	NC_058066.1	6511069	6511606	+	538	257	7	201	67	1015
lncRNA_410	NC_058066.1	6512544	6512757	+	214	0	0	12	0	0
lncRNA_411	NC_058066.1	6513127	6513376	+	250	0	0	0	0	1
lncRNA_412	NC_058066.1	6560680	6560888	+	209	0	0	58	0	2
lncRNA_413	NC_058066.1	6593847	6594777	+	931	13	15	0	17	31
lncRNA_414	NC_058066.1	6612285	6612892	+	608	32	9	9	3	21
lncRNA_415	NC_058066.1	7157583	7157951	+	369	1	0	1	2	31
lncRNA_416	NC_058066.1	7158167	7158394	+	228	4	3	5	4	6
lncRNA_417	NC_058066.1	7160229	7160456	+	228	0	0	0	23	0
lncRNA_418	NC_058066.1	7198568	7198818	+	251	19	0	0	0	0
lncRNA_419	NC_058066.1	7204559	7205125	+	567	12	10	2	14	9
lncRNA_420	NC_058066.1	7206583	7207606	+	1024	12	4	24	38	63
lncRNA_421	NC_058066.1	7212041	7212270	+	230	0	0	0	2	15
lncRNA_422	NC_058066.1	7489382	7489810	+	429	1	0	0	2	27
lncRNA_423	NC_058066.1	7509712	7510057	+	346	26	1	12	27	3
lncRNA_424	NC_058066.1	7572244	7572522	+	279	19	0	0	0	0
lncRNA_425	NC_058066.1	7574876	7575571	+	696	0	0	28	0	81
lncRNA_426	NC_058066.1	7577456	7577932	+	477	0	0	76	0	9
lncRNA_427	NC_058066.1	7580382	7580666	+	285	0	0	12	0	0
lncRNA_428	NC_058066.1	7629241	7630508	+	1268	16	18	41	3	82
lncRNA_429	NC_058066.1	7630804	7631437	+	634	8	0	5	9	51
lncRNA_430	NC_058066.1	7636276	7636724	+	449	7	8	32	17	13
lncRNA_431	NC_058066.1	7655640	7656163	+	524	0	0	160	0	13
lncRNA_432	NC_058066.1	7665476	7665803	+	328	0	0	0	0	12
lncRNA_433	NC_058066.1	7707215	7707425	+	211	12	8	0	0	0
lncRNA_434	NC_058066.1	7710171	7710380	+	210	0	2	0	0	11
lncRNA_435	NC_058066.1	7801445	7801789	+	345	0	21	0	4	0
lncRNA_436	NC_058066.1	7821572	7822102	+	531	0	0	0	0	0
lncRNA_437	NC_058066.1	7824569	7824782	+	214	0	1	4	21	22
lncRNA_438	NC_058066.1	7827970	7828575	+	606	0	11	41	1	40
lncRNA_439	NC_058066.1	7830457	7831191	+	735	76	27	38	179	45
lncRNA_440	NC_058066.1	7872393	7872683	+	291	1	0	13	1	0
lncRNA_441	NC_058066.1	8162785	8163052	+	268	1	0	0	29	3
lncRNA_442	NC_058066.1	8165080	8165380	+	301	21	19	3	3	2
lncRNA_443	NC_058066.1	8193709	8194225	+	517	6	15	13	16	12
lncRNA_444	NC_058066.1	8201535	8201760	+	226	0	34	0	0	0
lncRNA_445	NC_058066.1	8210606	8210914	+	309	0	0	4	18	10
lncRNA_446	NC_058066.1	8211545	8211802	+	258	0	1	1	0	13
lncRNA_447	NC_058066.1	8217220	8217448	+	229	7	0	15	2	9
lncRNA_448	NC_058066.1	8217877	8218158	+	282	4	10	7	0	72
lncRNA_449	NC_058066.1	8293101	8294182	+	1082	1	177	131	349	0
lncRNA_450	NC_058066.1	8354592	8354805	+	214	0	0	12	22	8
lncRNA_451	NC_058066.1	8374655	8374859	+	205	0	16	0	0	21
lncRNA_452	NC_058066.1	8496488	8497299	+	812	38	0	15	0	32
lncRNA_453	NC_058066.1	8503958	8505098	+	1141	56	3	96	6	250
lncRNA_454	NC_058066.1	8506243	8506584	+	342	11	0	2	0	14
lncRNA_455	NC_058066.1	8507191	8507423	+	233	26	3	29	1	35
lncRNA_456	NC_058066.1	8508984	8509200	+	217	3	0	2	0	1
lncRNA_457	NC_058066.1	8512948	8513278	+	331	0	0	6	0	17
lncRNA_458	NC_058066.1	8528756	8528961	+	206	4	0	8	0	164
lncRNA_459	NC_058066.1	8877516	8877815	+	300	1	0	12	1	8
lncRNA_460	NC_058066.1	9022301	9022892	+	592	1	0	1	0	31
lncRNA_461	NC_058066.1	9117746	9117998	+	253	184	2	62	47	7
lncRNA_462	NC_058066.1	9190442	9191138	+	697	29	12	70	33	93
lncRNA_463	NC_058066.1	9210196	9210422	+	227	0	0	2	0	7
lncRNA_464	NC_058066.1	9219780	9220082	+	303	0	9	1	2	4
lncRNA_465	NC_058066.1	9222419	9222857	+	439	14	4	4	5	37
lncRNA_466	NC_058066.1	9227738	9228143	+	406	7	11	17	11	14
lncRNA_467	NC_058066.1	9247190	9247434	+	245	0	4	33	0	39
lncRNA_468	NC_058066.1	9248690	9249036	+	347	2	0	10	0	19
lncRNA_469	NC_058066.1	9249602	9249860	+	259	30	1	3	1	1
lncRNA_470	NC_058066.1	9251775	9252098	+	324	14	0	0	0	15
lncRNA_471	NC_058066.1	9253583	9253863	+	281	5	0	9	0	34
lncRNA_472	NC_058066.1	9273829	9274062	+	234	2	1	8	0	0
lncRNA_473	NC_058066.1	9277287	9277637	+	351	4	20	0	0	4
lncRNA_474	NC_058066.1	9301027	9301398	+	372	7	0	12	0	20
lncRNA_475	NC_058066.1	9326300	9326716	+	417	0	0	16	0	1
lncRNA_476	NC_058066.1	9395725	9395932	+	208	2	2	3	10	6
lncRNA_477	NC_058066.1	9426835	9428312	+	1478	1	12	6	48	80
lncRNA_478	NC_058066.1	9454276	9454538	+	263	8	1	2	2	78
lncRNA_479	NC_058066.1	9458392	9458720	+	329	21	0	0	0	46
lncRNA_480	NC_058066.1	9461177	9461550	+	374	12	8	13	8	1
lncRNA_481	NC_058066.1	9513446	9513817	+	372	10	0	14	0	10
lncRNA_482	NC_058066.1	9539466	9539675	+	210	0	0	16	0	6
lncRNA_483	NC_058066.1	9631931	9632274	+	344	14	0	6	1	28
lncRNA_484	NC_058066.1	9634133	9634502	+	370	4	0	39	0	11
lncRNA_485	NC_058066.1	9702703	9703128	+	426	2	3	5	5	5
lncRNA_486	NC_058066.1	10195989	10196203	+	215	12	0	0	4	5
lncRNA_487	NC_058066.1	10197138	10197507	+	370	4	24	8	26	32
lncRNA_488	NC_058066.1	10587043	10587312	+	270	1	255	6	143	172
lncRNA_489	NC_058066.1	10626388	10627228	+	841	0	0	89	267	216
lncRNA_490	NC_058066.1	10632557	10633777	+	1221	194	1	345	115	0
lncRNA_491	NC_058066.1	11031257	11033901	+	2645	143	110	105	97	134
lncRNA_492	NC_058066.1	11034597	11035817	+	1221	12	0	59	15	106
lncRNA_493	NC_058066.1	11148288	11148809	+	522	0	2	26	14	30
lncRNA_494	NC_058066.1	11186153	11186374	+	222	71	44	57	63	100
lncRNA_495	NC_058066.1	11267130	11267430	+	301	8	0	50	0	11
lncRNA_496	NC_058066.1	11296246	11296758	+	513	33	0	36	10	157
lncRNA_497	NC_058066.1	11318418	11318719	+	302	0	0	17	0	4
lncRNA_498	NC_058066.1	11319113	11319589	+	477	41	1	86	23	196
lncRNA_499	NC_058066.1	11320945	11321313	+	369	0	2	18	3	4
lncRNA_500	NC_058066.1	11323429	11323847	+	419	12	8	4	20	48
lncRNA_501	NC_058066.1	11570579	11571249	+	671	6	7	3	11	8
lncRNA_502	NC_058066.1	11577724	11578248	+	525	117	59	112	109	417
lncRNA_503	NC_058066.1	11580545	11581374	+	830	0	0	17	6	95
lncRNA_504	NC_058066.1	11600664	11600957	+	294	5	0	16	9	148
lncRNA_505	NC_058066.1	11740940	11741160	+	221	0	32	0	0	0
lncRNA_506	NC_058066.1	11811431	11811657	+	227	0	0	0	0	12
lncRNA_507	NC_058066.1	11842394	11843595	+	1202	28	10	14	22	12
lncRNA_508	NC_058066.1	11848670	11849318	+	649	0	0	8	0	80
lncRNA_509	NC_058066.1	11849971	11850172	+	202	0	0	0	0	23
lncRNA_510	NC_058066.1	11897939	11898162	+	224	0	0	4	0	20
lncRNA_511	NC_058066.1	11899990	11900249	+	260	0	0	12	0	0
lncRNA_512	NC_058066.1	11933373	11933700	+	328	64	25	57	99	41
lncRNA_513	NC_058066.1	11985121	11985884	+	764	6	2	2	9	132
lncRNA_514	NC_058066.1	11986212	11986459	+	248	0	4	0	0	20
lncRNA_515	NC_058066.1	12159125	12160268	+	1144	17	4	73	7	156
lncRNA_516	NC_058066.1	12160742	12161385	+	644	2	4	0	0	42
lncRNA_517	NC_058066.1	12163907	12164699	+	793	14	20	38	27	22
lncRNA_518	NC_058066.1	12208210	12208412	+	203	0	2	18	0	0
lncRNA_519	NC_058066.1	12726108	12726338	+	231	0	0	0	0	14
lncRNA_520	NC_058066.1	12726592	12727480	+	889	1	14	0	0	34
lncRNA_521	NC_058066.1	12862409	12863186	+	778	202	67	76	77	51
lncRNA_522	NC_058066.1	13374458	13374983	+	526	6	1	6	0	34
lncRNA_523	NC_058066.1	13377850	13379234	+	1385	301	122	165	123	163
lncRNA_524	NC_058066.1	13384422	13384891	+	470	5	0	0	0	35
lncRNA_525	NC_058066.1	13548870	13549467	+	598	19	0	31	0	77
lncRNA_526	NC_058066.1	13884184	13884810	+	627	8	114	127	182	0
lncRNA_527	NC_058066.1	14065429	14066936	+	1508	36	19	107	17	392
lncRNA_528	NC_058066.1	14417277	14417491	+	215	0	9	12	1	3
lncRNA_529	NC_058066.1	14508713	14508966	+	254	2	1	20	0	0
lncRNA_530	NC_058066.1	14614430	14614666	+	237	42	0	0	31	54
lncRNA_531	NC_058066.1	14619178	14619631	+	454	0	0	6	20	23
lncRNA_532	NC_058066.1	15150691	15151600	+	910	21	66	53	43	71
lncRNA_533	NC_058066.1	15151858	15152104	+	247	0	0	13	0	4
lncRNA_534	NC_058066.1	15191213	15191847	+	635	6	0	0	0	25
lncRNA_535	NC_058066.1	15212456	15212783	+	328	1	0	0	2	23
lncRNA_536	NC_058066.1	15469910	15470216	+	307	12	1	0	10	5
lncRNA_537	NC_058066.1	15516370	15517014	+	645	0	0	0	12	92
lncRNA_538	NC_058066.1	16259774	16259994	+	221	0	0	3	0	8
lncRNA_539	NC_058066.1	16368533	16370708	+	2176	82	24	131	78	69
lncRNA_540	NC_058066.1	16516260	16517077	+	818	32	22	9	0	4
lncRNA_541	NC_058066.1	16599606	16599835	+	230	4	0	13	5	22
lncRNA_542	NC_058066.1	16632396	16633789	+	1394	46	65	40	318	259
lncRNA_543	NC_058066.1	16758164	16758402	+	239	8	5	3	4	25
lncRNA_544	NC_058066.1	16915190	16915437	+	248	0	0	0	0	15
lncRNA_545	NC_058066.1	16931725	16932203	+	479	20	85	1	4	5
lncRNA_546	NC_058066.1	17088342	17088827	+	486	0	0	1	0	12
lncRNA_547	NC_058066.1	17183010	17183294	+	285	0	2	9	6	2
lncRNA_548	NC_058066.1	17197579	17197958	+	380	20	0	34	0	21
lncRNA_549	NC_058066.1	17203341	17203865	+	525	5	2	3	4	59
lncRNA_550	NC_058066.1	17222252	17222747	+	496	5	0	3	4	12
lncRNA_551	NC_058066.1	17230667	17230945	+	279	0	0	1	0	20
lncRNA_552	NC_058066.1	17254352	17254797	+	446	46	1	42	19	161
lncRNA_553	NC_058066.1	17256282	17257204	+	923	7	0	0	32	56
lncRNA_554	NC_058066.1	17267711	17268242	+	532	63	5	23	19	161
lncRNA_555	NC_058066.1	17293674	17294166	+	493	15	0	9	0	49
lncRNA_556	NC_058066.1	17304312	17304690	+	379	0	0	0	0	18
lncRNA_557	NC_058066.1	17330044	17330328	+	285	0	0	24	0	72
lncRNA_558	NC_058066.1	17333286	17333495	+	210	22	0	0	0	3
lncRNA_559	NC_058066.1	17334395	17334639	+	245	0	0	0	0	12
lncRNA_560	NC_058066.1	17339956	17340233	+	278	5	0	21	6	38
lncRNA_561	NC_058066.1	17365146	17365613	+	468	16	1	12	0	26
lncRNA_562	NC_058066.1	17367606	17368258	+	653	10	8	6	10	23
lncRNA_563	NC_058066.1	17390073	17390473	+	401	4	1	16	9	6
lncRNA_564	NC_058066.1	17393475	17394183	+	709	0	0	20	0	144
lncRNA_565	NC_058066.1	17398591	17399101	+	511	2	29	0	2	9
lncRNA_566	NC_058066.1	17406496	17406975	+	480	6	2	12	6	123
lncRNA_567	NC_058066.1	17414911	17415151	+	241	2	5	0	1	2
lncRNA_568	NC_058066.1	17430893	17431175	+	283	0	0	10	0	22
lncRNA_569	NC_058066.1	17435009	17435486	+	478	0	0	2	2	6
lncRNA_570	NC_058066.1	17440959	17441213	+	255	3	0	18	5	0
lncRNA_571	NC_058066.1	17469410	17469626	+	217	10	7	13	17	30
lncRNA_572	NC_058066.1	17474777	17474988	+	212	0	0	5	0	16
lncRNA_573	NC_058066.1	17493247	17493472	+	226	0	8	0	25	16
lncRNA_574	NC_058066.1	17503884	17504101	+	218	4	2	3	0	21
lncRNA_575	NC_058066.1	17570345	17570732	+	388	9	0	20	2	127
lncRNA_576	NC_058066.1	17575963	17576769	+	807	44	0	46	5	200
lncRNA_577	NC_058066.1	17577622	17578096	+	475	12	2	2	11	62
lncRNA_578	NC_058066.1	17578299	17579249	+	951	23	13	19	28	114
lncRNA_579	NC_058066.1	17588725	17589428	+	704	0	0	0	0	29
lncRNA_580	NC_058066.1	17620674	17620969	+	296	23	4	0	0	0
lncRNA_581	NC_058066.1	17630354	17630945	+	592	13	5	17	2	8
lncRNA_582	NC_058066.1	17631290	17631598	+	309	0	2	26	1	46
lncRNA_583	NC_058066.1	17658995	17659676	+	682	2	0	17	27	9
lncRNA_584	NC_058066.1	17726808	17727150	+	343	0	0	0	0	20
lncRNA_585	NC_058066.1	17738837	17739122	+	286	9	2	10	4	2
lncRNA_586	NC_058066.1	17739429	17739715	+	287	1	0	0	2	17
lncRNA_587	NC_058066.1	17750610	17750816	+	207	0	0	0	0	0
lncRNA_588	NC_058066.1	17897794	17898190	+	397	12	2	35	0	245
lncRNA_589	NC_058066.1	18008499	18010352	+	1854	210	132	93	145	249
lncRNA_590	NC_058066.1	18275708	18276496	+	789	32	0	4	4	54
lncRNA_591	NC_058066.1	18277117	18277771	+	655	3	0	24	2	41
lncRNA_592	NC_058066.1	18505111	18505391	+	281	0	0	3	4	25
lncRNA_593	NC_058066.1	18561753	18562132	+	380	10	0	4	2	33
lncRNA_594	NC_058066.1	18571632	18571838	+	207	9	0	10	0	48
lncRNA_595	NC_058066.1	18577428	18577766	+	339	6	0	30	0	5
lncRNA_596	NC_058066.1	18588379	18588592	+	214	21	0	6	0	12
lncRNA_597	NC_058066.1	18590583	18591769	+	1187	67	4	10	7	144
lncRNA_598	NC_058066.1	18626556	18626777	+	222	0	0	0	0	22
lncRNA_599	NC_058066.1	18640311	18640560	+	250	4	0	10	0	10
lncRNA_600	NC_058066.1	18700756	18701013	+	258	12	0	20	2	47
lncRNA_601	NC_058066.1	18702196	18703145	+	950	36	2	9	8	31
lncRNA_602	NC_058066.1	18745931	18746286	+	356	8	20	30	7	12
lncRNA_603	NC_058066.1	18748149	18748360	+	212	2	2	12	0	0
lncRNA_604	NC_058066.1	18767730	18768004	+	275	0	0	19	1	23
lncRNA_605	NC_058066.1	18777326	18777864	+	539	40	15	27	12	51
lncRNA_606	NC_058066.1	18829892	18830661	+	770	2	12	26	5	106
lncRNA_607	NC_058066.1	18910348	18910638	+	291	0	0	8	1	16
lncRNA_608	NC_058066.1	18942679	18942891	+	213	1	0	0	6	12
lncRNA_609	NC_058066.1	18944616	18944999	+	384	0	0	1	0	44
lncRNA_610	NC_058066.1	19007477	19007928	+	452	5	0	1	0	45
lncRNA_611	NC_058066.1	19010853	19011289	+	437	0	2	0	0	10
lncRNA_612	NC_058066.1	19369788	19370033	+	246	2	15	4	0	0
lncRNA_613	NC_058066.1	19572367	19573533	+	1167	37	6	0	0	60
lncRNA_614	NC_058066.1	19575748	19576082	+	335	40	0	12	10	60
lncRNA_615	NC_058066.1	19812657	19812862	+	206	17	0	0	0	0
lncRNA_616	NC_058066.1	19965439	19965676	+	238	20	0	0	7	32
lncRNA_617	NC_058066.1	20019288	20019502	+	215	0	0	0	0	27
lncRNA_618	NC_058066.1	20098373	20099649	+	1277	6	172	12	147	3
lncRNA_619	NC_058066.1	20102353	20103372	+	1020	11	2	35	3	6
lncRNA_620	NC_058066.1	20108910	20109220	+	311	15	4	23	1	17
lncRNA_621	NC_058066.1	20126134	20126622	+	489	1	19	11	1	88
lncRNA_622	NC_058066.1	20130252	20130509	+	258	24	5	35	14	48
lncRNA_623	NC_058066.1	20166085	20166819	+	735	0	0	12	0	64
lncRNA_624	NC_058066.1	20185109	20186339	+	1231	0	0	1	23	7
lncRNA_625	NC_058066.1	20189058	20189833	+	776	18	0	19	6	65
lncRNA_626	NC_058066.1	20190930	20191683	+	754	8	18	46	11	108
lncRNA_627	NC_058066.1	20191913	20193454	+	1542	103	2	95	18	247
lncRNA_628	NC_058066.1	20275796	20276762	+	967	40	1	87	7	187
lncRNA_629	NC_058066.1	20451975	20452254	+	280	5	4	11	0	4
lncRNA_630	NC_058066.1	20468786	20469086	+	301	3	12	0	8	0
lncRNA_631	NC_058066.1	20470390	20470713	+	324	1	0	10	0	48
lncRNA_632	NC_058066.1	20471624	20471926	+	303	0	0	2	0	20
lncRNA_633	NC_058066.1	20473209	20473847	+	639	0	4	2	83	41
lncRNA_634	NC_058066.1	20602826	20603415	+	590	330	173	18	267	16
lncRNA_635	NC_058066.1	20611431	20611971	+	541	0	0	3	0	29
lncRNA_636	NC_058066.1	20621494	20621830	+	337	5	1	17	2	62
lncRNA_637	NC_058066.1	20623250	20623976	+	727	6	1	6	12	9
lncRNA_638	NC_058066.1	20624536	20625419	+	884	81	10	91	61	47
lncRNA_639	NC_058066.1	20733190	20733486	+	297	4	1	0	19	1
lncRNA_640	NC_058066.1	20784721	20786558	+	1838	7036	5986	4813	3662	4009
lncRNA_641	NC_058066.1	20855773	20856015	+	243	9	1	0	4	1
lncRNA_642	NC_058066.1	20865097	20865681	+	585	10	0	17	0	39
lncRNA_643	NC_058066.1	21040171	21040440	+	270	2	0	16	0	0
lncRNA_644	NC_058066.1	21042421	21042825	+	405	3	0	1	0	16
lncRNA_645	NC_058066.1	21043060	21043399	+	340	0	0	8	0	12
lncRNA_646	NC_058066.1	21045622	21045874	+	253	0	0	0	0	34
lncRNA_647	NC_058066.1	21059929	21060472	+	544	0	0	0	0	95
lncRNA_648	NC_058066.1	21064852	21065420	+	569	27	0	86	1	14
lncRNA_649	NC_058066.1	21065779	21066232	+	454	2	0	3	3	23
lncRNA_650	NC_058066.1	21067248	21067896	+	649	66	41	39	63	70
lncRNA_651	NC_058066.1	21070852	21071654	+	803	1	4	21	21	134
lncRNA_652	NC_058066.1	21104262	21104472	+	211	4	1	26	0	11
lncRNA_653	NC_058066.1	21107456	21107737	+	282	0	1	2	2	6
lncRNA_654	NC_058066.1	21112582	21112806	+	225	48	63	25	64	74
lncRNA_655	NC_058066.1	21113030	21114749	+	1720	37	85	37	157	75
lncRNA_656	NC_058066.1	21229166	21229423	+	258	7	0	0	4	20
lncRNA_657	NC_058066.1	21230226	21230784	+	559	6	0	16	6	32
lncRNA_658	NC_058066.1	21233281	21233567	+	287	16	0	16	0	9
lncRNA_659	NC_058066.1	21237787	21239004	+	1218	0	168	0	0	20
lncRNA_660	NC_058066.1	21241962	21242194	+	233	22	0	4	17	26
lncRNA_661	NC_058066.1	21372956	21373396	+	441	44	23	4	6	26
lncRNA_662	NC_058066.1	21374096	21374388	+	293	1	0	3	0	25
lncRNA_663	NC_058066.1	21578279	21579173	+	895	0	0	0	0	0
lncRNA_664	NC_058066.1	21583125	21583361	+	237	0	0	0	0	0
lncRNA_665	NC_058066.1	21634279	21634648	+	370	20	7	39	4	38
lncRNA_666	NC_058066.1	21776415	21776626	+	212	1	0	2	0	5
lncRNA_667	NC_058066.1	21777344	21778220	+	877	26	2	10	12	9
lncRNA_668	NC_058066.1	21819075	21819503	+	429	50	0	18	2	52
lncRNA_669	NC_058066.1	21872540	21872860	+	321	0	0	0	0	0
lncRNA_670	NC_058066.1	22018523	22019618	+	1096	42	4	121	12	1
lncRNA_671	NC_058066.1	22042336	22043116	+	781	10	80	0	0	28
lncRNA_672	NC_058066.1	22076547	22076771	+	225	0	5	0	0	0
lncRNA_673	NC_058066.1	22077894	22078120	+	227	0	0	0	0	10
lncRNA_674	NC_058066.1	22108263	22109232	+	970	40	5	1	21	51
lncRNA_675	NC_058066.1	22113800	22114069	+	270	20	20	43	45	43
lncRNA_676	NC_058066.1	22134076	22134368	+	293	0	1	8	6	4
lncRNA_677	NC_058066.1	22161143	22161779	+	637	45	5	56	3	0
lncRNA_678	NC_058066.1	22180767	22181119	+	353	12	75	13	6	5
lncRNA_679	NC_058066.1	22192241	22192764	+	524	4	2	11	7	21
lncRNA_680	NC_058066.1	22196133	22196651	+	519	9	0	2	0	60
lncRNA_681	NC_058066.1	22204780	22205912	+	1133	32	0	0	8	88
lncRNA_682	NC_058066.1	22206580	22206901	+	322	0	2	20	0	3
lncRNA_683	NC_058066.1	22416892	22417301	+	410	0	8	21	0	43
lncRNA_684	NC_058066.1	22422636	22422843	+	208	79	0	0	0	0
lncRNA_685	NC_058066.1	22433057	22433345	+	289	4	0	2	0	11
lncRNA_686	NC_058066.1	22482541	22482899	+	359	44	48	57	2	63
lncRNA_687	NC_058066.1	22484702	22485382	+	681	72	1	22	16	44
lncRNA_688	NC_058066.1	22489486	22489796	+	311	6	0	25	2	33
lncRNA_689	NC_058066.1	22562049	22562488	+	440	2	4	19	14	18
lncRNA_690	NC_058066.1	22562885	22563197	+	313	0	10	2	26	0
lncRNA_691	NC_058066.1	22569374	22569788	+	415	10	2	0	3	14
lncRNA_692	NC_058066.1	22722042	22722328	+	287	18	9	0	1	18
lncRNA_693	NC_058066.1	22723101	22723851	+	751	44	11	23	2	47
lncRNA_694	NC_058066.1	22732967	22733182	+	216	0	17	0	3	0
lncRNA_695	NC_058066.1	22754146	22755001	+	856	9	56	0	0	21
lncRNA_696	NC_058066.1	22777322	22777682	+	361	19	1	20	2	58
lncRNA_697	NC_058066.1	22790143	22790513	+	371	1	2	67	51	37
lncRNA_698	NC_058066.1	22833363	22833901	+	539	68	8	0	0	0
lncRNA_699	NC_058066.1	22834347	22834579	+	233	0	0	10	4	0
lncRNA_700	NC_058066.1	22836132	22836444	+	313	14	0	0	1	5
lncRNA_701	NC_058066.1	22885031	22885242	+	212	0	0	0	0	14
lncRNA_702	NC_058066.1	22885455	22886228	+	774	6	0	1	0	62
lncRNA_703	NC_058066.1	22895610	22895856	+	247	0	0	0	0	23
