Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000000:11895337-11896747	Cluster_266	N	281	497	1017	560	242
Pocillopora_meandrina_HIv1___Sc0000000:11896761-11897212	Cluster_267	N	71	19	41	198	92
Pocillopora_meandrina_HIv1___Sc0000000:11897487-11898269	Cluster_268	N	83	41	54	316	202
Pocillopora_meandrina_HIv1___Sc0000000:11902264-11902850	Cluster_269	N	209	351	687	10	154
Pocillopora_meandrina_HIv1___Sc0000000:12107674-12108090	Cluster_270	N	72	6	80	65	2
Pocillopora_meandrina_HIv1___Sc0000000:12448980-12450060	Cluster_271	N	852	193	205	429	96
Pocillopora_meandrina_HIv1___Sc0000000:12682298-12682725	Cluster_272	N	85	43	34	6	4
Pocillopora_meandrina_HIv1___Sc0000000:12684025-12684445	Cluster_273	N	21	5	1	50	1
Pocillopora_meandrina_HIv1___Sc0000000:12687759-12688641	Cluster_274	N	102	77	154	160	49
Pocillopora_meandrina_HIv1___Sc0000000:12688689-12689097	Cluster_275	N	49	13	19	26	12
Pocillopora_meandrina_HIv1___Sc0000000:12691009-12691534	Cluster_276	N	114	34	47	226	34
Pocillopora_meandrina_HIv1___Sc0000000:12762833-12763259	Cluster_277	N	0	0	1	316	0
Pocillopora_meandrina_HIv1___Sc0000000:12777775-12778197	Cluster_278	N	0	21	132	22	1
Pocillopora_meandrina_HIv1___Sc0000000:12951425-12951935	Cluster_279	N	16	7	457	228	6
Pocillopora_meandrina_HIv1___Sc0000000:13015507-13015928	Cluster_280	N	4	2	34	31	17
Pocillopora_meandrina_HIv1___Sc0000000:13269363-13269788	Cluster_281	N	13	18	30	85	6
Pocillopora_meandrina_HIv1___Sc0000000:13278878-13279297	Cluster_282	N	1	253	0	1	0
Pocillopora_meandrina_HIv1___Sc0000000:13335663-13336113	Cluster_283	N	17	66	43	241	242
Pocillopora_meandrina_HIv1___Sc0000000:13337548-13338139	Cluster_284	N	33	79	45	123	196
Pocillopora_meandrina_HIv1___Sc0000000:13607264-13607690	Cluster_285	N	0	131	0	1	0
Pocillopora_meandrina_HIv1___Sc0000000:13714447-13714873	Cluster_286	N	5	4	331	0	2
Pocillopora_meandrina_HIv1___Sc0000000:13752128-13752978	Cluster_287	N	314	335	527	371	10
Pocillopora_meandrina_HIv1___Sc0000000:13753533-13755105	Cluster_288	N	536	295	753	613	36
Pocillopora_meandrina_HIv1___Sc0000000:13777450-13777874	Cluster_289	N	0	29	200	0	0
Pocillopora_meandrina_HIv1___Sc0000000:13793624-13794060	Cluster_290	N	224	50	124	58	61
Pocillopora_meandrina_HIv1___Sc0000000:13795205-13795634	Cluster_291	N	0	0	0	2233	115
Pocillopora_meandrina_HIv1___Sc0000000:13888862-13889287	Cluster_292	N	7	2	2	60	29
Pocillopora_meandrina_HIv1___Sc0000000:13932415-13932832	Cluster_293	N	28	4	32	48	13
Pocillopora_meandrina_HIv1___Sc0000000:14041335-14042284	Cluster_294	N	968	363	743	33	175
Pocillopora_meandrina_HIv1___Sc0000000:14042286-14043154	Cluster_295	N	190	69	223	55	30
Pocillopora_meandrina_HIv1___Sc0000000:14043355-14045670	Cluster_296	N	1057	394	2414	471	189
Pocillopora_meandrina_HIv1___Sc0000000:14069216-14069620	Cluster_297	N	30	3	21	36	5
Pocillopora_meandrina_HIv1___Sc0000000:14199236-14199664	Cluster_298	N	0	1	308	0	2
Pocillopora_meandrina_HIv1___Sc0000000:14564110-14564538	Cluster_299	N	0	2	269	0	3
Pocillopora_meandrina_HIv1___Sc0000000:14751023-14751456	Cluster_300	N	14	30	8	306	0
Pocillopora_meandrina_HIv1___Sc0000000:14751995-14752696	Cluster_301	N	108	54	53	38	11
Pocillopora_meandrina_HIv1___Sc0000000:14753926-14754354	Cluster_302	N	101	41	26	89	5
Pocillopora_meandrina_HIv1___Sc0000000:14917731-14918157	Cluster_303	N	1	41	6	1	137
Pocillopora_meandrina_HIv1___Sc0000000:15297104-15297532	Cluster_304	N	64	33	16	28	17
Pocillopora_meandrina_HIv1___Sc0000000:15361997-15362422	Cluster_305	N	48	80	52	62	65
Pocillopora_meandrina_HIv1___Sc0000000:15365853-15366280	Cluster_306	N	27	30	21	23	57
Pocillopora_meandrina_HIv1___Sc0000000:15682027-15682444	Cluster_307	N	7	0	155	35	0
Pocillopora_meandrina_HIv1___Sc0000000:15838642-15839444	Cluster_308	N	687	2	564	3	0
Pocillopora_meandrina_HIv1___Sc0000000:15877485-15877913	Cluster_309	N	0	0	245	0	0
Pocillopora_meandrina_HIv1___Sc0000000:16151379-16151857	Cluster_310	N	19	55	26	57	211
Pocillopora_meandrina_HIv1___Sc0000000:16197870-16198683	Cluster_311	N	3523	4898	4821	2509	1428
Pocillopora_meandrina_HIv1___Sc0000000:16218376-16218794	Cluster_312	N	1	72	195	260	909
Pocillopora_meandrina_HIv1___Sc0000000:16370090-16370544	Cluster_313	N	477	233	352	716	108
Pocillopora_meandrina_HIv1___Sc0000000:16388395-16388993	Cluster_314	N	196	377	687	155	412
Pocillopora_meandrina_HIv1___Sc0000000:16449057-16449477	Cluster_315	N	25	28	37	18	17
Pocillopora_meandrina_HIv1___Sc0000000:16450615-16451050	Cluster_316	N	63	50	81	101	27
Pocillopora_meandrina_HIv1___Sc0000000:16480304-16481760	Cluster_317	N	786	210	185	945	591
Pocillopora_meandrina_HIv1___Sc0000000:16481861-16483301	Cluster_318	N	4711	74	2200	273	213
Pocillopora_meandrina_HIv1___Sc0000000:16918087-16918514	Cluster_319	N	12	40	28	29	95
Pocillopora_meandrina_HIv1___Sc0000000:17062895-17064293	Cluster_320	N	828	73	82	501	60
Pocillopora_meandrina_HIv1___Sc0000000:17091980-17092398	Cluster_321	N	33	8	66	78	15
Pocillopora_meandrina_HIv1___Sc0000000:17582770-17583201	Cluster_322	N	359	8	0	95	18
Pocillopora_meandrina_HIv1___Sc0000000:17858000-17858429	Cluster_323	N	13	6	96	61	12
Pocillopora_meandrina_HIv1___Sc0000000:17927790-17928217	Cluster_324	N	24	53	15	24	0
Pocillopora_meandrina_HIv1___Sc0000000:18139302-18139735	Cluster_325	N	191	13	7	71	10
Pocillopora_meandrina_HIv1___Sc0000000:18537549-18537976	Cluster_326	N	1	0	76	4	1
Pocillopora_meandrina_HIv1___Sc0000000:18555063-18555627	Cluster_327	N	92	131	214	234	34
Pocillopora_meandrina_HIv1___Sc0000000:18562805-18563455	Cluster_328	N	141	38	52	179	234
Pocillopora_meandrina_HIv1___Sc0000000:18563591-18564155	Cluster_329	N	409	81	55	262	55
Pocillopora_meandrina_HIv1___Sc0000000:18564393-18564819	Cluster_330	N	59	8	83	73	24
Pocillopora_meandrina_HIv1___Sc0000000:18585347-18586585	Cluster_331	N	68	83	118	932	69
Pocillopora_meandrina_HIv1___Sc0000000:18586632-18588144	Cluster_332	N	247	244	360	382	97
Pocillopora_meandrina_HIv1___Sc0000000:18589062-18589489	Cluster_333	N	3	1	5	337	2
Pocillopora_meandrina_HIv1___Sc0000000:19104877-19106198	Cluster_334	N	508	82	363	343	213
Pocillopora_meandrina_HIv1___Sc0000000:19106418-19107075	Cluster_335	N	78	146	122	244	70
Pocillopora_meandrina_HIv1___Sc0000000:19107220-19107874	Cluster_336	N	124	20	51	187	229
Pocillopora_meandrina_HIv1___Sc0000000:19172834-19173259	Cluster_337	N	46	15	24	32	44
Pocillopora_meandrina_HIv1___Sc0000000:19548879-19549664	Cluster_338	N	9	594	1442	1260	181
Pocillopora_meandrina_HIv1___Sc0000000:19550612-19551039	Cluster_339	N	0	0	0	0	100
Pocillopora_meandrina_HIv1___Sc0000000:19551966-19552393	Cluster_340	N	112	2	30	0	0
Pocillopora_meandrina_HIv1___Sc0000000:19670489-19670916	Cluster_341	N	2	100	29	3	0
Pocillopora_meandrina_HIv1___Sc0000000:19726198-19726622	Cluster_342	N	0	3	175	3	7
Pocillopora_meandrina_HIv1___Sc0000000:19758301-19758726	Cluster_343	N	0	25	1	0	127
Pocillopora_meandrina_HIv1___Sc0000000:19791285-19791992	Cluster_344	N	109	133	188	73	119
Pocillopora_meandrina_HIv1___Sc0000000:19799557-19800086	Cluster_345	N	133	564	310	809	1185
Pocillopora_meandrina_HIv1___Sc0000000:19800614-19801084	Cluster_346	N	233	666	374	927	292
Pocillopora_meandrina_HIv1___Sc0000000:19802252-19802723	Cluster_347	N	122	282	222	368	514
Pocillopora_meandrina_HIv1___Sc0000000:19809696-19810174	Cluster_348	N	90	105	111	87	187
Pocillopora_meandrina_HIv1___Sc0000000:19813053-19813480	Cluster_349	N	24	33	15	72	211
Pocillopora_meandrina_HIv1___Sc0000000:19813596-19814046	Cluster_350	N	24	32	12	69	97
Pocillopora_meandrina_HIv1___Sc0000000:19856455-19856872	Cluster_351	N	27	40	25	45	12
Pocillopora_meandrina_HIv1___Sc0000000:19934098-19934520	Cluster_352	N	1117	12	3653	1922	12
Pocillopora_meandrina_HIv1___Sc0000000:19970946-19971368	Cluster_353	N	17	53	31	46	30
Pocillopora_meandrina_HIv1___Sc0000000:19971632-19972106	Cluster_354	N	1788	3027	1581	3984	5499
Pocillopora_meandrina_HIv1___Sc0000000:19974441-19974974	Cluster_355	N	38	73	52	121	349
Pocillopora_meandrina_HIv1___Sc0000000:19977738-19978273	Cluster_356	N	84	151	133	288	329
Pocillopora_meandrina_HIv1___Sc0000000:20051814-20052242	Cluster_357	N	18	1	214	36	10
Pocillopora_meandrina_HIv1___Sc0000000:20238800-20239217	Cluster_358	N	134	59	6	118	30
Pocillopora_meandrina_HIv1___Sc0000000:20372416-20372510	Cluster_359	Y	142599	101636	141199	84760	52034
Pocillopora_meandrina_HIv1___Sc0000000:20455492-20455956	Cluster_360	N	70	118	50	4	77
Pocillopora_meandrina_HIv1___Sc0000000:20487173-20487823	Cluster_361	N	373	237	219	427	934
Pocillopora_meandrina_HIv1___Sc0000000:20534016-20535106	Cluster_362	N	1205	579	973	1085	65
Pocillopora_meandrina_HIv1___Sc0000000:20554496-20554926	Cluster_363	N	106	33	98	53	101
Pocillopora_meandrina_HIv1___Sc0000000:20557163-20557593	Cluster_364	N	375	1903	992	5	2373
Pocillopora_meandrina_HIv1___Sc0000000:20559748-20560165	Cluster_365	N	8	26	8	40	263
Pocillopora_meandrina_HIv1___Sc0000000:20665499-20665929	Cluster_366	N	432	1	0	1	3
Pocillopora_meandrina_HIv1___Sc0000000:20681229-20681643	Cluster_367	N	14	39	15	27	51
Pocillopora_meandrina_HIv1___Sc0000000:20703269-20703749	Cluster_368	N	417	594	70	696	1029
Pocillopora_meandrina_HIv1___Sc0000000:21034486-21034968	Cluster_369	N	18	761	454	5	202
Pocillopora_meandrina_HIv1___Sc0000000:21157049-21157467	Cluster_370	N	63	6	2	2	2
Pocillopora_meandrina_HIv1___Sc0000000:21409875-21410303	Cluster_371	N	220	19	72	110	41
Pocillopora_meandrina_HIv1___Sc0000000:21554833-21555299	Cluster_372	N	206	90	22	1	0
Pocillopora_meandrina_HIv1___Sc0000001:69798-71462	Cluster_373	N	3531	3195	4025	4000	400
Pocillopora_meandrina_HIv1___Sc0000001:244651-245089	Cluster_374	N	106	122	99	186	92
Pocillopora_meandrina_HIv1___Sc0000001:411937-413609	Cluster_375	N	582	326	315	280	239
Pocillopora_meandrina_HIv1___Sc0000001:413850-414261	Cluster_376	N	90	2	12	5	2
Pocillopora_meandrina_HIv1___Sc0000001:425523-426000	Cluster_377	N	476	0	0	27	8
Pocillopora_meandrina_HIv1___Sc0000001:556066-556476	Cluster_378	N	4	28	8	77	92
Pocillopora_meandrina_HIv1___Sc0000001:818096-818531	Cluster_379	N	78	51	140	114	6
Pocillopora_meandrina_HIv1___Sc0000001:868705-869126	Cluster_380	N	13	63	11	76	133
Pocillopora_meandrina_HIv1___Sc0000001:891761-892186	Cluster_381	N	3	29	2	4	129
Pocillopora_meandrina_HIv1___Sc0000001:911171-911649	Cluster_382	N	9	5	277	193	0
Pocillopora_meandrina_HIv1___Sc0000001:912150-912578	Cluster_383	N	0	45	19	212	0
Pocillopora_meandrina_HIv1___Sc0000001:914054-914481	Cluster_384	N	14	18	0	117	8
Pocillopora_meandrina_HIv1___Sc0000001:917381-917858	Cluster_385	N	20	17	135	142	11
Pocillopora_meandrina_HIv1___Sc0000001:968429-969485	Cluster_386	N	12	157	1074	577	114
Pocillopora_meandrina_HIv1___Sc0000001:974682-975142	Cluster_387	N	668	281	709	327	132
Pocillopora_meandrina_HIv1___Sc0000001:1051944-1052372	Cluster_388	N	12	22	68	27	3
Pocillopora_meandrina_HIv1___Sc0000001:1354659-1355144	Cluster_389	N	364	1205	893	1475	2525
Pocillopora_meandrina_HIv1___Sc0000001:1459253-1459676	Cluster_390	N	740	613	750	875	358
Pocillopora_meandrina_HIv1___Sc0000001:1587809-1588306	Cluster_391	N	220	23	62	28	3
Pocillopora_meandrina_HIv1___Sc0000001:1588893-1589306	Cluster_392	N	35	21	40	50	5
Pocillopora_meandrina_HIv1___Sc0000001:1589392-1589818	Cluster_393	N	46	27	10	61	9
Pocillopora_meandrina_HIv1___Sc0000001:1590307-1590710	Cluster_394	N	47	17	28	49	9
Pocillopora_meandrina_HIv1___Sc0000001:1591154-1591564	Cluster_395	N	62	29	17	27	13
Pocillopora_meandrina_HIv1___Sc0000001:1606008-1606599	Cluster_396	N	36	8	81	297	15
Pocillopora_meandrina_HIv1___Sc0000001:1639234-1639676	Cluster_397	N	0	6	3	192	0
Pocillopora_meandrina_HIv1___Sc0000001:1689513-1689966	Cluster_398	N	7	37	14	163	97
Pocillopora_meandrina_HIv1___Sc0000001:1690274-1690785	Cluster_399	N	1	22	15	280	89
Pocillopora_meandrina_HIv1___Sc0000001:1691388-1691808	Cluster_400	N	0	2	9	158	43
Pocillopora_meandrina_HIv1___Sc0000001:1692256-1693064	Cluster_401	N	20	45	27	585	272
Pocillopora_meandrina_HIv1___Sc0000001:1723121-1723549	Cluster_402	N	1	26	336	25	0
Pocillopora_meandrina_HIv1___Sc0000001:1981097-1981526	Cluster_403	N	46	4	47	4	15
Pocillopora_meandrina_HIv1___Sc0000001:2046484-2048659	Cluster_404	N	511	84	602	274	218
Pocillopora_meandrina_HIv1___Sc0000001:2049667-2051839	Cluster_405	N	1008	127	984	578	197
Pocillopora_meandrina_HIv1___Sc0000001:2051958-2052450	Cluster_406	N	130	36	186	71	55
Pocillopora_meandrina_HIv1___Sc0000001:2111243-2111657	Cluster_407	N	7	7	5	44	5
Pocillopora_meandrina_HIv1___Sc0000001:2233397-2233817	Cluster_408	N	79	0	14	1	1
Pocillopora_meandrina_HIv1___Sc0000001:2235738-2236165	Cluster_409	N	10	33	8	101	1
Pocillopora_meandrina_HIv1___Sc0000001:2237617-2238340	Cluster_410	N	1005	521	876	398	364
Pocillopora_meandrina_HIv1___Sc0000001:2243710-2244293	Cluster_411	N	2167	7	192	2	18
Pocillopora_meandrina_HIv1___Sc0000001:2254606-2255281	Cluster_412	N	142	12	17	42	10
Pocillopora_meandrina_HIv1___Sc0000001:2275231-2275660	Cluster_413	N	58	0	3	384	16
Pocillopora_meandrina_HIv1___Sc0000001:2276928-2277360	Cluster_414	N	173	46	1	165	2
Pocillopora_meandrina_HIv1___Sc0000001:2285128-2285666	Cluster_415	N	78	182	0	534	77
Pocillopora_meandrina_HIv1___Sc0000001:2286291-2287142	Cluster_416	N	985	49	4	169	36
Pocillopora_meandrina_HIv1___Sc0000001:2288505-2288931	Cluster_417	N	5	85	4	52	67
Pocillopora_meandrina_HIv1___Sc0000001:2289108-2289522	Cluster_418	N	6	32	1	47	14
Pocillopora_meandrina_HIv1___Sc0000001:2289525-2289963	Cluster_419	N	2	130	3	105	77
Pocillopora_meandrina_HIv1___Sc0000001:2290080-2290503	Cluster_420	N	95	1	5	11	0
Pocillopora_meandrina_HIv1___Sc0000001:2303037-2303468	Cluster_421	N	170	153	176	40	7
Pocillopora_meandrina_HIv1___Sc0000001:2305359-2305783	Cluster_422	N	82	12	0	16	1
Pocillopora_meandrina_HIv1___Sc0000001:2324994-2325422	Cluster_423	N	0	55	15	135	5
Pocillopora_meandrina_HIv1___Sc0000001:2327372-2327799	Cluster_424	N	50	10	1	61	3
Pocillopora_meandrina_HIv1___Sc0000001:2328890-2329314	Cluster_425	N	155	1	12	15	1
Pocillopora_meandrina_HIv1___Sc0000001:2348008-2348432	Cluster_426	N	0	13	1	73	0
Pocillopora_meandrina_HIv1___Sc0000001:2368290-2368717	Cluster_427	N	79	10	10	0	0
Pocillopora_meandrina_HIv1___Sc0000001:2487165-2487774	Cluster_428	N	24	95	16	49	84
Pocillopora_meandrina_HIv1___Sc0000001:2537226-2537644	Cluster_429	N	20	52	25	83	82
Pocillopora_meandrina_HIv1___Sc0000001:2731349-2731771	Cluster_430	N	50	56	32	28	45
Pocillopora_meandrina_HIv1___Sc0000001:2746252-2746672	Cluster_431	N	86	93	77	36	39
Pocillopora_meandrina_HIv1___Sc0000001:2774475-2774897	Cluster_432	N	158	53	82	41	36
Pocillopora_meandrina_HIv1___Sc0000001:2801084-2801513	Cluster_433	N	179	0	5	0	2
Pocillopora_meandrina_HIv1___Sc0000001:2839815-2840245	Cluster_434	N	209	10	44	21	12
Pocillopora_meandrina_HIv1___Sc0000001:2842056-2842485	Cluster_435	N	154	0	5	0	0
Pocillopora_meandrina_HIv1___Sc0000001:2858484-2858998	Cluster_436	N	146	13	21	20	43
Pocillopora_meandrina_HIv1___Sc0000001:2862246-2862675	Cluster_437	N	482	0	28	8	32
Pocillopora_meandrina_HIv1___Sc0000001:2867938-2868506	Cluster_438	N	113	80	255	122	34
Pocillopora_meandrina_HIv1___Sc0000001:2881477-2881912	Cluster_439	N	81	25	4	134	46
Pocillopora_meandrina_HIv1___Sc0000001:2903040-2903512	Cluster_440	N	115	28	97	43	6
Pocillopora_meandrina_HIv1___Sc0000001:2905338-2905767	Cluster_441	N	280	1	2	4	0
Pocillopora_meandrina_HIv1___Sc0000001:2983017-2983446	Cluster_442	N	43	0	34	22	27
Pocillopora_meandrina_HIv1___Sc0000001:3114844-3115375	Cluster_443	N	175	201	127	531	689
Pocillopora_meandrina_HIv1___Sc0000001:3115989-3116533	Cluster_444	N	60	102	63	91	132
Pocillopora_meandrina_HIv1___Sc0000001:3380068-3380495	Cluster_445	N	0	120	0	0	9
Pocillopora_meandrina_HIv1___Sc0000001:3428054-3428455	Cluster_446	N	39	11	0	0	63
Pocillopora_meandrina_HIv1___Sc0000001:3434623-3435032	Cluster_447	N	147	0	38	1	0
Pocillopora_meandrina_HIv1___Sc0000001:3536699-3537118	Cluster_448	N	4	57	6	19	7
Pocillopora_meandrina_HIv1___Sc0000001:3656409-3656832	Cluster_449	N	9	9	27	41	13
Pocillopora_meandrina_HIv1___Sc0000001:3883545-3883976	Cluster_450	N	10	42	17	79	104
Pocillopora_meandrina_HIv1___Sc0000001:3998764-3999467	Cluster_451	N	192757	242098	72946	225890	357449
Pocillopora_meandrina_HIv1___Sc0000001:4021711-4022206	Cluster_452	N	352	379	208	1241	312
Pocillopora_meandrina_HIv1___Sc0000001:4023278-4023700	Cluster_453	N	1	14	1	0	79
Pocillopora_meandrina_HIv1___Sc0000001:4053472-4054172	Cluster_454	N	3113	5157	4423	16158	40824
Pocillopora_meandrina_HIv1___Sc0000001:4062957-4063383	Cluster_455	N	56	6	68	72	23
Pocillopora_meandrina_HIv1___Sc0000001:4063621-4064325	Cluster_456	N	2528	57	238	2926	171
Pocillopora_meandrina_HIv1___Sc0000001:4064498-4065026	Cluster_457	N	28	104	166	315	58
Pocillopora_meandrina_HIv1___Sc0000001:4118827-4119300	Cluster_458	N	85	61	62	178	166
Pocillopora_meandrina_HIv1___Sc0000001:4229586-4230014	Cluster_459	N	17	41	20	275	152
Pocillopora_meandrina_HIv1___Sc0000001:4298315-4298771	Cluster_460	N	330	891	1327	1535	4200
Pocillopora_meandrina_HIv1___Sc0000001:4313479-4313894	Cluster_461	N	5	10	40	20	84
Pocillopora_meandrina_HIv1___Sc0000001:4315116-4315571	Cluster_462	N	14	13	50	82	92
Pocillopora_meandrina_HIv1___Sc0000001:4316894-4317370	Cluster_463	N	17	28	41	65	116
Pocillopora_meandrina_HIv1___Sc0000001:4317598-4318009	Cluster_464	N	10	13	29	31	73
Pocillopora_meandrina_HIv1___Sc0000001:4345267-4345692	Cluster_465	N	1	0	115	0	0
Pocillopora_meandrina_HIv1___Sc0000001:4361258-4364034	Cluster_466	N	4572	1133	1266	16	716
Pocillopora_meandrina_HIv1___Sc0000001:4364284-4365035	Cluster_467	N	4	133	285	735	16
Pocillopora_meandrina_HIv1___Sc0000001:4428344-4428761	Cluster_468	N	3	4	80	14	20
Pocillopora_meandrina_HIv1___Sc0000001:4445438-4445865	Cluster_469	N	14	4	69	0	0
Pocillopora_meandrina_HIv1___Sc0000001:4479223-4480826	Cluster_470	N	471	151	437	486	148
Pocillopora_meandrina_HIv1___Sc0000001:4480966-4482069	Cluster_471	N	1147	32	272	229	95
Pocillopora_meandrina_HIv1___Sc0000001:4483238-4485189	Cluster_472	N	741	79	577	217	183
Pocillopora_meandrina_HIv1___Sc0000001:4593126-4593549	Cluster_473	N	38	22	33	23	21
Pocillopora_meandrina_HIv1___Sc0000001:4744982-4745397	Cluster_474	N	4	0	0	86	1
Pocillopora_meandrina_HIv1___Sc0000001:4872395-4873265	Cluster_475	N	89	261	157	185	17
Pocillopora_meandrina_HIv1___Sc0000001:5026269-5026686	Cluster_476	N	1	26	63	38	0
Pocillopora_meandrina_HIv1___Sc0000001:5036295-5036724	Cluster_477	N	17	6	159	98	13
Pocillopora_meandrina_HIv1___Sc0000001:5073837-5074560	Cluster_478	N	87	125	107	219	73
Pocillopora_meandrina_HIv1___Sc0000001:5093741-5094167	Cluster_479	N	23	68	41	195	36
Pocillopora_meandrina_HIv1___Sc0000001:5129936-5130336	Cluster_480	N	60	41	13	20	31
Pocillopora_meandrina_HIv1___Sc0000001:5134576-5135003	Cluster_481	N	17	11	160	2	1
Pocillopora_meandrina_HIv1___Sc0000001:5144160-5145106	Cluster_482	N	1664	633	1490	566	6
Pocillopora_meandrina_HIv1___Sc0000001:5204084-5204505	Cluster_483	N	3	37	0	47	46
Pocillopora_meandrina_HIv1___Sc0000001:5482791-5483217	Cluster_484	N	17	8	18	47	44
Pocillopora_meandrina_HIv1___Sc0000001:5590662-5591125	Cluster_485	N	70	234	50	358	1175
Pocillopora_meandrina_HIv1___Sc0000001:5600400-5600827	Cluster_486	N	0	0	0	130	0
Pocillopora_meandrina_HIv1___Sc0000001:5608178-5608632	Cluster_487	N	69	115	73	72	67
Pocillopora_meandrina_HIv1___Sc0000001:5619912-5620338	Cluster_488	N	5	27	6	13	34
Pocillopora_meandrina_HIv1___Sc0000001:5625745-5626172	Cluster_489	N	6	20	9	164	16
Pocillopora_meandrina_HIv1___Sc0000001:5635582-5636009	Cluster_490	N	72	169	43	69	245
Pocillopora_meandrina_HIv1___Sc0000001:5637924-5638351	Cluster_491	N	5	22	15	150	30
Pocillopora_meandrina_HIv1___Sc0000001:5669304-5669731	Cluster_492	N	2	26	20	156	33
Pocillopora_meandrina_HIv1___Sc0000001:5689306-5689769	Cluster_493	N	23	64	49	70	449
Pocillopora_meandrina_HIv1___Sc0000001:5693899-5694317	Cluster_494	N	101	26	184	117	61
Pocillopora_meandrina_HIv1___Sc0000001:5746164-5746597	Cluster_495	N	492	564	384	207	81
Pocillopora_meandrina_HIv1___Sc0000001:5758933-5759356	Cluster_496	N	0	6	10	0	59
Pocillopora_meandrina_HIv1___Sc0000001:5795956-5796536	Cluster_497	N	37	127	67	140	222
Pocillopora_meandrina_HIv1___Sc0000001:5796550-5797171	Cluster_498	N	25	113	29	64	156
Pocillopora_meandrina_HIv1___Sc0000001:5801163-5801729	Cluster_499	N	19	52	14	100	147
Pocillopora_meandrina_HIv1___Sc0000001:5839178-5839672	Cluster_500	N	325	477	445	150	115
Pocillopora_meandrina_HIv1___Sc0000001:6251647-6253384	Cluster_501	N	668	463	738	629	253
Pocillopora_meandrina_HIv1___Sc0000001:6367471-6367897	Cluster_502	N	5	41	0	0	124
Pocillopora_meandrina_HIv1___Sc0000001:6400836-6401347	Cluster_503	N	19	0	216	27	1
Pocillopora_meandrina_HIv1___Sc0000001:6419212-6419640	Cluster_504	N	234	144	0	22	4
Pocillopora_meandrina_HIv1___Sc0000001:6511512-6512099	Cluster_505	N	22	177	362	28	6
Pocillopora_meandrina_HIv1___Sc0000001:6593781-6594210	Cluster_506	N	56	186	174	374	50
Pocillopora_meandrina_HIv1___Sc0000001:6854403-6854831	Cluster_507	N	0	86	2	12	65
Pocillopora_meandrina_HIv1___Sc0000001:6984277-6984706	Cluster_508	N	3	0	2	660	0
Pocillopora_meandrina_HIv1___Sc0000001:6989290-6989709	Cluster_509	N	82	1	3	4	1
Pocillopora_meandrina_HIv1___Sc0000001:7006571-7007371	Cluster_510	N	657	56	8	13	7
Pocillopora_meandrina_HIv1___Sc0000001:7068685-7069113	Cluster_511	N	85	9	0	37	2
Pocillopora_meandrina_HIv1___Sc0000001:7069393-7070084	Cluster_512	N	288	60	138	219	33
Pocillopora_meandrina_HIv1___Sc0000001:7070254-7071041	Cluster_513	N	232	108	425	61	73
Pocillopora_meandrina_HIv1___Sc0000001:7075985-7076412	Cluster_514	N	0	5	0	4	91
Pocillopora_meandrina_HIv1___Sc0000001:7279602-7280015	Cluster_515	N	9	5	0	28	66
Pocillopora_meandrina_HIv1___Sc0000001:7467089-7467518	Cluster_516	N	244	44	52	47	2
Pocillopora_meandrina_HIv1___Sc0000001:7469649-7470757	Cluster_517	N	1124	174	460	51	157
Pocillopora_meandrina_HIv1___Sc0000001:7472170-7472935	Cluster_518	N	424	387	283	10	24
Pocillopora_meandrina_HIv1___Sc0000001:7487307-7488525	Cluster_519	N	17	2	1272	7	10
Pocillopora_meandrina_HIv1___Sc0000001:7491752-7493058	Cluster_520	N	1085	873	1454	2128	723
Pocillopora_meandrina_HIv1___Sc0000001:7494153-7495445	Cluster_521	N	121	330	17	1049	355
Pocillopora_meandrina_HIv1___Sc0000001:7498872-7499299	Cluster_522	N	2	0	35	51	0
